,slope,interecept,r,p,std_err,r^2
Y39A1C.1,6.923246502576521e-05,0.0056998548740913035,0.6941803705087641,0.08355811553411055,3.210443014633113e-05,0.48188638679968504
tni-1,9.9527602075559e-06,0.03988756336770982,0.11747424170120174,0.8019427699689947,3.7626891738251e-05,0.013800197463272367
bed-1,1.4404560700494372e-05,0.03208550306063134,0.15010785711832428,0.7480302306244708,4.242899872278644e-05,0.022532368768655258
tlp-1,1.0407666694252165e-05,0.03297522945493515,0.10070397698306162,0.829905178121031,4.598417037785159e-05,0.010141290980205005
mab-9,0.0001136355468439474,-0.018996711195897548,0.8399672483012023,0.018017306336436216,3.28304121016418e-05,0.7055449782186937
dsc-1,2.5094956488001477e-05,0.015483885088795793,0.200036035932925,0.6671615834422338,5.496997771767463e-05,0.04001441567175846
mbf-1,8.96447704671229e-05,-0.008414475654295303,0.7305445150028672,0.06221839958587734,3.7473837985937224e-05,0.5336952884007745
dyc-1,9.366808769031088e-05,-0.013536469702880971,0.6004365251747315,0.15399805653110707,5.578939689420923e-05,0.36052402076390594
tra-1,-1.1465839320108855e-05,0.0364255862128653,-0.07657126459623116,0.8703893286587383,6.676949842312421e-05,0.0058631585618660435
ttx-3,6.122149089900312e-05,-0.007411301984537575,0.411900076280928,0.35851406126862806,6.0569581003193455e-05,0.1696616728402343
unc-3,1.4034294613830193e-05,0.021833163100004577,0.11361992735675344,0.8083554432746414,5.4881954382845694e-05,0.012909487892553929
pbo-5,9.809948737364988e-05,-0.009248665734854472,0.7365514703988905,0.05901702671303818,4.028750333361412e-05,0.5425080685467676
unc-15,-9.457205352397676e-05,0.08313054279459615,-0.6699182467849414,0.09966708074065504,4.6872095944114186e-05,0.4487904573754096
madf-2,1.0226754805573636e-05,0.03209766781059011,0.08321307711133678,0.8592216797829506,5.4771219598827656e-05,0.0069244162023372816
row-1,5.3165724558778444e-05,0.013259098765302405,0.5469849592649235,0.20384465601723223,3.638904907306969e-05,0.29919254566205006
F19C7.8,4.888952965479087e-05,0.020915918340390763,0.5265639708879469,0.22466608947107927,3.5299444710945215e-05,0.2772696154372826
nhr-41,-2.022376719513505e-05,0.029666807789597634,-0.13824293969377896,0.7675476320475675,6.479537421734951e-05,0.019111110375177806
psa-3,1.2293528005801224e-05,0.03207923251785746,0.10661562394451368,0.8200306216806214,5.1272944076016154e-05,0.01136689126907796
Y56A3A.18,8.338982156661888e-05,-0.015446647112443916,0.5537419012442049,0.1971682960102039,5.607937299309019e-05,0.3066300931935467
mls-1,-1.93443470059036e-05,0.040464062997801684,-0.1573051951506231,0.7362421673907003,5.4310664403373606e-05,0.02474492442137562
nhr-183,6.632811133095577e-05,0.0031262315298922275,0.6181129236075424,0.13903624661465988,3.772390990300971e-05,0.3820635863306636
klf-2,0.00013287191642246795,-0.044388524846898834,0.872714740338725,0.010354372023843468,3.3243041844252964e-05,0.7616310180044882
unc-63,0.00014121109236158984,-0.03827137448913822,0.9103817246138759,0.004398147059184408,2.8702428778801653e-05,0.828794884510935
saeg-1,3.6990272672184416e-05,0.01906129704998208,0.2843277249160452,0.5365821982029277,5.5779978946636396e-05,0.08084225515593427
unc-87,5.223159644684947e-05,0.010207752863354552,0.38395679467317845,0.3951396789737114,5.617366921841631e-05,0.14742282017570132
ric-7,1.2913662047173082e-05,0.03951746943107614,0.1607971588916802,0.7305375543768673,3.5448485447675456e-05,0.02585572630763625
fkh-9,9.33325582274308e-05,-0.013429541776069032,0.6946362287917754,0.08326976673858714,4.322527213238725e-05,0.4825194903500598
