,p,padj,loglik_full,loglik_red,df_full,df_red,mean,converge_impulse,converge_const,converge_sigmoid,impulseTOsigmoid_p,impulseTOsigmoid_padj,sigmoidTOconst_p,sigmoidTOconst_padj,isTransient,isMonotonous,allZero
adt-1,4.4072375839436003e-10,1.69055885149315e-08,-15.3147030229072,-41.5287217084063,7,2,7.25590310009202,0,0,0,0.0022969254562074,0.0589832108030995,9.313615748226641e-09,2.57786274317583e-07,False,True,False
adt-2,0.313423692315647,0.683786949256099,-18.3259776184263,-21.2892928783325,7,2,4.54530260078088,0,0,0,0.0579792881519388,0.426713050861715,0.972386341515314,0.999999999918703,False,False,False
aex-1,0.0019560814424078,0.0150065465440376,-15.4078142548822,-24.8874024234661,7,2,3.59630277913472,0,0,0,0.396335836649196,1.0,0.0006714397712186,0.0055777101081612,False,False,False
aex-2,0.158269610991616,0.435503670323128,-10.7693733288469,-14.7510256398345,7,2,1.55672846775211,0,0,0,1.0,1.0,0.0238648945402864,0.102052969200449,False,False,False
aex-3,0.82979684133625,0.999999378271023,-29.7619241447082,-30.8307229563618,7,2,15.427515103575,0,0,0,0.457367755782539,1.0,0.902570412819172,0.999999999918703,False,False,False
aex-5,0.537086977088119,0.92489527530612,-17.8185531173175,-19.8616049661065,7,2,3.75955116909561,0,0,0,0.319291048131985,0.971150920380197,0.614325973544366,0.999999999918703,False,False,False
aex-6,0.972601631013019,0.999999378271023,-31.9863239422657,-32.4195573354136,7,2,17.951535193332,0,0,0,0.725125237812288,1.0,0.973684839035182,0.999999999918703,False,False,False
age-1,0.999836112153499,0.999999378271023,-43.8211160665557,-43.8713119080705,7,2,72.5671325531984,0,0,0,0.971386956122829,1.0,0.997712837865859,0.999999999918703,False,False,False
ags-3,0.862909575452149,0.999999378271023,-51.6979104663801,-52.6475100493603,7,2,230.189514523294,0,0,0,0.483941227572373,1.0,0.930239747718469,0.999999999918703,False,False,False
agt-1,0.884844135194541,0.999999378271023,-37.2215295217493,-38.0875285883436,7,2,119.366008010034,0,0,0,0.941931205636098,1.0,0.656592327687516,0.999999999918703,False,False,False
agt-2,0.973183905087242,0.999999378271023,-56.751139306834,-57.1801645616145,7,2,394.201232214499,0,0,0,0.864731547063289,1.0,0.903858064769371,0.999999999918703,False,False,False
aha-1,0.988769205674306,0.999999378271023,-49.6774579600791,-49.9689483705697,7,2,166.286537809633,0,0,0,1.0,1.0,0.877193090626831,0.999999999918703,False,False,False
ahr-1,0.174468340677536,0.465029285688085,-6.63984124131145,-10.4823688661149,7,2,0.885339783487187,0,0,0,0.0508012300524996,0.395837188609408,0.631304771438225,0.999999999918703,False,False,False
aip-1,0.994089354674171,0.999999378271023,-53.3221205088639,-53.5431857296857,7,2,255.442531383794,0,0,0,0.977790046766679,1.0,0.940818274664627,0.999999999918703,False,False,False
air-1,0.319959542798072,0.691990487633566,-41.2792277909999,-44.2098297930159,7,2,88.0002872994894,0,0,0,0.929333899152867,1.0,0.126350320585883,0.361732303589069,False,False,False
