,avg
F22E12.3,7.094242000000001
degt-1,4.697893799999999
clec-196,2.7982140500000003
fipr-21,4.694793499999999
F46G10.1,4.01769685
cutl-18,0.9011701999999997
F55A11.7,4.5787090500000005
F57F5.1,2.8509297
magi-1,3.0207849
fecl-1,4.532935999999999
K12G11.6,1.8713709599999997
M03B6.5,2.66664745
T02D1.8,3.7862406749999997
T02E9.5,0.7550485
T06G6.3,4.663142345000001
frpr-17,1.0447432
W03G11.4,1.7618544999999999
ttr-17,4.47034715
Y6B3B.7,5.111595400000001
Y38F1A.2,1.4340718999999997
slc-25A46,3.31688
Y44A6D.3,3.1284776
sorb-1,2.6774755
Y51A2D.14,3.96350275
fbxa-220,3.26381545
ssu-2,4.140716
Y105E8A.11,3.9490675
Y116F11A.6,4.16824845
ZK131.11,6.23019205
glb-1,3.8666761000000003
ZK757.2,3.0146465
ZK809.8,2.801905
gdh-1,2.3493855000000003
ZK1058.9,4.4673575
C01B10.10,1.4474682500000002
lmp-2,1.32244195
C23H5.8,3.71974955
C25F6.6,2.5766644
C29F5.1,4.4469265
lntl-1,3.8368025
C35E7.11,3.75341805
magu-3,3.1616239999999998
npr-35,4.5094004000000005
D2007.1,4.488517555
EGAP4.1,5.9002505
F08F3.4,4.77640671
ttr-41,2.781796
F21D12.3,4.48645558
pgal-1,3.5629345
F26A10.2,2.9145944999999998
F32E10.8,3.1296605
ceh-87,3.692265055
F35H12.1,3.59701785
dyla-1,2.80524774
F42H10.3,3.725569
F48D6.4,3.5780702499999997
pccb-1,3.1898315
F53A9.3,4.3277431755
rog-1,2.15867145
abts-3,3.67292353
H23L24.1,1.1912378500000003
mksr-1,3.2746075
clec-88,2.1978595
immt-1,0.9155350000000002
trak-1,1.984875
pck-1,3.1613548
Y32G9B.1,3.5056789999999998
iglr-3,0.278041
mksr-2,1.52425455
ckr-2,3.2778198
Y46D2A.1,2.9048835
Y47G6A.14,4.57371745
Y55B1BL.1,2.8681883
Y55F3BR.6,2.30545833
ace-1,5.54359255
acr-8,4.348744
ceh-18,4.4203965
cnc-3,2.4154911500000003
col-48,1.6022326500000004
col-89,4.585422149999999
far-2,4.567338
gpa-7,2.25636065
mdl-1,3.81607
mxl-3,3.3551269
ncx-1,4.4431838
nex-3,3.816288
nhr-16,3.2821480000000003
nhr-103,4.51400035
nhr-121,3.6737453999999996
npr-2,3.6144312330000004
pas-3,4.209299
sax-3,3.6090815
smd-1,4.854012
spp-3,2.685152
spp-7,3.9714264
spp-14,4.5031224000000005
nlg-1,4.85003
tba-9,2.1498655999999996
tsp-10,4.272482
twk-12,3.9867327500000003
twk-20,3.817266
mdt-15,4.25617
nlp-36,4.4819173999999995
C05A9.2,0.9945965000000001
C09G1.4,3.7749775000000003
nlp-35,4.277482915
C47E12.13,4.733943
rskn-2,6.2472484999999995
F08G5.3,3.9348213299999997
F21A3.3,4.6330792775
cut-3,4.391062750000001
F23B2.10,4.343748
F53F4.13,4.0889195
klf-2,4.1261495
F55C9.5,3.2657619194999996
F57G12.2,2.94882
F59B2.13,4.745219175
F59D12.2,1.6164548000000005
sol-2,2.850014
K08F8.7,4.292057
LLC1.2,3.66116325
M05D6.6,2.1602514999999998
M195.2,4.7243267
R09E10.1,2.7712779999999997
R53.5,-0.20118364999999994
pde-1,7.945481000000001
T05C12.11,4.4410875
T21B6.3,6.067673500000001
cdka-1,3.696822461
T23G5.3,4.51455245
T25C12.3,1.4563904999999995
Y38F1A.1,2.79286205
Y38H6A.3,1.8751140000000002
mlt-3,3.91336285
pbo-5,5.31508915
cccp-1,9.006966949999999
arrd-16,3.9770442999999998
lon-8,4.854099
hlh-32,2.30985595
sre-23,4.3742085
sdz-38,3.9955255
ZK899.1,2.50968596
ZK930.6,4.1476165
ZK1073.1,4.827643950000001
VM106R.1,4.078214
cpna-2,4.9553195
B0310.6,2.525884
C03B1.2,4.872346
C06E1.11,4.2761320000000005
C17F4.7,4.918504
C24H10.2,3.0181945
C26B9.7,4.9164733
pxl-1,4.850722
C32D5.7,3.7499433
abhd-5.1,4.0983175
ets-5,3.76632935
acer-1,3.073499
C50D2.1,8.5676045
C52D10.3,9.335153
acs-22,4.88303025
D2007.2,4.9087869
F15A8.6,3.8670014999999998
F16F9.4,3.82688325
F17A9.5,4.434252845
F18C5.5,9.7597875
F23F1.6,5.25484
slc-17.8,4.5933234999999994
F35H12.6,3.741702
F41C3.5,8.12285825
acs-1,4.2714110000000005
F49E10.4,3.836696
F52G3.5,3.6186628
F53A10.2,4.275554
F53B1.4,4.2817063
glf-1,3.981372
H04M03.12,4.5302299999999995
K02D7.1,4.44333
acdh-3,2.034872
K11H12.7,5.9540115
M01H9.4,4.2970383
M03E7.4,2.2567227000000005
R05G6.10,1.5802676499999997
twk-49,4.43745215
cysl-3,1.6046329999999998
cdh-1,6.423049
T07E3.4,3.974894
T07H6.1,4.6692335
nhr-228,-0.30137649999999994
T27E4.7,3.27875755
W08E12.6,4.199841
Y22D7AR.6,3.7606583000000002
spe-47,4.570815
Y34B4A.9,4.2687435
Y38A10A.2,3.7557824999999996
ccep-290,3.4672627
nhr-239,4.178412935
Y54G2A.26,3.918822
Y55F3BR.2,2.8202555
npr-5,4.9376455
fln-1,5.7081025
Y67D2.4,4.5320149999999995
Y71F9B.9,4.5380185
col-99,5.2908520999999995
hch-1,5.0738970000000005
kin-1,6.22635865
mlk-1,5.0006508499999995
par-5,6.532443499999999
snx-1,6.1927465
spe-15,3.5418125
C03C11.1,4.771952000000001
C09F12.2,5.1271605
C13C12.2,4.813524
tag-297,5.5121894000000005
C50B8.4,5.442201799999999
pfk-1.2,4.7864819999999995
glb-14,5.53229765
F36H1.11,5.3967434999999995
F38B2.4,5.087026
F43G6.10,5.5391018999999995
F49B2.6,5.19571302
glb-19,4.8334509
T20B3.14,6.2924675
W09G3.6,5.0520335
Y10G11A.1,4.841086
nhr-145,5.42427505
ugt-5,8.4383615
chpf-1,7.088159800000001
scav-1,5.47431655
C44C1.1,5.4600735
D2096.6,5.49911845
F20A1.1,5.2156395
F40A3.1,5.5899339999999995
vha-18,4.4908528500000005
F52H2.6,4.984034755
H42K12.3,6.094362
cbn-1,5.064299999999999
cyp-33C8,4.7108834
T07F12.1,5.93060895
T24C4.3,5.5112027
W09C3.3,5.5180359
Y23H5B.8,5.250184
Y47G6A.15,5.5723553599999995
klp-6,6.30148815
mrp-2,6.6503144999999995
C44F1.1,5.8308415
C47D12.5,8.681629000000001
F07A5.4,6.4448331450000005
F26D2.14,6.5211075
F33A8.7,6.3420845
M03B6.1,7.0842777
R10E11.9,6.470116
Y11D7A.5,6.294067
lgc-22,6.58001025
F40A3.6,5.9180965
svh-2,6.546858
Y22D7AL.9,6.27967935
nhx-3,7.666347399999999
ubc-22,7.63255
ent-7,6.8052095
W08G11.1,6.727366999999999
obr-1,7.215512499999999
srg-69,8.576487
T03F7.7,8.2699345
Y47H10A.5,8.781371499999999
abhd-3.1,8.5486683
C27F2.7,8.2501625
Y4C6B.7,8.719295500000001
Y46D2A.2,7.782498
D2030.12,9.098456
Y37D8A.6,9.0543345
skpo-1,2.3569424999999997
Y116A8C.3,3.298746
zig-8,3.545379
maph-1.2,4.385302
ZC116.3,4.0966295
K02E7.10,3.7702985
mab-3,5.0915915
C53D5.1,5.206856
zig-10,4.51815682
spp-15,5.620680999999999
str-31,5.71841
npax-4,5.593626
pezo-1,6.411905
W04A8.4,5.8913785
cyp-33A1,6.142075999999999
srt-19,5.788600499999999
W03A5.6,6.087237
Y37E3.11,6.41668112
clec-205,6.331369499999999
nprt-1,6.19010825
Y55B1AL.1,6.1416265
grl-26,7.4149055
srh-213,6.620668
vab-10,6.582222
clec-233,6.7471630000000005
mob-1,7.454601500000001
K03H1.9,6.559365
K12D12.5,7.441243
tbc-6,7.1305735
srab-4,6.7625705
fbxa-137,6.8249295
pqn-26,7.612605
C49F8.1,7.9854415
ztf-14,7.92247491
R01H10.7,7.5685465
B0252.1,7.85925275
