,270_330,330_390,390_450,450_510,510_580,580_650,gt_650
270_330,,0.20008694555931203,0.3139934785509922,0.4008207727137474,0.4370183532941812,0.4558627961714483,0.475195004031703
330_390,,,0.2313397507092323,0.36745886826741503,0.41745098130616465,0.42771415643611244,0.44623997561011214
390_450,,,,0.24372517948876926,0.3218478355624136,0.35845310766980565,0.3761226660004228
450_510,,,,,0.19908819634142025,0.28196095675019234,0.30164088938818595
510_580,,,,,,0.2838866472000703,0.2993061063283203
580_650,,,,,,,0.2997531668124417
gt_650,,,,,,,
