,270_330,330_390,390_450,450_510,510_580,580_650,gt_650
270_330,,0.2544042089811407,0.4007841269669878,0.471387656264747,0.4985333804014096,0.5097626509942573,0.5393513130678076
330_390,,,0.22720529525197947,0.3443606307833876,0.3891440652363569,0.40415384271530136,0.44454903217712216
390_450,,,,0.1920088512848493,0.26964593255572217,0.2922323817864559,0.34490102045672294
450_510,,,,,0.15707724130772638,0.19979254618990389,0.27771458910220587
510_580,,,,,,0.15220779481040086,0.23813305851271668
580_650,,,,,,,0.1714806803123494
gt_650,,,,,,,
