,210_270,270_330,330_390,390_450,450_510,510_580,580_650,gt_650
210_270,,0.17913916553883014,0.3438416665098053,0.4992505729754538,0.5695991725031632,0.6059416140764712,0.6102604015024538,0.6256442624674259
270_330,,,0.23729719391619267,0.4272057205064491,0.5194152899077719,0.5637619802587815,0.5716310432693782,0.5885547065461549
330_390,,,,0.28705623665305735,0.41949036345977847,0.48450070242397975,0.5008762241851497,0.5199230058033749
390_450,,,,,0.2505717414713438,0.37230807771948426,0.4091163083932482,0.4344942943954699
450_510,,,,,,0.2506792206512357,0.3176657902975779,0.357620729422065
510_580,,,,,,,0.22665029938169354,0.2723827058817234
580_650,,,,,,,,0.21317885712301538
gt_650,,,,,,,,
