,210_270,270_330,330_390,390_450,450_510,510_580,580_650,gt_650
210_270,,0.2110215125352354,0.28755517676951,0.3613791739930578,0.4175224527150559,0.4151669419297009,0.4531429567340267,0.47477084192953306
270_330,,,0.15392854771605566,0.28988444276577835,0.3760494649404892,0.38476539860433195,0.41634944361576054,0.44897171328758295
330_390,,,,0.21221898396801075,0.327221181120549,0.3491926623604914,0.38204868807192616,0.4244464709899512
390_450,,,,,0.2017585298410733,0.2770287185719296,0.31492285348110843,0.3617900260383882
450_510,,,,,,0.1840520625028053,0.24413407932914494,0.3028615880425963
510_580,,,,,,,0.2015087630494048,0.26264910729485663
580_650,,,,,,,,0.23212143576757677
gt_650,,,,,,,,
