"","Gene","p","padj","loglik_full","loglik_red","df_full","df_red","mean","converge_impulse","converge_const","converge_sigmoid","impulseTOsigmoid_p","impulseTOsigmoid_padj","sigmoidTOconst_p","sigmoidTOconst_padj","isTransient","isMonotonous","allZero"
"K07A12.5","K07A12.5",0.537905424668869,0.999999372691275,-12.7471265135744,-14.7873054094241,7,2,1.19913491899188,0,0,0,0.294856210242282,1,0.650844469500981,0.999999999991483,FALSE,FALSE,FALSE
"mrps-15","mrps-15",0.900222063230878,0.999999372691275,-55.9558477450771,-56.7600873309098,7,2,244.344409733101,0,0,0,1,1,0.625647972066873,0.999999999991483,FALSE,FALSE,FALSE
"K07C5.2","K07C5.2",0.699783583575704,0.999999372691275,-43.9162095117549,-45.4168654070719,7,2,69.5056115376968,0,0,0,0.227801026726448,0.928337310887752,0.997679375878693,0.999999999991483,FALSE,FALSE,FALSE
"K07C5.3","K07C5.3",0.997618281287518,0.999999372691275,-69.0476918898214,-69.1983493943005,7,2,335.626758530202,0,0,0,0.911183812694492,1,0.989940982528258,0.999999999991483,FALSE,FALSE,FALSE
"K07C5.4","K07C5.4",0.673005845859365,0.999999372691275,-73.9953822058563,-75.5829495717399,7,2,943.700201586853,0,0,0,0.597043015544293,1,0.543142167199977,0.999999999991483,FALSE,FALSE,FALSE
"ceeh-2","ceeh-2",0.00012344422716721,0.0012728921129209,-56.2675168455248,-68.9036056032139,7,2,319.039070543641,0,0,0,0.31183950884568,1,4.15299707989347e-05,0.000468514138380972,FALSE,TRUE,FALSE
"K07C5.6","K07C5.6",6.21536333034861e-05,0.000688325025589559,-51.8241269357617,-65.2284010191921,7,2,225.924052005074,0,0,0,1,1,5.43190238620379e-06,7.31007737871723e-05,FALSE,TRUE,FALSE
"ttll-15","ttll-15",0.685923623754825,0.999999372691275,-1.55234482898698,-3.09795834704422,7,2,0.0875516937921596,0,0,0,0.362165679988918,1,0.78675727015441,0.999999999991483,FALSE,FALSE,FALSE
"cash-1","cash-1",0.998396388874631,0.999999372691275,-67.4203666156075,-67.5481459901428,7,2,154.161372761366,0,0,0,0.918516213360244,1,0.993511273814767,0.999999999991483,FALSE,FALSE,FALSE
"K07C5.9","K07C5.9",0.922154443804506,0.999999372691275,-34.1464127519636,-34.8562256489866,7,2,7.9360216983295,0,0,0,0.647735513472309,1,0.907534254250067,0.999999999991483,FALSE,FALSE,FALSE
"K07F5.6","K07F5.6",0.367905542833592,0.858327606543069,-2.87169785196687,-5.57674303414462,7,2,0.239726039318889,0,0,0,0.211241855348609,0.904402048995994,0.512408418967144,0.999999999991483,FALSE,FALSE,FALSE
"K07F5.8","K07F5.8",0.102078715953704,0.370768964022657,-13.8725750673986,-18.4628103698493,7,2,2.86051378864069,0,0,0,1,1,0.0215726379515214,0.103153178066948,FALSE,FALSE,FALSE
"K07F5.12","K07F5.12",0.00658664854042982,0.0419037134715911,-26.0911725023695,-34.137101840495,7,2,8.60722769091746,0,0,0,0.00139907763547416,0.0306673578066739,0.399716236473601,0.86085993475211,FALSE,FALSE,FALSE
"K07F5.14","K07F5.14",0.978060382095271,0.999999372691275,-77.7805038595198,-78.1723615235191,7,2,491.27302501699,0,0,0,1,1,0.82895320871038,0.999999999991483,FALSE,FALSE,FALSE
"K07F5.15","K07F5.15",0.999531988982169,0.999999372691275,-93.0493678105474,-93.1263267137828,7,2,2030.38244842309,0,0,0,0.957485574235373,1,0.995476315321071,0.999999999991483,FALSE,FALSE,FALSE
"K07F5.16","K07F5.16",0.403735782678595,0.898527113774137,-52.5437758207455,-55.0940378746607,7,2,108.236666108112,0,0,0,0.429576193353463,1,0.332541856717956,0.768433262965169,FALSE,FALSE,FALSE
"crml-1","crml-1",0.974547423380638,0.999999372691275,-59.1991805683588,-59.6181739404172,7,2,110.367852871274,0,0,0,0.861803526475666,1,0.909900885028494,0.999999999991483,FALSE,FALSE,FALSE
"mks-6","mks-6",0.0430597815395554,0.193515160377996,-30.8777954260095,-36.6055644544775,7,2,13.1892417610996,0,0,0,0.00894278989584156,0.126963043594838,0.567910337209362,0.999999999991483,FALSE,FALSE,FALSE
"K07G5.4","K07G5.4",0.067707569848362,0.274149510934681,-8.88842520610941,-14.0278757807946,7,2,1.13173142902884,0,0,0,0.668058912125373,1,0.0236295628441699,0.110559148016367,FALSE,FALSE,FALSE
"K07G5.5","K07G5.5",0.514573294179692,0.999999372691275,-10.4903631856949,-12.6133464116226,7,2,0.877540522209318,0,0,0,1,1,0.0954351125017569,0.322584059010027,FALSE,FALSE,FALSE
"fecl-1","fecl-1",3.96539867054615e-06,5.60776369176844e-05,-61.5462192779848,-77.9890433250793,7,2,360.321111283604,0,0,0,1,1,5.28444488631085e-09,1.1636235033525e-07,FALSE,TRUE,FALSE
"K08C7.1","K08C7.1",2.06799884472265e-66,1.24657247027511e-63,-45.4683116337859,-204.036384127167,7,2,35.776105543328,0,0,0,1,1,1.89756924204357e-73,9.8043336516587e-71,FALSE,TRUE,FALSE
"K08C7.4","K08C7.4",0.833320799386663,0.999999372691275,-28.7972614021369,-29.8536837993007,7,2,5.69715350986831,0,0,0,0.484748282218189,1,0.881498537107668,0.999999999991483,FALSE,FALSE,FALSE
"K08C7.6","K08C7.6",3.96863225162454e-11,1.2061807307616e-09,-80.7387069608281,-109.493966422223,7,2,2665.62905455615,0,0,0,1,1,5.794633763875e-25,5.143004089692e-23,FALSE,TRUE,FALSE
"K08C7.7","K08C7.7",1.2763561443854e-08,2.74369158110307e-07,-64.4106283035562,-87.0474902083862,7,2,696.757217407106,0,0,0,0.324239745719846,1,2.43565139369579e-09,5.59198275402543e-08,FALSE,TRUE,FALSE
"K08C9.2","K08C9.2",0.0210471692872597,0.109765464339865,-4.93480083112018,-11.5655799151633,7,2,0.608862140107727,0,0,0,0.00389577075075189,0.0678220402540644,0.53870997879917,0.999999999991483,FALSE,FALSE,FALSE
"K08C9.5","K08C9.5",0.277547412621455,0.725172190427052,-44.78522442183,-47.93836115543,7,2,75.7932737067034,0,0,0,1,1,0.00693017964470966,0.041224880312506,FALSE,FALSE,FALSE
"K08C9.6","K08C9.6",0.00921942335910186,0.0559703725287984,-5.6084336439577,-13.2498979935838,7,2,1.22065662289416,0,0,0,0.00671294222607711,0.102768397020802,0.152700553060178,0.455798199118166,FALSE,FALSE,FALSE
"K08C9.7","K08C9.7",0.310463202227331,0.775595086621101,-19.8416233686827,-22.8199318162945,7,2,3.39130166353061,0,0,0,0.122405183892431,0.689041165514319,0.624604693861462,0.999999999991483,FALSE,FALSE,FALSE
"K08D8.1","K08D8.1",0.595135847322875,0.999999372691275,-1.67121720055152,-3.51526721750211,7,2,0.0947941023590582,0,0,0,0.393944446573601,1,0.609507818085489,0.999999999991483,FALSE,FALSE,FALSE
"K08D8.3","K08D8.3",0.5577201922486,0.999999372691275,-10.4382991402172,-12.4095621187811,7,2,0.864168511751835,0,0,0,0.150200969010644,0.764587409808931,0.985087716383999,0.999999999991483,FALSE,FALSE,FALSE
"K08D8.5","K08D8.5",0.646136452448872,0.999999372691275,-1.87164706195683,-3.54684146945382,7,2,0.096260488208587,0,0,0,0.435076252301545,1,0.640068430876609,0.999999999991483,FALSE,FALSE,FALSE
"K08D8.6","K08D8.6",4.88017099574627e-13,1.84337947246635e-11,-20.7212891532943,-54.0911152428175,7,2,3.84711079935716,0,0,0,0.00826339387092161,0.120389243837485,2.38978848498728e-12,7.56522319744223e-11,FALSE,TRUE,FALSE
"tyr-2","tyr-2",0.0753837595440906,0.29570955784283,-23.3726845800575,-28.3700662691549,7,2,6.55991760489803,0,0,0,0.138135918508543,0.734321833996164,0.109884809132414,0.357413336015728,FALSE,FALSE,FALSE
"K08E3.2","K08E3.2",0.175756651667698,0.544959224084737,-4.67497491754402,-8.50693143147508,7,2,0.377544593404869,0,0,0,0.231944513265901,0.936517240697122,0.191742546625986,0.536545342753992,FALSE,FALSE,FALSE
"toca-2","toca-2",0.851601251333543,0.999999372691275,-25.0507929158469,-26.0418973990185,7,2,3.59011981629563,0,0,0,1,1,0.574668053944695,0.999999999991483,FALSE,FALSE,FALSE
"dbn-1","dbn-1",0.988387344361154,0.999999372691275,-49.6474332831635,-49.9432029003012,7,2,56.6795621358207,0,0,0,0.744494877288494,1,0.999985463667787,0.999999999991483,FALSE,FALSE,FALSE
"K08E3.5","K08E3.5",0.897797088858081,0.999999372691275,-75.9292875367905,-76.7434740419731,7,2,546.919125762228,0,0,0,1,1,0.453684887681814,0.934377057430625,FALSE,FALSE,FALSE
"K08E4.2","K08E4.2",0.302453222359016,0.762054199181327,-28.3214839259329,-31.3409284363388,7,2,10.0964639693765,0,0,0,1,1,0.0191690217767904,0.0939424925626107,FALSE,FALSE,FALSE
"K08E4.3","K08E4.3",0.356205292025875,0.842222964005494,-58.8664273586739,-61.6243784848743,7,2,199.743531261518,0,0,0,1,1,0.0526693319874015,0.207112591971117,FALSE,FALSE,FALSE
"bath-37","bath-37",0.688291382122357,0.999999372691275,-4.35385240775608,-5.89178299195733,7,2,0.181809204057439,0,0,0,1,1,0.217076493438525,0.585315124831106,FALSE,FALSE,FALSE
"K08E4.6","K08E4.6",0.821375825644428,0.999999372691275,-52.3025679634011,-53.4006985846709,7,2,168.723060965361,0,0,0,0.521333226786665,1,0.826988992641858,0.999999999991483,FALSE,FALSE,FALSE
"eak-7","eak-7",0.997622356369553,0.999999372691275,-64.9996658998444,-65.1502156522281,7,2,135.654266910801,0,0,0,0.900824274049563,1,0.992755654168047,0.999999999991483,FALSE,FALSE,FALSE
"K08E7.4","K08E7.4",4.42978050873491e-05,0.000505008941054909,-8.84651913288864,-22.6281717534427,7,2,2.32296823313349,0,0,0,0.0201222171129815,0.225374281004883,0.000191111655436907,0.0018805411338756,FALSE,FALSE,FALSE
"K08E7.5","K08E7.5",0.023919103634777,0.12145934443114,-18.7975892938972,-25.2690742415502,7,2,3.7109342272645,0,0,0,0.363663119084795,1,0.0121669007763613,0.065727615209716,FALSE,FALSE,FALSE
"K08E7.6","K08E7.6",0.450905364665327,0.947595570978106,-28.766357632649,-31.1267173869443,7,2,7.42816457809365,0,0,0,1,1,0.130552387986185,0.405474752468043,FALSE,FALSE,FALSE
"K08E7.8","K08E7.8",4.31793508371177e-22,3.90422292850363e-20,-114.375140419566,-169.321254884803,7,2,3065.23340351735,0,0,0,1,1,8.30195042551678e-34,1.29144426673066e-31,FALSE,TRUE,FALSE
"ctf-18","ctf-18",0.139688392625989,0.465853383153568,-58.3146565387769,-62.4723588740187,7,2,192.874920130211,0,0,0,1,1,0.0373751237840413,0.157962581298196,FALSE,FALSE,FALSE
"gtbp-1","gtbp-1",0.389529299514219,0.881758782048537,-62.996128213856,-65.6065405356034,7,2,387.723597192607,0,0,0,0.899021385741996,1,0.171217556482022,0.493230663007849,FALSE,FALSE,FALSE
"K08F4.3","K08F4.3",1.25926510826514e-05,0.000161076819816727,-48.659777255501,-63.8340279341058,7,2,72.829330742427,0,0,0,1,1,1.57914190894033e-08,3.26830414830326e-07,FALSE,TRUE,FALSE
"K08F4.5","K08F4.5",0.396283295764095,0.890222117984343,-1.13102934662788,-3.71265623863339,7,2,0.0918089780827902,0,0,0,0.226012283958881,0.92448388150768,0.53413370067228,0.999999999991483,FALSE,FALSE,FALSE
"mak-1","mak-1",0.265068213957683,0.704915781493713,-68.7104571496979,-71.9342535408904,7,2,790.301679262329,0,0,0,1,1,0.00780114818638566,0.0453796585494336,FALSE,FALSE,FALSE
