,head_row_1,head_row_2,anterior,posterior,far_posterior
Y56A3A.18,0.13397763880992988,0.15690733371233653,0.17509948834565092,0.18372181163539889,0.3502937274966837
mls-1,0.0,0.0,0.0,0.0,1.0
ceh-51,0.0,0.0,0.13984168865435356,0.0,0.8601583113456465
ztf-9,0.18884892086330934,0.038669064748201434,0.16906474820143885,0.14838129496402877,0.4550359712230216
pyk-2,0.10985352862849534,0.1304926764314248,0.14713715046604528,0.045272969374167776,0.567243675099867
dhhc-4,0.14079728583545378,0.1687871077184054,0.08821034775233248,0.15776081424936386,0.4444444444444444
nhr-13,0.039927404718693285,0.12159709618874773,0.20326678765880216,0.09074410163339383,0.5444646098003629
nhr-17,0.08695652173913043,0.09601449275362318,0.09057971014492754,0.13405797101449277,0.592391304347826
nhr-22,0.005665722379603401,0.1331444759206799,0.10481586402266291,0.18413597733711048,0.5722379603399433
nhr-28,0.18902439024390247,0.0,0.0,0.03658536585365854,0.774390243902439
attf-4,0.11747285291214216,0.05725567620927937,0.1372161895360316,0.087857847976308,0.6001974333662389
nhr-43,0.0,0.0,0.0,0.17699115044247787,0.8230088495575222
ztf-30,0.17571059431524547,0.08785529715762273,0.0,0.0,0.7364341085271318
nhr-152,0.13467048710601717,0.0,0.0,0.14040114613180515,0.7249283667621775
nhr-49,0.15782493368700265,0.17639257294429708,0.20358090185676392,0.17374005305039786,0.28846153846153844
elf-1,0.04995102840352595,0.0,0.10577864838393732,0.0,0.8442703232125367
flh-2,0.04666666666666666,0.06666666666666667,0.01,0.03333333333333333,0.8433333333333334
nhr-78,0.18344827586206897,0.01517241379310345,0.10206896551724139,0.14620689655172414,0.5531034482758621
C50C3.5,0.1752241238793806,0.10268948655256724,0.02852485737571312,0.11735941320293398,0.5762021189894051
nhr-86,0.06804733727810651,0.08284023668639054,0.13609467455621302,0.0,0.71301775147929
nhr-90,0.0,0.0,0.0,0.07482993197278913,0.9251700680272109
D2063.1,0.16078154425612054,0.11634434303925831,0.17419962335216574,0.22245762711864409,0.3262168622338114
nhr-97,0.0,0.1407766990291262,0.16504854368932037,0.0,0.6941747572815534
nhr-100,0.12048567870485678,0.16251556662515565,0.22384806973848068,0.15255292652552924,0.34059775840597756
F19C7.8,0.0779201864258666,0.12190503932420625,0.040489367899796104,0.15758811535100498,0.6020972909991261
zip-8,0.13058419243986252,0.12027491408934707,0.12027491408934707,0.18213058419243985,0.4467353951890034
nhr-131,0.09433962264150944,0.0,0.14622641509433962,0.1320754716981132,0.6273584905660378
nhr-132,0.18731003039513677,0.17705167173252281,0.1797112462006079,0.19376899696048633,0.2621580547112462
nhr-137,0.0,0.0,0.0,0.0847457627118644,0.9152542372881356
nhr-183,0.0,0.0,0.21843003412969283,0.20136518771331058,0.5802047781569966
nob-1,0.0,0.0,0.0,0.006622516556291391,0.9933774834437086
odr-7,0.14225941422594143,0.0,0.0,0.03347280334728034,0.8242677824267782
oma-1,0.0,0.18434343434343434,0.04292929292929293,0.022727272727272728,0.75
nhr-142,0.04047217537942664,0.14502529510961215,0.0,0.0,0.8145025295109612
nhr-186,0.0,0.0,0.0,0.0,1.0
pat-6,0.17401698128761026,0.1609924985574149,0.17191492869507874,0.1704311268650565,0.3226444645948397
ztf-13,0.1705298013245033,0.13741721854304637,0.1456953642384106,0.08940397350993377,0.45695364238410596
php-3,0.060859188544152745,0.0,0.0,0.022673031026252982,0.9164677804295943
madf-3,0.0,0.0,0.1206030150753769,0.04773869346733668,0.8316582914572865
pos-1,0.0,0.0,0.0,0.043373493975903614,0.9566265060240965
lect-2,0.07601687109128813,0.06244242982498668,0.13016919571435498,0.21530033451301694,0.5160711688563534
aptf-1,0.0,0.12158808933002484,0.12903225806451615,0.17121588089330028,0.5781637717121588
rbr-2,0.15037593984962405,0.16624895572263992,0.19256474519632413,0.15914786967418545,0.33166248955722644
rho-1,0.1700559227249619,0.14844941535332995,0.11362480935434674,0.19395017793594307,0.3739196746314184
rnt-1,0.04266777133388567,0.0,0.11184755592377796,0.1971830985915493,0.648301574150787
nhr-204,0.13907284768211922,0.0,0.0,0.0,0.8609271523178809
R02D3.7,0.20463320463320464,0.10231660231660232,0.06563706563706564,0.1698841698841699,0.45752895752895756
ceh-93,0.15083798882681568,0.17877094972067042,0.04748603351955308,0.15083798882681568,0.4720670391061452
sel-7,0.0,0.008264462809917356,0.0,0.09917355371900825,0.8925619834710743
sem-4,0.0,0.0654238480478368,0.010552233556102708,0.18325712275765035,0.7407667956384101
sex-1,0.08602150537634409,0.18548387096774194,0.10125448028673836,0.10842293906810035,0.5188172043010753
R144.3,0.13616652211621855,0.06764960971379011,0.19774501300954034,0.16305290546400694,0.4353859496964441
nhr-212,0.0,0.0,0.0,0.0,1.0
sma-9,0.15727143533870203,0.13500710563713877,0.18853623874940784,0.1790620558976788,0.3401231643770724
T10D4.6,0.0,0.06361323155216285,0.0,0.08142493638676844,0.8549618320610687
spr-1,0.05678233438485804,0.017350157728706624,0.18611987381703468,0.10725552050473185,0.6324921135646687
T26A5.8,0.043229497774952316,0.050222504767959315,0.17800381436745072,0.08645899554990463,0.642085187539733
tbx-7,0.0,0.0,0.08754208754208755,0.10774410774410775,0.8047138047138047
zip-11,0.10375275938189847,0.04635761589403974,0.1346578366445916,0.06622516556291391,0.6490066225165563
tbx-9,0.0,0.0,0.0,0.2512820512820513,0.7487179487179487
tlp-1,0.0452322738386308,0.09657701711491441,0.16992665036674814,0.20904645476772615,0.4792176039119804
tnt-4,0.0,0.0,0.012987012987012986,0.06277056277056277,0.9242424242424242
tra-1,0.0,0.0,0.0,0.0,1.0
ttx-3,0.0650887573964497,0.0,0.0,0.14792899408284022,0.78698224852071
unc-3,0.0,0.0,0.0,0.0,1.0
unc-15,0.18964510442759921,0.19486239132926209,0.1913860191991792,0.2048112553687301,0.21929522967522935
nhr-41,0.0,0.07692307692307693,0.10576923076923077,0.1826923076923077,0.6346153846153847
unc-63,0.10227272727272727,0.0,0.0,0.2443181818181818,0.6534090909090908
ceh-99,0.0,0.0,0.27941176470588236,0.05882352941176471,0.6617647058823529
unc-86,0.14307931570762053,0.0,0.18662519440124417,0.14307931570762053,0.5272161741835147
unc-97,0.19682368360188116,0.1785521548068769,0.17805103692853289,0.19882815511525712,0.24774496954745204
