"","x"
"1070","ABpxaappaa"
"1071","ABpxaapapa"
"1072","unannotated"
"1073","Cxpapp"
"1074","Cxppa"
"1075","ABpxppapaa"
"1076","Dxxaa"
"1077","ABpxapappa"
"1078","ABpxpaaapp"
"1079","ABpxpaaaaa"
"1080","ABarppxapa"
"1081","ABalpppaap/ABpraaaaap"
"1082","ABalpapppa/ABarapappa"
"1083","ABpxaapppp"
"1084","Cxpppax"
"1085","ABpxppppaa"
"1086","Cxppp"
"1087","unannotated"
"1088","Cxpaap"
"1089","ABpxaapaaa"
"1090","Cxpaap"
"1091","ABpxaapaap"
"1092","MSaaaappp/MSxapaapp"
"1093","MSxppaap"
"1094","ABalpappa/ABarapapa"
"1095","unannotated"
"1096","ABalpapaap/ABarappaap"
"1097","MSxppaaa"
"1098","Z2/Z3:pseudotime_bin_2"
"1099","ABpxaapppa"
"1100","Dxapx"
"1101","MSxpappa"
"1102","ABpxpppppa"
"1103","unannotated"
"1104","Cxpp"
"1105","Dxxa"
"1106","MSxapppax"
"1107","MSxapaaa"
"1108","unannotated"
"1109","ABpxaapaaa"
"1110","ABalpaapaa/ABaraaapaa"
"1111","ABalppppppp/ABpraaapppp"
"1112","unannotated"
"1113","unannotated"
"1114","Cxaaax/Cxaapa"
"1115","ABalaaapar/ABalaaappl"
"1116","Cxppap"
"1117","unannotated"
"1118","unannotated"
"1119","ABarppxppp"
"1120","Cxppaa"
"1121","ABpxapaaaa"
"1122","MSxpapp"
"1123","ABpxppaaaap"
"1124","Cxpapa"
"1125","MSxppppx"
"1126","ABpxpppppp"
"1127","Cxpapp"
"1128","Cxpaaax"
"1129","ABpxappapa"
"1130","ABpxpaapaa"
"1131","MSpaaapp"
"1132","ABpxpaaaa"
"1133","MSaaaaap"
"1134","unannotated"
"1135","MSxpap"
"1136","ABpxaapppp"
"1137","ABalppappa/ABarappppa"
"1138","MSpaaappp/MSxapappa"
"1139","MSxpaaap"
"1140","unannotated"
"1141","MSxppaa"
"1142","unannotated"
"1143","unannotated"
"1144","unannotated"
"1145","unannotated"
"1146","Dxpp"
"1147","ABarpapapx/ABplaaaapx"
"1148","MSaaaaaax/MSxpaaaax"
"1149","unannotated"
"1150","ABarppxapp"
"1151","unannotated"
"1152","MSxpppaa"
"1153","Dxxax"
"1154","MSxppaa"
"1155","ABpxapapap"
"1156","ABalpaaaaa/ABarapaaaa"
"1157","ABpxpppppa"
"1158","ABpxpapaaa"
"1159","ABpxpapapa"
"1160","MSxapaa"
"1161","ABalaaaala/ABalaapaaa"
"1162","ABpxppappa"
"1163","ABalpaapppx/ABalpapaaap/ABaraaapppp"
"1164","ABalaaapar/ABalaaappl"
"1165","Dxppa"
"1166","ABpxppppaa"
"1167","ABpxaapappp"
"1168","Cxpap"
"1169","unannotated"
"1170","Cxpaaa"
"1171","unannotated"
"1172","ABalppappp/ABarappppp"
"1173","MSxapapa"
"1174","unannotated"
"1175","Cxaaax/Cxaapa"
"1176","unannotated"
"1177","unannotated"
"1178","ABarppxap"
"1179","MSaaaaaa"
"1180","MSxapaap"
"1181","unannotated"
"1182","ABalapxppp"
"1183","MSxppapp"
"1184","Dxapp"
"1185","ABaraaaaax"
"1186","ABpxpaappp"
"1187","ABpxapppa"
"1188","ABalaapppa/ABalapaapa"
"1189","MSxapaa"
"1190","ABpxpaapaa"
"1191","ABarppxppp"
"1192","ABalpappaa/ABarapapaa"
"1193","unannotated"
"1194","ABpxppaap"
"1195","ABalppppapa/ABpraaapapa"
"1196","ABpxppappa"
"1197","MSpppaaa"
"1198","unannotated"
"1199","ABpxppppaa"
"1200","Dxxa"
"1201","Dxxaa"
"1202","unannotated"
"1203","Cxpppp"
"1204","unannotated"
"1205","ABarppxapa"
"1206","ABalpappaa/ABarapapaa"
"1207","ABalpappaa/ABarapapaa"
"1208","ABalpaapp/ABaraaapp"
"1209","unannotated"
"1210","ABalapaaaa/ABalappapa"
"1211","unannotated"
"1212","Dxxaa"
"1213","ABalppapp/ABarapppp"
"1214","unannotated"
"1215","ABpxaapppa"
"1216","ABpxappapp"
"1217","unannotated"
"1218","MSppaap"
"1219","ABpxpapaaa"
"1220","unannotated"
"1221","unannotated"
"1222","ABarpapppx/ABplaaappx"
"1223","ABalppappp/ABarappppp"
"1224","MSpaaaaa"
"1225","MSxpapa"
"1226","MSxpappp"
"1227","ABpxpapapp"
"1228","ABpxpapaap"
"1229","ABaraapxap"
"1230","MSpppaaa"
"1231","unannotated"
"1232","ABalpappaa/ABarapapaa"
"1233","ABalapxpapa/ABpxpaaappa"
"1234","ABarpaaaaa"
"1235","unannotated"
"1236","Cxaaax/Cxaapa"
"1237","MSxppap"
"1238","unannotated"
"1239","ABalapaaa/ABalappap"
"1240","Dxxa"
"1241","ABalppppap/ABpraaapap"
"1242","ABpxpaaaaa"
"1243","unannotated"
"1244","Cxpaaax"
"1245","ABalappaa"
"1246","MSxppaa"
"1247","unannotated"
"1248","MSaaaapa"
"1249","unannotated"
"1250","ABplpappppp/ABpxppppaap"
"1251","Dxxax"
"1252","unannotated"
"1253","unannotated"
"1254","unannotated"
"1255","ABpxpaappa"
"1256","ABarpapaap/ABplaaaaap"
"1257","MSxapap"
"1258","unannotated"
"1259","ABalppappa/ABarappppa"
"1260","ABpxpaaaap"
"1261","unannotated"
"1262","unannotated"
"1263","ABpxpaapaa"
"1264","ABpxapappa"
"1265","ABaraappaa"
"1266","ABpxpapapap"
"1267","unannotated"
"1268","ABarpaapxx"
"1269","ABpxpapapp"
"1270","ABpxapppaa"
"1271","unannotated"
"1272","Cxpapax"
"1273","unannotated"
"1274","ABpxaapaap"
"1275","ABpxpapaaa"
"1276","unannotated"
"1277","Dxxa"
"1278","ABarppxppa"
"1279","ABarppxapa"
"1280","unannotated"
"1281","ABalapxppap/ABalaappppp/ABalapaappp/ABalppapppp/ABarapppppp"
"1282","unannotated"
"1283","MSxpapap"
"1284","unannotated"
"1285","ABpxpppap"
"1286","ABpxapppaa"
"1287","MSxappppx"
"1288","MSxaapa"
"1289","MSpaaapp"
"1290","ABpxaapappp"
"1291","ABalppapaa/ABarapppaa"
"1292","MSxaapa"
"1293","Cxpaa"
"1294","ABpxpppppa"
"1295","ABpxapppaa"
"1296","Cxaaax/Cxaapa"
"1297","ABpxaapppp"
"1298","ABarpapaa/ABplaaaaa"
"1299","ABalppapp/ABarapppp"
"1300","ABpxppapap"
"1301","ABalaaaar"
"1302","MSxpppax"
"1303","ABpxppapa"
"1304","ABpxppaaaap"
"1305","ABarpaaaap/ABarpaaapa"
"1306","ABpxpapapa"
"1307","unannotated"
"1308","unannotated"
"1309","unannotated"
"1310","unannotated"
"1311","ABaraapxpa"
"1312","Dxxaa"
"1313","MSxpppp"
"1314","unannotated"
"1315","Cxaaax/Cxaapa"
"1316","Cxppaa"
"1317","ABalppppaad/ABpraaapaad"
"1318","unannotated"
"1319","MSxppap"
"1320","unannotated"
"1321","ABalaaaalp/ABalaapaap"
"1322","ABpxpapaap"
"1323","ABpxapaaapa"
"1324","unannotated"
"1325","unannotated"
"1326","ABpxppappp"
"1327","ABpxapappa"
"1328","ABarppxpax"
"1329","ABalpaappa/ABaraaappa"
"1330","ABpxpaapaa"
"1331","ABpxaapaap"
"1332","ABalapaaaa/ABalappapa"
"1333","Cpappv"
"1334","ABpxapaaap"
"1335","unannotated"
"1336","Cxppppx"
"1337","MSpappax"
"1338","ABaraappaa"
"1339","MSxpaaaa"
"1340","unannotated"
"1341","ABpxppaapp"
"1342","unannotated"
"1343","ABprpappaaa"
"1344","unannotated"
"1345","Cxaaax/Cxaapa"
"1346","MSxpapa"
"1347","unannotated"
"1348","Dxpp"
"1349","ABalppppppa/ABpraaapppa"
"1350","ABalapaaapa/ABalappappa"
"1351","ABalpppaap/ABpraaaaap"
"1352","ABpxapapap"
"1353","MSxpaaap"
"1354","ABprpapppa"
"1355","ABpxpppaap"
"1356","MSpaapaa"
"1357","unannotated"
"1358","ABpxapppapp"
"1359","MSxppppa"
"1360","Cxppaa"
"1361","unannotated"
"1362","MSaaaapp"
"1363","unannotated"
"1364","unannotated"
"1365","ABalpappap"
"1366","Dxapx"
"1367","MSpppaaa"
"1368","Dxxa"
"1369","ABalaaapal/ABalaaappr"
"1370","MSxpppa"
"1371","ABpxapppa"
"1372","ABarppxppp"
"1373","ABalapaaaa/ABalappapa"
"1374","MSxppap"
"1375","ABpxaappap"
"1376","MSxpaaaa"
"1377","unannotated"
"1378","ABpxapaaaa"
"1379","unannotated"
"1380","ABalaaaarx"
"1381","ABpxapppa"
"1382","Dxapa"
"1383","ABalpapppp/ABarapappp"
"1384","unannotated"
"1385","ABpxappapa"
"1386","unannotated"
"1387","MSaappa"
"1388","ABarpaapx"
"1389","MSappaaa"
"1390","MSxpapp"
"1391","ABpxpppap"
"1392","ABpxaapaaa"
"1393","Dxpp"
"1394","ABplpapppp"
"1395","MSxpaaap"
"1396","MSxapppax"
"1397","ABpxpaaapa"
"1398","ABalaaaarxp/ABalapppaap/ABplpappaaa"
"1399","ABpxpapapa"
"1400","ABpxapappp"
"1401","unannotated"
"1402","unannotated"
"1403","ABalaaaarx"
"1404","ABalpaappa/ABaraaappa"
"1405","unannotated"
"1406","unannotated"
"1407","ABalapxpapa/ABpxpaaappa"
"1408","Z2/Z3:pseudotime_bin_3"
"1409","unannotated"
"1410","unannotated"
"1411","Dxxa"
"1412","MSxapaaa"
"1413","MSxpappp"
"1414","unannotated"
"1415","Cpapax"
"1416","ABalpapppa/ABarapappa"
"1417","unannotated"
"1418","unannotated"
"1419","unannotated"
"1420","ABpxappapa"
"1421","ABalpaappa/ABaraaappa"
"1422","unannotated"
"1423","Cxppp"
"1424","unannotated"
"1425","Eaxaa"
"1426","ABpxapppap"
"1427","unannotated"
"1428","Z2/Z3:pseudotime_bin_2"
"1429","Cxaaax/Cxaapa"
"1430","unannotated"
"1431","Cpapa"
"1432","Dxapp"
"1433","ABpxpppppa"
"1434","Caapa"
"1435","unannotated"
"1436","unannotated"
"1437","unannotated"
"1438","ABaraapxpa"
"1439","ABalpapppa/ABarapappa"
"1440","ABpxpppap"
"1441","ABpxapaaapa"
"1442","unannotated"
"1443","Cpapax"
"1444","unannotated"
"1445","ABalppppap/ABpraaapap"
"1446","ABalpappaa/ABarapapaa"
"1447","ABpxpppapa"
"1448","ABpxaapappp"
"1449","ABpxapapap"
"1450","MSxpaaaa"
"1451","ABalpapppp/ABarapappp"
"1452","Cpapax"
"1453","ABarpaapxx"
"1454","ABalpaapap/ABaraaapap"
"1455","ABpxpapapa"
"1456","ABarpaapap/ABarpaappx"
"1457","ABpxaapapp"
"1458","ABaraapxp"
"1459","ABpxappaa"
"1460","MSxppppx"
"1461","unannotated"
"1462","ABalpppppp/ABpraaappp"
"1463","ABalaapaa"
"1464","unannotated"
"1465","ABpxppappa"
"1466","unannotated"
"1467","ABalaappap/ABalppaaap"
"1468","ABalpaapp/ABaraaapp"
"1469","ABalaapppa/ABalapaapa"
"1470","ABalaaapal/ABalaaappr"
"1471","unannotated"
"1472","ABpxapapa"
"1473","ABpxappapp"
"1474","ABpxpppap"
"1475","ABalapxppa"
"1476","ABalaapap/ABalppaap"
"1477","MSxpapp"
"1478","ABpxppppaa"
"1479","MSxpppa"
"1480","unannotated"
"1481","ABpxpaaaaa"
"1482","Cxpapp"
"1483","MSxapapa"
"1484","ABarppxpp"
"1485","unannotated"
"1486","unannotated"
"1487","ABpxpapapa"
"1488","MSxaapap"
"1489","ABpxpaappa"
"1490","ABpxpaappa"
"1491","ABpxpaapaa"
"1492","MSxappp"
"1493","ABpxapapa"
"1494","MSaaaaaa"
"1495","unannotated"
"1496","unannotated"
"1497","ABalaaaalp/ABalaapaap"
"1498","ABpxppaapa"
"1499","unannotated"
"1500","Cxpaaa"
"1501","unannotated"
"1502","ABarpappa/ABplaaapa"
"1503","ABpxpppapa"
"1504","Dxaap"
"1505","unannotated"
"1506","unannotated"
"1507","unannotated"
"1508","unannotated"
"1509","unannotated"
"1510","Dxap"
"1511","Cxapp"
"1512","ABpxpaapaa"
"1513","ABpxaapppa"
"1514","unannotated"
"1515","ABpxpaaapa"
"1516","MSpaaappp/MSxapappa"
"1517","unannotated"
"1518","MSxapaa"
"1519","ABalapaaa"
"1520","ABalppapaa/ABarapppaa"
"1521","MSxpppp"
"1522","Dxpp"
"1523","ABpxppaap"
"1524","Cxpaaax"
"1525","Z2/Z3:pseudotime_bin_2"
"1526","unannotated"
"1527","ABprpappap"
"1528","Dxapp"
"1529","ABprpappa"
"1530","unannotated"
"1531","unannotated"
"1532","unannotated"
"1533","Cxppppx"
"1534","MSxapppp"
"1535","unannotated"
"1536","ABaraapxpp"
"1537","Cxpaaax"
"1538","ABalppappa/ABarappppa"
"1539","ABpxppaaa"
"1540","ABalpppappp/ABpraaaappp"
"1541","ABpxppapaa"
"1542","MSxppppa"
"1543","MSxpppaa"
"1544","Cxpaap"
"1545","unannotated"
"1546","ABpxpaapapa"
"1547","unannotated"
"1548","Cxaapp"
"1549","ABpxaapaaa"
"1550","ABpxppapaa"
"1551","Cxppaax"
"1552","ABpxpppppp"
"1553","ABpxppapa"
"1554","Dxxaa"
"1555","ABarpapapx/ABplaaaapx"
"1556","Cxpaaax"
"1557","MSpaaaaa"
"1558","unannotated"
"1559","ABpxapppa"
"1560","unannotated"
"1561","Cpappv"
"1562","MSxaapapa/ABalpappapp"
"1563","ABplpappaa"
"1564","MSxpapap"
"1565","ABpxaapppp"
"1566","ABalaappp/ABalapaap"
"1567","Cxpap"
"1568","ABalpaapp/ABaraaapp"
"1569","ABarpappap/ABplaaapap"
"1570","ABpxpapaap"
"1571","ABalaaaala/ABalaapaaa"
"1572","ABpxappapa"
"1573","ABalaaaarx"
"1574","MSxappp"
"1575","ABpxaapppa"
"1576","MSxpapap"
"1577","ABpxpaapa"
"1578","ABalpaaaap/ABarapaaap"
"1579","ABalapxpapa/ABpxpaaappa"
"1580","MSxpppa"
"1581","unannotated"
"1582","ABpxppppa"
"1583","Dxxax"
"1584","Z2/Z3:pseudotime_bin_3"
"1585","ABarppxapp"
"1586","Dxxax"
"1587","Epxpp"
"1588","Cxppa"
"1589","ABarpaaaap/ABarpaaapa"
"1590","ABpxppppaa"
"1591","unannotated"
"1592","ABarppxpax"
"1593","ABpxpapapp"
"1594","unannotated"
"1595","ABalapaaa/ABalappap"
"1596","unannotated"
"1597","unannotated"
"1598","unannotated"
"1599","MSaaapaa"
"1600","Dxapp"
"1601","unannotated"
"1602","ABalpaaapp/ABarapaapp"
"1603","ABalappaap"
"1604","unannotated"
"1605","unannotated"
"1606","ABpxaapaaa"
"1607","unannotated"
"1608","ABalppppaad/ABpraaapaad"
"1609","ABalpaappa/ABaraaappa"
"1610","unannotated"
"1611","ABarppxpax"
"1612","ABpxppaap"
"1613","ABarpapaa/ABplaaaaa"
"1614","ABalpppppp/ABpraaappp"
"1615","unannotated"
"1616","ABpxpppppp"
"1617","ABpxpaapaa"
"1618","MSxapaap"
"1619","unannotated"
"1620","MSxppap"
"1621","ABpxpaaapp"
"1622","ABalpaapaa/ABaraaapaa"
"1623","Dxppp"
"1624","MSxappp"
"1625","ABalpppappp/ABpraaaappp"
"1626","unannotated"
"1627","ABpxapaapp"
"1628","unannotated"
"1629","ABalpapaap/ABarappaap"
"1630","ABalaaaal"
"1631","ABalpapapa/ABarappapa"
"1632","unannotated"
"1633","MSaaaaaa"
"1634","unannotated"
"1635","ABalpaaapa/ABarapaapa"
"1636","ABalapxppa"
"1637","MSxpppp"
"1638","Cxppapx"
"1639","ABalppapa/ABarapppa"
"1640","Cxppp"
"1641","unannotated"
"1642","ABpxaapppa"
"1643","ABalpppppa/ABpraaappa"
"1644","unannotated"
"1645","ABpxapapap"
"1646","ABaraappaa"
"1647","MSxappppx"
"1648","unannotated"
"1649","ABpxapappa"
"1650","MSxpppap"
"1651","unannotated"
"1652","unannotated"
"1653","Dxppax"
"1654","ABpxaapapp"
"1655","MSpaapaa"
"1656","ABpxapaapp"
"1657","unannotated"
"1658","unannotated"
"1659","Dxap"
"1660","unannotated"
"1661","Cxppp"
"1662","ABpxppppaa"
"1663","unannotated"
"1664","ABalaapapp/ABalppaapp"
"1665","unannotated"
"1666","MSxapapp"
"1667","unannotated"
"1668","Cxaaax/Cxaapa"
"1669","ABpxppaapa"
"1670","ABpxappapp"
"1671","Cxappd"
"1672","MSpaaaa"
"1673","ABalappap"
"1674","unannotated"
"1675","ABpxppapaa"
"1676","ABalpppapav/ABpraaaapav"
"1677","ABalapaaaa/ABalappapa"
"1678","ABpxppapaa"
"1679","ABpxappaaa"
"1680","unannotated"
"1681","ABpxpaaaaa"
"1682","Cxpaa"
"1683","ABpxappapp"
"1684","ABpxpaapp"
"1685","unannotated"
"1686","Dxa"
"1687","MSxapaa"
"1688","MSxpapa"
"1689","unannotated"
"1690","unannotated"
"1691","unannotated"
"1692","unannotated"
"1693","Cxppap"
"1694","ABalappaap"
"1695","unannotated"
"1696","MSxpppp"
"1697","unannotated"
"1698","ABalapxpap"
"1699","ABalaaaalp/ABalaapaap"
"1700","unannotated"
"1701","MSxaapapa/ABalpappapp"
"1702","ABarpaapap/ABarpaappx"
"1703","unannotated"
"1704","ABpxaapapa"
"1705","Cxpap"
"1706","MSxpappp"
"1707","unannotated"
"1708","MSxappp"
"1709","MSxppaaa"
"1710","ABpxppppaa"
"1711","ABpxpppaap"
"1712","unannotated"
"1713","Cxaaax/Cxaapa"
"1714","unannotated"
"1715","MSxppppp"
"1716","ABaraapxap"
"1717","unannotated"
"1718","MSppaap"
"1719","ABpxapppa"
"1720","Cxppaa"
"1721","unannotated"
"1722","Cxpaaa"
"1723","Dxapa"
"1724","Cxpaaa"
"1725","ABalppppaa/ABpraaapaa"
"1726","unannotated"
"1727","ABpxaappp"
"1728","ABalappaapa"
"1729","ABpxaapaaa"
"1730","MSxapapa"
"1731","ABpxapppaa"
"1732","ABpxppaaa"
"1733","Z2/Z3:pseudotime_bin_3"
"1734","Eaxpp/Epxap"
"1735","ABpxapapaa"
"1736","ABalppppap/ABpraaapap"
"1737","unannotated"
"1738","ABpxaapppa"
"1739","unannotated"
"1740","MSpaaaaa"
"1741","unannotated"
"1742","unannotated"
"1743","ABpxaapppa"
"1744","ABpxaappaa"
"1745","MSxpaaaa"
"1746","unannotated"
"1747","Dxxa"
"1748","Eaxap/Eaxpa"
"1749","unannotated"
"1750","unannotated"
"1751","Cpapax"
"1752","ABpxapppap"
"1753","ABprpappa"
"1754","unannotated"
"1755","ABpxappppa"
"1756","ABpxaapaap"
"1757","ABalppppaad/ABpraaapaad"
"1758","ABpxaappaa"
"1759","unannotated"
"1760","ABalpapppp/ABarapappp"
"1761","ABaraapxap"
"1762","Cxpppp"
"1763","MSxpaaap"
"1764","unannotated"
"1765","unannotated"
"1766","unannotated"
"1767","ABalpaaaaa/ABarapaaaa"
"1768","unannotated"
"1769","ABpxapaaapa"
"1770","unannotated"
"1771","ABpxaapppa"
"1772","MSxpapap"
"1773","Cxppa"
"1774","ABpxappaaa"
"1775","ABarppxpax"
"1776","MSxaapapa/ABalpappapp"
"1777","MSaaaaap"
"1778","ABpxaapappp"
"1779","Dxxa"
"1780","ABalppppaa/ABpraaapaa"
"1781","MSaaaaaa"
"1782","unannotated"
"1783","unannotated"
"1784","unannotated"
"1785","MSxpppap"
"1786","unannotated"
"1787","Cxpapa"
"1788","unannotated"
"1789","unannotated"
"1790","Dxppa"
"1791","ABalapxppa"
"1792","ABalppappa/ABarappppa"
"1793","ABalppppaa/ABpraaapaa"
"1794","ABpxappaap"
"1795","Cxaapp"
"1796","ABalaaaarxp/ABalapppaap/ABplpappaaa"
"1797","unannotated"
"1798","Cxpaapx"
"1799","ABpxapppaa"
"1800","MSpappa"
"1801","ABalpppaap/ABpraaaaap"
"1802","ABpxapaaap"
"1803","Dxpp"
"1804","ABplpappaap"
"1805","MSxpppa"
"1806","Cxaaax/Cxaapa"
"1807","Cxpapp"
"1808","unannotated"
"1809","unannotated"
"1810","MSxappppx"
"1811","Cxaaax/Cxaapa"
"1812","ABalpapppa/ABarapappa"
"1813","unannotated"
"1814","Cxaaax/Cxaapa"
"1815","ABpxpppaap"
"1816","MSxppap"
"1817","MSxppaa"
"1818","unannotated"
"1819","Dxxa"
"1820","MSxpapp"
"1821","MSxappppx"
"1822","unannotated"
"1823","ABalpaaaa/ABarapaaa"
"1824","unannotated"
"1825","ABalppppapa/ABpraaapapa"
"1826","Cxaaax/Cxaapa"
"1827","Cxappd"
"1828","MSxppaa"
"1829","unannotated"
"1830","MSxapaaa"
"1831","MSxaapapa/ABalpappapp"
"1832","ABalpaaap/ABarapaap"
"1833","ABarppxppa"
"1834","unannotated"
"1835","ABalaapppa/ABalapaapa"
"1836","unannotated"
"1837","unannotated"
"1838","ABpxpapaa"
"1839","unannotated"
"1840","Dxpp"
"1841","unannotated"
"1842","ABpxapaaaa"
"1843","Dxpap"
"1844","ABpxaapapp"
"1845","ABalapxpapa/ABpxpaaappa"
"1846","unannotated"
"1847","unannotated"
"1848","Cxppppx"
"1849","ABpxaapapp"
"1850","ABalpapapp/ABarappapp"
"1851","ABpxppaaaa"
"1852","ABarppxaap"
"1853","ABaraapxpp"
"1854","ABpxpaaaaa"
"1855","unannotated"
"1856","Epxaa"
"1857","Cxaaax/Cxaapa"
"1858","unannotated"
"1859","MSxppap"
"1860","ABalaaaala/ABalaapaaa"
"1861","MSxpappp"
"1862","ABarpaapxx"
"1863","ABpxpaaapp"
"1864","unannotated"
"1865","ABalpaapp/ABaraaapp"
"1866","ABarpapaa/ABplaaaaa"
"1867","unannotated"
"1868","unannotated"
"1869","ABpxappapa"
"1870","ABaraapxpa"
"1871","ABalpapppa/ABarapappa"
"1872","ABpxpppppp"
"1873","ABalaapap/ABalppaap"
"1874","Cpapax"
"1875","MSaaaappp/MSxapaapp"
"1876","ABalaapppp/ABalapaapp"
"1877","Eaxaa"
"1878","Cxppaa"
"1879","Dxxa"
"1880","ABpxapappp"
"1881","Cxppap"
"1882","MSpaaapa"
"1883","ABpxapaaa"
"1884","unannotated"
"1885","unannotated"
"1886","Cxpaaax"
"1887","ABpxapppa"
"1888","ABpxpaapaa"
"1889","MSxppapp"
"1890","ABpxpapapa"
"1891","ABalappaap"
"1892","MSaaapaa"
"1893","ABalpaappp"
"1894","ABpxppappp"
"1895","Cxpap"
"1896","ABalppappp/ABarappppp"
"1897","ABarpappap/ABplaaapap"
"1898","ABalppapaa/ABarapppaa"
"1899","unannotated"
"1900","unannotated"
"1901","Cxppaax"
"1902","unannotated"
"1903","ABpxapaapp"
"1904","MSxpppp"
"1905","MSxppaaa"
"1906","unannotated"
"1907","ABarppxapa"
"1908","MSxapppp"
"1909","ABalppppap/ABpraaapap"
"1910","unannotated"
"1911","Cxpap"
"1912","unannotated"
"1913","ABpxppapap"
"1914","unannotated"
"1915","unannotated"
"1916","ABalpppapa/ABpraaaapa"
"1917","unannotated"
"1918","ABpxappaap"
"1919","ABpxaapppa"
"1920","ABpxapppap"
"1921","ABpxppaapp"
"1922","MSxppaa"
"1923","MSxpppa"
"1924","ABalppppppp/ABpraaapppp"
"1925","ABpxpaaaap"
"1926","Cxaaax/Cxaapa"
"1927","ABpxapaaapa"
"1928","ABalppppaad/ABpraaapaad"
"1929","Eaxap/Eaxpa"
"1930","MSaaapp"
"1931","ABalpppapp/ABpraaaapp"
"1932","MSxpaaap"
"1933","Dxxaa"
"1934","ABpxpppaap"
"1935","ABaraapxap"
"1936","MSpaaap"
"1937","ABalpppppa/ABpraaappa"
"1938","Dxapx"
"1939","unannotated"
"1940","MSxppapp"
"1941","unannotated"
"1942","unannotated"
"1943","ABpxpaaaap"
"1944","Cpapax"
"1945","MSxpappa"
"1946","MSxpaaaa"
"1947","ABpxpapa"
"1948","unannotated"
"1949","ABalapxppaa/ABalaappppa/ABalapaappa/ABalppapppa/ABarapppppa"
"1950","MSxpppp"
"1951","MSxappp"
"1952","MSxppap"
"1953","MSxapapaa"
"1954","unannotated"
"1955","ABalppppaa/ABpraaapaa"
"1956","ABarppxppp"
"1957","unannotated"
"1958","ABpxpppaaa"
"1959","ABpxppaaa"
"1960","unannotated"
"1961","unannotated"
"1962","ABalpaapaa/ABaraaapaa"
"1963","Dxxa"
"1964","ABalpaaaa/ABarapaaa"
"1965","MSxpapp"
"1966","MSxapaap"
"1967","ABpxppaaaap"
"1968","unannotated"
"1969","ABalappap"
"1970","ABpxapppaa"
"1971","ABpxpaaaaap"
"1972","MSxapppp"
"1973","MSpappax"
"1974","ABpxaapaaa"
"1975","ABalaaaala/ABalaapaaa"
"1976","Cxaaax/Cxaapa"
"1977","unannotated"
"1978","Cxaaax/Cxaapa"
"1979","MSxpppaa"
"1980","ABalpppaa/ABpraaaaa"
"1981","ABalppppap/ABpraaapap"
"1982","ABalaapppa/ABalapaapa"
"1983","ABpxaapppp"
"1984","ABpxpaaapp"
"1985","unannotated"
"1986","Cxpppp"
"1987","Cxpaap"
"1988","ABarpapaap/ABplaaaaap"
"1989","MSxpaaaa"
"1990","Cxpaap"
"1991","ABpxpaapaa"
"1992","Cxaaax/Cxaapa"
"1993","ABalppapap/ABarapppap"
"1994","unannotated"
"1995","Eaxaa"
"1996","unannotated"
"1997","ABalaappap/ABalppaaap"
"1998","unannotated"
"1999","ABalapxpapa/ABpxpaaappa"
"2000","ABpxppapaa"
"2001","ABpxaappaa"
"2002","MSaaaap"
"2003","unannotated"
"2004","ABalaaaalp/ABalaapaap"
"2005","unannotated"
"2006","MSxpaaap"
"2007","ABalpappp/ABarapapp"
"2008","ABalpaapapa/ABaraaapapa/ABalpappppa"
"2009","unannotated"
"2010","MSxapppa"
"2011","unannotated"
"2012","ABalpppap/ABpraaaap"
"2013","ABpxappapp"
"2014","ABpxpaaaap"
"2015","ABarpapaa/ABplaaaaa"
"2016","MSaaaaap"
"2017","MSxappp"
"2018","unannotated"
"2019","ABpxppaaaa"
"2020","unannotated"
"2021","MSxpaaaa"
"2022","MSppaap"
"2023","MSxapppa"
"2024","MSxapaa"
"2025","MSaaaaaa"
"2026","ABarppxaa"
"2027","ABalpppapp/ABpraaaapp"
"2028","unannotated"
"2029","ABpxpapaap"
"2030","unannotated"
"2031","unannotated"
"2032","unannotated"
"2033","ABarppxapa"
"2034","MSxpapap"
"2035","MSxppaaa"
"2036","Cxpa"
"2037","ABpxpppaap"
"2038","ABpxapppa"
"2039","ABpxpaaaap"
"2040","MSxapppa"
"2041","Cxaaax/Cxaapa"
"2042","Cpappv"
"2043","ABalpaaaaa/ABarapaaaa"
"2044","ABpxapappp"
"2045","Cxpapax"
"2046","ABalaaaarx"
"2047","unannotated"
"2048","ABpxpaaaa"
"2049","ABalpppappp/ABpraaaappp"
"2050","ABalppapaa/ABarapppaa"
"2051","ABalppappp/ABarappppp"
"2052","unannotated"
"2053","ABpxaapapa"
"2054","unannotated"
"2055","ABalpaaaa/ABarapaaa"
"2056","ABpxppaaaa"
"2057","MSxppaa"
"2058","ABpxpapapp"
"2059","ABpxaapapp"
"2060","ABpxappapa"
"2061","MSxppaa"
"2062","unannotated"
"2063","ABpxpppaa"
"2064","ABpxapapap"
"2065","unannotated"
"2066","Epxpp"
"2067","MSxppppa"
"2068","ABpxppppap"
"2069","ABaraapxpp"
"2070","unannotated"
"2071","Dxapx"
"2072","ABpxaapppa"
"2073","Dxaap"
"2074","ABalapaaa/ABalappap"
"2075","ABalpapapp/ABarappapp"
"2076","Dxap"
"2077","unannotated"
"2078","unannotated"
"2079","MSxpppa"
"2080","ABpxpapapa"
"2081","MSxapapp"
"2082","Cxpppp"
"2083","unannotated"
"2084","ABalpapapp/ABarappapp"
"2085","ABpxapappa"
"2086","unannotated"
"2087","unannotated"
"2088","unannotated"
