,BWM_neck,BWM_middle_and_posterior,BWM_anterior,BWM_head,BWM_far_posterior,BWM_posterior
nhr-15,20.175045,4.5451007,15.803652,28.380564,4.6674576,2.025161
nhr-16,0.0,0.0,0.0,0.0,0.0,0.0
nhr-17,124.893135,87.59649,97.785095,94.601875,135.35628,82.01902
nhr-18,15.371463,0.61978644,3.950913,0.0,4.6674576,1.0125805
nhr-19,270.92203,448.7254,401.01767,104.062065,275.38,247.06964
nhr-20,26.90006,26.03103,26.668663,66.22131,37.33966,27.339672
nhr-21,32.66436,77.26671,35.558216,28.380564,37.33966,44.55354
nhr-22,14.410747,16.114449,10.86501,0.0,0.0,11.138385
nhr-23,0.0,0.41319096,1.9754565,0.0,0.0,2.025161
nhr-25,0.0,1.6527638,0.98772824,0.0,4.6674576,0.0
nhr-28,16.33218,14.874875,23.705477,75.6815,0.0,15.188707
nhr-31,18.253613,74.78757,22.717749,0.0,32.672203,34.427734
nhr-32,33.625076,43.798244,32.59503,9.460188,46.674576,49.616444
nhr-34,78.77875,131.80792,147.17151,104.062065,46.674576,101.25805
nhr-35,57.642986,54.747803,39.50913,56.761127,28.004745,51.641605
nhr-38,0.0,0.0,0.0,0.0,0.0,0.0
nhr-40,219.04335,217.33846,213.3493,378.4075,107.351524,191.37772
nhr-42,28.821493,19.626572,21.73002,47.300938,37.33966,11.138385
nhr-43,0.9607164,0.41319096,0.0,0.0,0.0,0.0
nhr-44,1.9214329,0.20659548,0.0,0.0,0.0,0.0
nhr-46,80.70018,56.400566,48.398685,9.460188,18.66983,54.679344
nhr-47,9.607164,19.626572,20.742292,9.460188,9.334915,22.27677
nhr-48,122.9717,90.28223,97.785095,151.363,70.01186,93.1574
nhr-49,123.93242,91.3152,96.79737,94.601875,93.34915,94.16998
nhr-50,0.9607164,2.065955,0.0,0.0,0.0,3.0377414
nhr-51,0.9607164,0.0,0.0,0.0,0.0,0.0
nhr-52,0.9607164,0.61978644,0.98772824,0.0,0.0,0.0
nhr-53,0.0,0.20659548,0.0,0.0,0.0,1.0125805
nhr-54,0.0,0.41319096,0.0,0.0,0.0,0.0
nhr-55,0.0,0.0,0.0,0.0,0.0,0.0
nhr-56,6.725015,1.6527638,3.950913,9.460188,0.0,0.0
nhr-58,16.33218,14.461684,10.86501,0.0,4.6674576,8.100644
nhr-59,0.0,1.4461684,2.9631846,0.0,0.0,1.0125805
nhr-60,0.9607164,0.61978644,2.9631846,0.0,0.0,1.0125805
nhr-61,21.135761,19.419975,13.828196,132.44263,18.66983,20.25161
nhr-62,7.6857314,5.991269,5.926369,0.0,0.0,2.025161
nhr-63,0.9607164,0.41319096,0.0,0.0,0.0,0.0
nhr-64,17.292896,9.296797,13.828196,18.920376,0.0,10.125805
nhr-65,12.489314,7.4374375,4.938641,9.460188,4.6674576,9.113224
nhr-66,43.23224,26.237627,39.50913,56.761127,28.004745,25.314512
nhr-67,0.0,0.41319096,0.98772824,9.460188,0.0,0.0
nhr-68,16.33218,26.03103,17.779108,85.14169,4.6674576,7.0880632
nhr-69,24.017912,11.982538,36.545944,18.920376,56.00949,9.113224
nhr-70,11.528597,14.048493,15.803652,28.380564,46.674576,21.26419
nhr-71,63.407284,38.83995,49.386414,47.300938,42.00712,48.603863
nhr-72,0.9607164,0.0,0.0,0.0,0.0,0.0
nhr-73,0.0,0.0,0.0,0.0,0.0,0.0
nhr-74,0.0,0.20659548,0.0,0.0,4.6674576,1.0125805
nhr-77,0.0,0.0,0.0,0.0,0.0,0.0
nhr-78,11.528597,4.751696,1.9754565,9.460188,23.337288,1.0125805
nhr-79,0.0,0.61978644,0.0,0.0,0.0,0.0
nhr-80,0.9607164,0.41319096,0.98772824,0.0,0.0,0.0
nhr-81,0.0,0.0,0.0,0.0,0.0,0.0
nhr-82,0.0,0.0,0.0,0.0,0.0,0.0
nhr-84,18.253613,16.114449,9.877282,0.0,9.334915,13.163547
nhr-85,1.9214329,1.0329775,0.98772824,0.0,14.002373,2.025161
nhr-86,13.45003,7.644033,17.779108,9.460188,9.334915,9.113224
nhr-87,13.45003,20.039762,22.717749,0.0,32.672203,25.314512
nhr-88,195.02544,192.3404,185.6929,236.5047,308.05222,157.96255
nhr-90,0.0,0.0,0.0,0.0,0.0,0.0
nhr-91,1.9214329,1.0329775,0.0,0.0,0.0,1.0125805
nhr-93,0.9607164,0.20659548,0.0,0.0,0.0,0.0
nhr-94,0.0,0.41319096,0.0,0.0,0.0,0.0
nhr-95,58.603703,26.444221,34.570488,9.460188,18.66983,35.440315
nhr-96,4.803582,4.9582915,2.9631846,0.0,0.0,3.0377414
nhr-97,43.23224,39.046547,35.558216,85.14169,4.6674576,19.239029
nhr-98,0.0,0.20659548,0.0,0.0,0.0,0.0
nhr-99,0.0,0.0,0.98772824,0.0,0.0,1.0125805
nhr-100,49.957256,53.508232,70.12871,66.22131,37.33966,71.89321
nhr-102,2.8821492,5.164887,5.926369,9.460188,0.0,5.0629025
nhr-103,4.803582,0.41319096,4.938641,0.0,0.0,1.0125805
nhr-104,10.567881,9.916583,8.889554,9.460188,0.0,13.163547
nhr-105,132.57887,106.396675,78.03053,236.5047,42.00712,79.99386
nhr-106,0.0,0.0,0.0,0.0,0.0,0.0
nhr-107,3.8428657,7.4374375,2.9631846,94.601875,0.0,1.0125805
nhr-108,0.0,0.20659548,0.0,0.0,0.0,0.0
nhr-109,0.0,1.2395729,0.0,0.0,0.0,0.0
nhr-110,0.9607164,0.20659548,0.98772824,0.0,0.0,0.0
nhr-111,0.0,0.20659548,0.98772824,0.0,0.0,0.0
nhr-112,0.9607164,0.61978644,0.0,0.0,0.0,0.0
nhr-114,3.8428657,4.5451007,6.914098,28.380564,0.0,3.0377414
nhr-115,2.8821492,0.61978644,0.0,0.0,0.0,0.0
nhr-116,0.0,0.20659548,0.0,0.0,0.0,1.0125805
nhr-117,0.0,0.20659548,0.98772824,9.460188,0.0,0.0
nhr-118,0.0,0.61978644,0.0,0.0,0.0,1.0125805
nhr-119,17.292896,15.0814705,7.901826,9.460188,0.0,8.100644
nhr-120,0.9607164,0.41319096,1.9754565,9.460188,0.0,3.0377414
nhr-121,0.0,0.41319096,0.0,0.0,0.0,1.0125805
nhr-122,0.0,3.3055277,2.9631846,0.0,0.0,3.0377414
nhr-123,0.0,0.41319096,0.0,9.460188,0.0,0.0
nhr-124,0.0,0.8263819,0.0,0.0,0.0,0.0
nhr-125,39.389374,21.48593,21.73002,170.28339,32.672203,9.113224
nhr-126,3.8428657,0.61978644,7.901826,9.460188,0.0,0.0
nhr-127,0.0,0.0,0.0,0.0,0.0,0.0
nhr-128,2.8821492,0.8263819,6.914098,0.0,0.0,0.0
nhr-129,3.8428657,3.5121233,4.938641,0.0,4.6674576,8.100644
nhr-130,0.0,0.41319096,3.950913,0.0,0.0,0.0
nhr-131,0.9607164,0.61978644,0.98772824,0.0,0.0,0.0
nhr-132,13.45003,10.329774,15.803652,18.920376,4.6674576,14.1761265
nhr-133,0.0,0.20659548,0.98772824,0.0,0.0,0.0
nhr-134,11.528597,8.057224,13.828196,0.0,18.66983,6.075483
nhr-135,26.90006,16.114449,45.435497,37.84075,4.6674576,9.113224
nhr-136,0.0,0.0,0.98772824,0.0,0.0,0.0
nhr-137,1.9214329,1.4461684,0.0,0.0,0.0,0.0
nhr-138,49.957256,59.706097,56.30051,18.920376,51.342033,85.05676
nob-1,2.8821492,1.4461684,0.98772824,0.0,121.3539,0.0
odd-1,0.9607164,0.0,0.0,0.0,0.0,0.0
odd-2,0.0,0.0,0.0,0.0,0.0,0.0
blmp-1,1.9214329,4.3385053,1.9754565,0.0,4.6674576,6.075483
odr-7,0.9607164,1.2395729,0.0,0.0,4.6674576,1.0125805
oma-1,0.0,0.20659548,0.0,9.460188,0.0,2.025161
pag-3,0.0,0.41319096,0.0,0.0,0.0,0.0
pal-1,3.8428657,1.0329775,0.0,0.0,0.0,0.0
pat-9,227.68979,174.98637,224.21431,113.522255,196.03322,225.80545
pax-1,0.0,0.20659548,0.0,0.0,0.0,1.0125805
pax-2,0.0,0.0,0.0,0.0,0.0,1.0125805
pax-3,0.0,0.61978644,0.98772824,0.0,0.0,1.0125805
peb-1,22.096478,44.41803,17.779108,28.380564,28.004745,21.26419
pes-1,0.0,0.0,0.0,0.0,0.0,0.0
pha-2,2.8821492,0.20659548,0.0,0.0,0.0,1.0125805
pha-4,3.8428657,1.4461684,0.98772824,0.0,9.334915,2.025161
php-3,0.0,0.61978644,0.0,0.0,634.77423,1.0125805
pie-1,0.9607164,0.61978644,0.0,0.0,0.0,1.0125805
plp-1,94.15021,136.97281,114.57648,113.522255,154.02611,169.10094
pop-1,9.607164,41.319096,27.656391,18.920376,18.66983,40.50322
pos-1,0.0,0.0,0.98772824,9.460188,0.0,1.0125805
pqm-1,0.0,0.20659548,0.0,0.0,0.0,0.0
pqn-75,0.0,0.20659548,0.0,0.0,0.0,0.0
prx-5,0.0,0.41319096,0.0,0.0,0.0,1.0125805
swsn-1,213.27905,192.75359,248.90752,189.20375,256.71017,170.11353
rbr-2,309.3507,310.7196,341.75397,189.20375,224.03796,339.21445
ref-1,0.0,1.0329775,0.0,0.0,0.0,0.0
ref-2,0.0,0.41319096,1.9754565,0.0,0.0,0.0
rnt-1,24.978628,53.714825,44.44777,9.460188,154.02611,101.25805
sbp-1,56.68227,55.987377,74.07962,18.920376,84.01424,48.603863
sdc-1,24.017912,23.75848,27.656391,0.0,28.004745,17.213867
sea-1,0.0,0.0,0.98772824,0.0,0.0,0.0
sel-7,2.8821492,4.9582915,9.877282,0.0,0.0,4.050322
sem-2,0.9607164,3.0989323,0.98772824,0.0,0.0,1.0125805
sem-4,8.646448,189.44806,31.607304,0.0,1180.8668,334.15155
sex-1,7.6857314,52.268658,23.705477,0.0,18.66983,46.5787
skn-1,367.9544,456.9892,422.74768,387.8677,261.37762,377.6925
sma-2,5.7642984,8.470415,5.926369,0.0,9.334915,11.138385
sma-3,51.87869,29.956345,50.37414,47.300938,0.0,25.314512
sma-4,0.9607164,7.8506284,2.9631846,0.0,4.6674576,5.0629025
sma-9,639.83716,583.83887,536.3364,624.3724,541.4251,603.498
sox-2,0.0,2.2725503,0.98772824,0.0,0.0,0.0
sox-3,0.0,0.0,3.950913,0.0,0.0,0.0
spe-10,0.0,0.61978644,0.0,0.0,0.0,0.0
spr-1,22.096478,34.708042,36.545944,28.380564,18.66983,41.5158
spr-3,18.253613,20.866144,18.766836,47.300938,23.337288,28.352253
spr-4,169.08609,149.78172,166.92607,236.5047,107.351524,159.98772
F26F4.8,0.0,0.41319096,0.0,0.0,0.0,1.0125805
tab-1,0.0,0.0,0.0,0.0,0.0,0.0
ctbp-1,50.917973,2.6857412,2.9631846,151.363,0.0,3.0377414
tag-68,56.68227,21.48593,36.545944,141.90282,32.672203,33.415157
svh-5,125.85385,268.78073,161.98743,85.14169,112.01898,152.89966
let-391,10.567881,14.255089,12.840467,18.920376,9.334915,17.213867
tbp-1,18.253613,12.80892,8.889554,0.0,14.002373,19.239029
tbx-2,58.603703,57.846737,19.754564,9.460188,23.337288,26.327093
tbx-7,0.0,0.41319096,0.98772824,0.0,4.6674576,1.0125805
tbx-8,0.0,0.0,0.0,0.0,0.0,0.0
tbx-9,0.0,0.41319096,0.0,0.0,0.0,0.0
tbx-11,0.0,0.0,0.0,0.0,0.0,0.0
tbx-32,0.9607164,0.41319096,0.0,0.0,0.0,0.0
tbx-33,1.9214329,1.4461684,1.9754565,0.0,4.6674576,2.025161
tbx-35,0.0,0.0,0.0,0.0,0.0,0.0
tbx-36,2.8821492,0.20659548,0.98772824,0.0,4.6674576,0.0
tbx-37,0.0,0.20659548,0.0,0.0,0.0,0.0
tbx-38,0.0,0.8263819,0.98772824,0.0,0.0,1.0125805
tbx-39,0.0,0.0,0.0,0.0,0.0,0.0
tbx-40,0.0,0.0,0.98772824,0.0,0.0,0.0
tlp-1,34.585793,297.4975,124.45376,0.0,410.73627,287.57285
tra-1,503.4154,534.6691,573.8701,444.6288,924.1566,617.6741
ttx-1,0.9607164,1.2395729,0.0,0.0,4.6674576,2.025161
ttx-3,1.9214329,0.41319096,0.0,0.0,0.0,1.0125805
uaf-2,136.42174,175.19298,223.22658,113.522255,158.69356,205.55383
unc-3,1.9214329,1.4461684,0.0,0.0,9.334915,3.0377414
unc-4,0.9607164,0.41319096,0.0,0.0,4.6674576,1.0125805
unc-30,0.0,0.8263819,0.0,0.0,0.0,0.0
unc-39,0.0,0.41319096,0.98772824,9.460188,0.0,0.0
unc-42,0.0,0.41319096,0.0,0.0,0.0,0.0
unc-55,1.9214329,0.41319096,0.98772824,0.0,4.6674576,1.0125805
unc-62,1027.0059,240.47714,691.4098,56.761127,23.337288,251.11996
unc-86,0.0,2.4791458,0.98772824,0.0,0.0,0.0
unc-98,415.0295,316.0911,282.49026,775.7354,261.37762,305.79932
unc-130,6.725015,25.204649,14.815924,0.0,51.342033,51.641605
vab-3,0.0,3.3055277,1.9754565,0.0,0.0,1.0125805
vab-7,1.9214329,0.41319096,0.98772824,0.0,4.6674576,0.0
vab-15,13.45003,38.633354,17.779108,0.0,18.66983,32.402576
xbp-1,342.97577,506.98532,347.68033,321.6464,620.77185,484.01346
zag-1,1.9214329,3.0989323,3.950913,0.0,9.334915,4.050322
zip-1,51.87869,62.18524,69.140976,85.14169,23.337288,55.691925
zyx-1,1941.6079,2077.111,1917.1805,1210.904,1703.6221,2072.7522
mdt-29,37.46794,33.88166,42.472313,47.300938,23.337288,32.402576
pbrm-1,171.96825,153.29385,150.13469,113.522255,177.36339,185.30223
nfx-1,139.30388,171.26765,150.13469,132.44263,102.68407,207.579
dmd-6,307.42926,286.54794,284.46573,520.3103,294.04984,242.00673
2L52.1,15.371463,16.734234,8.889554,9.460188,28.004745,15.188707
B0019.2,17.292896,19.006784,22.717749,0.0,37.33966,27.339672
C01F6.9,72.053734,69.00289,66.177795,28.380564,56.00949,74.930954
madf-5,1.9214329,0.8263819,0.0,0.0,4.6674576,0.0
nhr-150,0.9607164,0.20659548,0.0,0.0,0.0,0.0
ceh-57,0.0,0.20659548,0.0,0.0,0.0,0.0
ceh-58,9.607164,11.362752,4.938641,0.0,28.004745,6.075483
npax-4,0.0,0.0,0.98772824,0.0,0.0,0.0
nhr-153,2.8821492,0.61978644,2.9631846,0.0,4.6674576,2.025161
nhr-154,9.607164,7.230842,15.803652,18.920376,23.337288,10.125805
dhhc-7,16.33218,9.090201,10.86501,0.0,14.002373,9.113224
C17E4.6,118.16812,97.09988,86.92008,141.90282,70.01186,85.05676
spe-44,0.0,0.0,0.98772824,0.0,4.6674576,0.0
ceh-79,41.310806,26.857412,37.533672,9.460188,28.004745,14.1761265
rad-26,77.81803,94.41414,104.699196,37.84075,88.681694,108.34611
dmd-4,0.0,0.41319096,1.9754565,0.0,0.0,2.025161
C34B4.2,805.0804,767.29565,899.82043,737.89465,457.41086,562.99475
dmd-10,0.0,1.6527638,1.9754565,0.0,9.334915,0.0
zip-5,0.0,0.41319096,0.0,0.0,0.0,1.0125805
C34F6.9,48.99654,87.38989,77.0428,28.380564,93.34915,104.29579
C35D6.4,0.0,0.0,0.0,0.0,0.0,0.0
irx-1,239.2184,151.4345,310.14667,245.96487,9.334915,175.17642
C38D4.7,0.0,0.0,0.0,0.0,0.0,0.0
nhr-164,0.9607164,0.20659548,0.0,0.0,0.0,1.0125805
athp-1,28.821493,20.452953,26.668663,18.920376,23.337288,47.59128
C44F1.1,1.9214329,0.0,0.98772824,0.0,0.0,3.0377414
gmeb-3,0.0,0.0,0.0,0.0,0.0,0.0
nhr-165,0.0,0.41319096,0.0,0.0,0.0,1.0125805
ceh-88,10.567881,15.0814705,13.828196,18.920376,9.334915,19.239029
nhr-168,4.803582,3.7187188,11.852738,0.0,0.0,4.050322
nhr-169,0.0,0.20659548,0.0,0.0,0.0,0.0
nhr-170,0.0,0.20659548,0.0,0.0,0.0,0.0
D1046.2,10.567881,10.742965,7.901826,18.920376,0.0,30.377415
cdc-5L,69.171585,90.902016,73.09189,56.761127,84.01424,86.06934
D2030.7,17.292896,7.4374375,9.877282,0.0,0.0,4.050322
F08G12.3,2.8821492,2.6857412,3.950913,0.0,4.6674576,3.0377414
dhhc-1,58.603703,54.9544,68.15325,47.300938,56.00949,62.77999
nhr-262,0.0,0.41319096,0.0,0.0,0.0,0.0
nhr-175,0.0,0.0,0.0,0.0,0.0,0.0
F10B5.3,0.0,0.20659548,0.98772824,0.0,0.0,1.0125805
repo-1,16.33218,28.096987,25.680935,18.920376,37.33966,26.327093
ztf-2,2.8821492,3.0989323,3.950913,0.0,9.334915,4.050322
nhr-264,0.0,0.0,0.0,0.0,0.0,0.0
nhr-176,0.0,0.0,0.0,0.0,0.0,0.0
F16B12.6,45.15367,35.74102,54.325054,18.920376,32.672203,50.629025
nhr-281,0.0,0.61978644,0.0,28.380564,0.0,1.0125805
nhr-27,37.46794,28.303581,40.496857,18.920376,79.34678,40.50322
plp-2,0.0,1.0329775,0.0,9.460188,4.6674576,1.0125805
myrf-2,586.99774,572.8893,534.36096,841.9567,658.1115,538.6928
F21D5.9,0.0,0.41319096,0.0,0.0,0.0,0.0
F22D6.2,637.9157,724.94354,587.6983,917.6382,788.80035,550.84375
bed-3,1.9214329,2.065955,2.9631846,9.460188,0.0,2.025161
F26H9.2,178.69325,116.72645,139.26968,321.6464,205.36813,137.71094
nurf-1,660.0122,616.27435,826.7285,359.48712,606.7695,722.9825
F27D4.4,135.46101,165.48299,150.13469,198.66394,172.69594,203.52867
F27D4.6,41.310806,36.98059,27.656391,56.761127,32.672203,57.717087
aptf-4,0.0,1.0329775,0.98772824,0.0,0.0,0.0
aptf-3,0.0,0.0,0.0,0.0,0.0,0.0
ceh-89,3.8428657,3.5121233,2.9631846,9.460188,0.0,5.0629025
F33H1.4,31.703642,35.74102,36.545944,66.22131,46.674576,46.5787
zfp-2,10.567881,17.560616,13.828196,0.0,23.337288,10.125805
madf-2,14.410747,16.734234,16.79138,9.460188,9.334915,13.163547
row-1,21.135761,37.806973,28.64412,28.380564,28.004745,49.616444
ccch-1,536.0798,379.3093,430.6495,595.9918,238.04034,336.17673
ccch-2,0.0,0.0,0.0,0.0,0.0,0.0
F38C2.7,0.0,0.20659548,0.0,0.0,0.0,0.0
hlh-31,0.0,0.0,0.0,0.0,0.0,0.0
hinf-1,17.292896,18.180403,16.79138,0.0,18.66983,20.25161
psa-3,0.9607164,2.4791458,1.9754565,0.0,0.0,0.0
drap-1,209.43619,209.07463,206.4352,170.28339,163.36102,177.20158
nhr-265,0.0,0.41319096,0.0,0.0,0.0,0.0
F43G9.12,39.389374,41.938885,54.325054,28.380564,42.00712,44.55354
sptf-1,0.9607164,0.61978644,0.0,0.0,0.0,0.0
ztf-7,966.4807,1649.0452,1218.8567,823.0363,1792.3037,2072.7522
hmg-6,0.0,0.0,0.0,0.0,0.0,0.0
lsy-27,0.0,0.20659548,0.0,0.0,0.0,0.0
efl-3,0.9607164,0.8263819,0.98772824,0.0,0.0,1.0125805
F52B5.7,5.7642984,8.470415,0.98772824,0.0,0.0,8.100644
lsl-1,0.9607164,3.9253142,8.889554,0.0,0.0,4.050322
ztf-11,0.9607164,3.0989323,0.98772824,0.0,4.6674576,6.075483
frpr-9,0.0,0.0,0.98772824,0.0,0.0,0.0
klf-2,0.0,0.0,0.0,0.0,0.0,0.0
gmeb-2,5.7642984,8.677011,14.815924,9.460188,9.334915,7.0880632
saeg-1,600.44775,847.0415,657.827,539.2307,690.78375,708.80634
F55B11.4,0.0,0.20659548,0.0,0.0,0.0,0.0
ztf-26,102.79666,56.193974,99.76055,94.601875,14.002373,4.050322
F57A8.1,90.30734,66.11056,58.275967,85.14169,112.01898,154.92482
nhr-192,0.0,0.20659548,0.0,0.0,0.0,0.0
nhr-283,0.0,0.0,0.0,0.0,0.0,1.0125805
nhr-193,0.0,0.0,0.0,0.0,0.0,0.0
sta-2,0.9607164,1.4461684,0.0,0.0,0.0,3.0377414
F58G1.2,10.567881,16.52764,30.619576,9.460188,28.004745,21.26419
dhhc-12,0.0,0.0,0.0,0.0,0.0,0.0
memi-3,0.0,0.0,0.0,0.0,0.0,0.0
nhr-267,0.0,0.0,0.0,0.0,0.0,0.0
fozi-1,1.9214329,2.065955,3.950913,0.0,0.0,21.26419
rnf-113,20.175045,25.61784,27.656391,37.84075,9.334915,34.427734
K04C1.3,7.6857314,11.156157,9.877282,0.0,14.002373,10.125805
nhr-196,0.0,0.41319096,0.98772824,0.0,0.0,0.0
nhr-268,0.0,0.0,0.0,0.0,0.0,0.0
nhr-197,0.0,0.0,0.0,0.0,0.0,0.0
nhr-198,0.0,0.20659548,0.0,0.0,0.0,0.0
nhr-199,0.9607164,0.20659548,0.0,0.0,0.0,0.0
K07A12.1,41.310806,57.64014,51.36187,0.0,51.342033,49.616444
K09A11.1,22.096478,9.296797,7.901826,9.460188,28.004745,10.125805
K11H3.4,0.0,0.61978644,0.98772824,0.0,0.0,0.0
somi-1,1152.8597,1211.8892,1250.464,1485.2495,1101.52,1111.8134
dhhc-6,17.292896,17.560616,11.852738,28.380564,23.337288,18.226448
ztf-14,75.8966,142.34428,117.53966,170.28339,18.66983,89.10708
ceh-90,0.0,0.20659548,0.0,9.460188,0.0,0.0
nhr-205,0.9607164,2.8923368,0.98772824,18.920376,0.0,1.0125805
R06C1.6,52.839405,41.73229,34.570488,56.761127,65.344406,28.352253
ztf-15,2.8821492,0.61978644,0.98772824,9.460188,0.0,0.0
ceh-62,1.9214329,1.6527638,5.926369,0.0,4.6674576,2.025161
nhr-206,3.8428657,0.8263819,0.98772824,9.460188,0.0,2.025161
nhr-207,0.0,0.0,0.0,0.0,0.0,0.0
nhr-208,0.9607164,0.0,0.0,0.0,0.0,0.0
nhr-209,18.253613,3.7187188,11.852738,9.460188,4.6674576,1.0125805
R07E5.5,0.0,0.0,0.0,0.0,0.0,0.0
zip-6,0.0,0.8263819,0.98772824,0.0,0.0,0.0
nhr-269,0.9607164,0.41319096,0.0,0.0,0.0,0.0
R10E4.11,4.803582,9.090201,8.889554,0.0,9.334915,31.389996
npax-3,7.6857314,1.4461684,0.0,0.0,0.0,3.0377414
miz-1,80.70018,119.2056,103.711464,18.920376,84.01424,186.3148
mbr-1,5.7642984,2.065955,0.98772824,0.0,4.6674576,3.0377414
hlh-34,0.0,0.0,0.0,0.0,0.0,1.0125805
gla-3,0.0,0.41319096,0.98772824,0.0,4.6674576,2.025161
nhr-271,0.0,0.20659548,1.9754565,0.0,0.0,1.0125805
pzf-1,0.0,0.41319096,0.0,0.0,0.0,0.0
nhr-213,0.0,0.0,0.0,0.0,4.6674576,0.0
nhr-272,0.0,0.0,0.0,0.0,0.0,0.0
nhr-214,0.0,0.41319096,0.0,0.0,0.0,0.0
nhr-26,0.0,0.61978644,0.98772824,0.0,0.0,0.0
madf-4,0.0,0.20659548,0.0,0.0,0.0,0.0
T07D10.3,0.0,0.20659548,0.0,0.0,0.0,0.0
zim-1,0.9607164,0.61978644,2.9631846,0.0,0.0,2.025161
zim-2,0.0,1.6527638,0.98772824,0.0,0.0,0.0
zim-3,2.8821492,0.61978644,0.98772824,0.0,0.0,0.0
nfya-1,12.489314,5.7846737,9.877282,9.460188,4.6674576,7.0880632
nhr-217,0.0,0.0,0.0,0.0,0.0,0.0
ztf-27,36.507225,42.765266,50.37414,0.0,42.00712,33.415157
rbm-22,49.957256,43.798244,59.263695,56.761127,56.00949,33.415157
nhr-218,0.9607164,0.20659548,0.0,0.0,0.0,2.025161
T20F10.2,88.38591,73.3414,80.99371,75.6815,28.004745,97.207726
T22C8.3,11.528597,18.593594,12.840467,0.0,9.334915,6.075483
sptf-2,0.9607164,2.6857412,1.9754565,0.0,0.0,3.0377414
T23F11.4,0.9607164,1.2395729,2.9631846,0.0,4.6674576,5.0629025
saeg-2,30.742926,28.716772,26.668663,18.920376,23.337288,34.427734
jun-1,33.625076,56.607162,43.46004,28.380564,42.00712,74.930954
nhr-285,0.0,0.0,0.0,0.0,0.0,0.0
T27A8.2,0.0,0.0,0.0,0.0,0.0,0.0
hmg-20,0.9607164,2.2725503,0.98772824,9.460188,9.334915,5.0629025
W02D9.4,0.0,0.20659548,0.0,0.0,0.0,1.0125805
ccch-3,5.7642984,4.9582915,4.938641,9.460188,4.6674576,2.025161
zip-3,19.214329,46.27739,60.251423,0.0,18.66983,30.377415
Y5F2A.4,21.135761,25.61784,26.668663,0.0,18.66983,20.25161
ztf-25,0.0,0.20659548,0.0,0.0,0.0,0.0
flh-1,0.9607164,2.6857412,2.9631846,0.0,0.0,0.0
flh-3,0.0,1.0329775,0.0,0.0,0.0,1.0125805
nhr-230,3.8428657,2.065955,6.914098,0.0,0.0,10.125805
nhr-231,0.0,0.41319096,0.0,0.0,0.0,0.0
Y17G7B.20,377.56155,463.18707,464.23227,331.10657,597.4346,655.1396
nhr-232,0.9607164,2.065955,1.9754565,0.0,0.0,0.0
cec-7,7.6857314,19.626572,19.754564,9.460188,4.6674576,13.163547
ceh-100,141.22531,136.97281,180.75427,47.300938,182.03085,108.34611
nhr-234,0.0,0.0,0.98772824,0.0,0.0,0.0
rabx-5,57.642986,61.35886,53.337326,66.22131,28.004745,53.666763
bed-1,15.371463,16.734234,8.889554,47.300938,18.66983,7.0880632
ztf-20,1.9214329,1.6527638,0.0,0.0,9.334915,1.0125805
nhr-145,10.567881,6.1978645,9.877282,18.920376,4.6674576,3.0377414
snpc-1.2,15.371463,33.05528,27.656391,9.460188,14.002373,36.452896
dhhc-8,30.742926,34.088253,51.36187,18.920376,60.67695,50.629025
sptf-3,76.857315,69.00289,63.214607,66.22131,88.681694,78.98128
dmd-3,3.8428657,3.0989323,0.0,0.0,0.0,3.0377414
bed-2,24.017912,28.303581,27.656391,0.0,84.01424,33.415157
dhhc-2,31.703642,11.362752,13.828196,9.460188,14.002373,9.113224
sup-35,4.803582,2.8923368,0.98772824,28.380564,0.0,0.0
ztf-22,130.65744,129.74196,113.588745,132.44263,84.01424,130.62288
Y48C3A.12,51.87869,37.806973,38.5214,56.761127,74.67932,36.452896
lin-38,9.607164,10.742965,7.901826,9.460188,0.0,9.113224
ing-3,54.760838,61.77205,68.15325,75.6815,98.01661,48.603863
mcd-1,31.703642,23.138695,32.59503,9.460188,70.01186,34.427734
zip-7,0.0,0.41319096,0.0,0.0,0.0,1.0125805
sta-1,63.407284,51.029083,45.435497,37.84075,51.342033,56.704506
dxbp-1,22.096478,21.072739,14.815924,0.0,42.00712,21.26419
eyg-1,0.0,0.41319096,0.0,0.0,0.0,0.0
Y53H1A.2,15.371463,16.52764,10.86501,0.0,4.6674576,26.327093
Y56A3A.18,51.87869,61.152264,65.19006,0.0,56.00949,79.99386
Y56A3A.28,23.057194,18.180403,28.64412,75.6815,46.674576,27.339672
Y57A10A.31,13.45003,11.569347,16.79138,18.920376,4.6674576,21.26419
ccch-5,0.0,0.20659548,0.0,0.0,0.0,0.0
Y60A9.3,0.0,0.0,0.0,0.0,0.0,0.0
memi-2,0.9607164,0.0,0.0,0.0,0.0,0.0
aptf-2,7.6857314,5.164887,2.9631846,0.0,4.6674576,1.0125805
ceh-91,7.6857314,4.9582915,5.926369,9.460188,0.0,7.0880632
ztf-29,0.0,0.41319096,1.9754565,0.0,0.0,0.0
Y67H2A.10,27.860777,40.69931,45.435497,37.84075,65.344406,57.717087
nhr-276,0.9607164,0.61978644,0.98772824,0.0,0.0,0.0
zip-12,0.0,0.0,0.98772824,0.0,0.0,1.0125805
Y79H2A.3,195.02544,192.96019,169.88925,75.6815,163.36102,223.78029
ceh-51,0.9607164,0.8263819,0.0,0.0,0.0,0.0
nhr-243,0.9607164,1.6527638,1.9754565,9.460188,0.0,4.050322
