,t1,t2,avg
nhr-140,1.868298,6.826132,4.347215
nhr-162,4.541405,9.018252,6.779828500000001
nhr-163,9.311311,9.499288,9.4052995
zgpa-1,7.587786,0.996691,4.2922385
nhr-260,6.511176,10.13515,8.323163
ets-5,-0.1886665,7.060881,3.43610725
dhhc-9,3.880529,8.539151,6.20984
C46E10.9,6.022865,6.021208,6.0220365000000005
C46H3.2,1.59821,6.582209,4.0902095
nhr-166,9.141124,8.94341,9.042267
nhr-261,7.00593,7.020848,7.013389
ets-8,3.27394,3.729523,3.5017315
ets-9,-2.058818,6.20903,2.075106
lst-5,2.985079,8.437105,5.711092000000001
ztf-3,2.622545,2.5845762,2.6035606
nhr-171,6.947876,6.975146,6.961511
nhr-172,2.03566,6.467735,4.251697500000001
scrt-1,1.8548648,4.8985299,3.37669735
nhr-173,5.444923,1.895653,3.670288
cebp-1,6.280116,8.899905,7.5900105
nhr-36,9.2193145,9.7004566,9.45988555
attf-2,5.048767,1.4355,3.2421335
dmd-5,2.740015871,7.954048068,5.3470319695
F10E7.11,2.515117,17.97738,10.2462485
nhr-263,1.052743,9.475941,5.264342
sdz-12,8.951286,9.014346,8.982816
F13C5.2,-0.1039555,7.926133,3.91108875
bcl-11,2.62536,14.00272,8.31404
nhr-177,1.9816086227,4.1787991762,3.08020389945
nhr-178,2.503912,10.08521,6.294561
nhr-179,1.025679,10.453755,5.739717
atf-8,5.030814,10.462882,7.746848
ceh-49,6.6568068,9.0207824,7.8387946
F19F10.1,0.06382079,5.94212,3.002970395
ets-7,0.9790497,10.1835047,5.581277200000001
F21A9.2,6.964697,8.229537,7.597117000000001
ceh-60,3.13003,3.872923,3.5014765
ubxn-1,4.486579,7.511914,5.9992465
nfyc-1,5.995172,9.196954,7.596063
zip-8,1.993154,7.030947,4.5120505
nhr-141,4.572062,8.427608,6.499834999999999
F26A10.2,-3.449657,7.713587,2.131965
nhr-180,7.955518,7.926698,7.941108
ada-2,-7.6000187,10.2212515,1.3106163999999998
dhhc-3,4.6765319,4.6781491,4.6773405
ceh-87,2.50699591,5.09731609,3.802156
ztf-28,1.009911,6.504295,3.757103
F37B4.10,8.687484,8.684466,8.685975
nhr-181,-5.348742,8.564933,1.6080955
F40G9.14,7.883515,10.00538,8.9444475
nhr-182,6.311812,6.315251,6.3135315
nhr-183,2.487233,6.9907421,4.73898755
ceh-86,6.96189796,8.17664006,7.56926901
nhr-37,6.601441,9.429175,8.015308000000001
nhr-184,5.2491084,8.9737146,7.111411499999999
F44E2.7,0.1107717,4.99309,2.55193085
nhr-142,7.22371,8.709485,7.966597500000001
ceh-82,4.331676,2.429008,3.380342
ceh-83,2.019669,5.97343,3.9965495
nhr-185,7.00593,7.020848,7.013389
nhr-186,5.902972,10.25869,8.080831
nhr-187,6.094742,5.946764,6.020753
nhr-188,0.7438062,10.1840255,5.46391585
nhr-189,7.00593,7.020848,7.013389
npax-2,2.149307,4.414049,3.2816780000000003
nhr-190,6.334753,6.334929,6.334841
ztf-13,1.045016,5.917454,3.481235
tra-4,0.6786532,6.0355174,3.3570853
hmbx-1,1.783906,8.576942,5.180424
ztf-1,4.998122,8.511687,6.7549045
F54F2.9,4.99398,9.9303522,7.462166099999999
F56D1.1,4.4774352,4.7568278,4.6171315
klf-1,7.149945,10.0977,8.6238225
F57C9.4,1.947585,7.033426,4.4905055
nhr-195,8.287933,8.648876,8.4684045
nhr-143,2.078141,7.933125,5.005633
madf-3,0.823493,8.905297,4.864395
zip-2,4.117772,7.23904,5.678406000000001
dhhc-10,7.951532,9.918721,8.935126499999999
lect-2,6.309559,8.069728,7.1896435
aptf-1,6.301996,10.2885446,8.2952703
dmd-7,2.492094,2.46689,2.479492
K10B3.5,0.7423373,8.529527,4.63593215
cid-1,5.35835,9.099656,7.229003
K11D12.12,5.6759017,9.7300899,7.7029958
K12H6.12,8.34057374,8.342985383,8.341779561500001
nhr-201,0.8271645,6.9748762,3.90102035
nhr-202,6.252503,6.814573,6.533538
nhr-203,0.2377758,4.097725,2.1677504
M03D4.4,1.909678,6.79494,4.352309
nhr-204,2.481936,10.029417,6.2556765
R02D3.7,7.178017,8.08398,7.6309985
ceh-93,-8.2286387,18.9606191,5.3659902
R05D3.3,3.726034,5.149894,4.437964
ztf-16,0.7101061,8.8672837,4.788694899999999
nhr-210,7.00593,7.020848,7.013389
nhr-270,9.0045162,9.0686937,9.03660495
dhhc-5,5.085504,7.003055,6.0442795
R144.3,0.9379882,7.9893839,4.46368605
nhr-211,8.446213,8.445703,8.445958000000001
nhr-212,1.87839691,6.1762892,4.027343055
attf-5,2.010242,12.53218,7.271211
ast-1,-2.676325,6.58153,1.9526025
nhr-216,8.2168227,8.2023324,8.209577549999999
ztf-4,-0.1502347,6.3172658,3.08351555
T10D4.6,6.726474,6.731617,6.7290455
nhr-273,5.929002,8.109208,7.019105
ceh-54,-13.57124,6.857662,-3.356789
nhr-219,8.205209,10.22685,9.2160295
T20F7.1,6.651252,18.09405,12.372651
dhhc-11,5.083737,9.486762,7.285249500000001
dmd-8,-1.19768632,9.21516843,4.008741055
nhr-221,1.976758,9.03515,5.505954
nhr-222,7.00593,7.020848,7.013389
T24C4.2,2.722216,4.055785,3.3890005
ztf-18,3.8943456,12.1651063,8.02972595
T24G10.2,-5.414514,6.418367,0.5019265000000002
T26A5.8,2.282827,5.141021,3.711924
T26A8.4,6.267235,15.57904,10.9231375
nhr-225,2.769473,6.528493,4.648983
nhr-226,2.4893517,6.160294,4.32482285
nhr-228,-4.159591,12.81022,4.325314499999999
hlh-30,2.116287,5.053099,3.584693
W02D7.6,1.068602,8.550257,4.8094295
sknr-1,2.880996,4.966041,3.9235185
W03F9.2,4.932609,7.244313,6.088461000000001
zfp-3,6.028591,8.03038,7.0294855
zip-11,1.02628108,7.96550314,4.49589211
nfyb-1,6.024566,8.475364,7.249965
Y37E11B.1,5.932657,5.931641,5.932149
Y37F4.6,5.999093,9.181258,7.5901755
nhr-236,7.90849711,7.915043,7.911770055
hlh-33,7.443892,7.222929,7.333410499999999
rabs-5,6.13561,7.147125,6.641367499999999
zip-4,4.637576,6.779764,5.70867
nhr-237,2.4603423,17.7832665,10.1218044
nhr-238,6.3105204,8.9832133,7.646866849999999
Y47G6A.7,0.567825,7.500963,4.034394
Y48G8AL.10,1.83754,8.2359,5.036720000000001
Y48G9A.11,7.992573,8.03612,8.0143465
Y52E8A.2,1.993214,7.466726,4.72997
Y53G8AR.9,1.91136,7.439716,4.675538
ztf-23,7.701186,13.04204,10.371613
nhr-239,5.800314,8.843413,7.3218635
Y55F3AM.14,5.284359,5.826156,5.5552575
madf-1,7.009809,10.485938,8.7478735
Y66H1A.4,6.491641,7.320889,6.906265
dmd-9,8.925403,8.926009,8.925706
rcor-1,-2.7826455,11.1750667,4.196210600000001
Y82E9BR.1,3.827168,7.520525,5.6738465
Y82E9BR.17,3.797489,5.840475,4.818982
nhr-277,0.6356859,10.3011026,5.46839425
nhr-41,7.1105264,9.2071002,8.1588133
zfh-2,8.75604671,8.75386349,8.7549551
duxl-1,3.202452,9.056928,6.12969
ZC204.12,1.860356,6.010644,3.9355
klu-2,7.103313,6.995098,7.049205499999999
ztf-8,6.994959,8.938966,7.9669625
madf-9,6.504743,10.11723,8.3109865
nhr-252,3.017147,2.971006,2.9940765000000003
ZK177.3,6.042006,6.035524,6.038765
ZK185.1,2.587033,6.776652,4.6818425
ZK328.6,6.159018,5.072364,5.615691
ZK546.5,4.555286,7.59502,6.075153
ZK652.6,9.049357,9.705787,9.377572
snu-23,1.740459,4.830493,3.285476
ZK686.5,7.47758,9.11916,8.29837
nhr-256,5.915434,9.825065,7.8702495
ceh-45,5.185931,7.62316,6.4045455
nfya-2,5.580662,9.767039,7.6738505
egrh-2,-0.4889829,7.560029,3.53552305
ceh-99,5.046937,5.046977,5.046957
syd-9,4.242812,5.977775,5.1102935
dhhc-14,-8.215122,7.332009,-0.4415564999999994
alr-1,0.8393113,5.9572973,3.3983043
nsy-7,-4.124704,7.382725,1.6290104999999997
nhr-286,3.501961,8.066954,5.7844575
tbx-43,0.4519488,4.978415,2.7151819
ceh-63,1.555587,6.572662,4.0641245
nhr-146,5.800442,5.804847,5.8026445
maf-1,3.106934,3.054653,3.0807935
