"","Gene","p","padj","loglik_full","loglik_red","df_full","df_red","mean","converge_impulse","converge_const","converge_sigmoid","impulseTOsigmoid_p","impulseTOsigmoid_padj","sigmoidTOconst_p","sigmoidTOconst_padj","isTransient","isMonotonous","allZero"
"nep-25","nep-25",3.35956624014489e-43,7.72714614886229e-43,-110.724438400486,-215.227242541287,7,2,17.0702386105919,0,0,0,2.13671482299726e-23,1.37894234033382e-22,1.58881309958317e-22,3.09413577897805e-22,TRUE,FALSE,FALSE
"ZK1248.5","ZK1248.5",0.0102403310568678,0.0119487823514596,-16.4849814697707,-23.9993406490795,7,2,0.439860588308007,0,0,0,0.372546446618905,0.441507113573724,0.00452141577396945,0.00556197967891351,FALSE,FALSE,FALSE
"tbc-2","tbc-2",3.19643304927645e-07,4.25830073443399e-07,-103.75132472051,-122.930591974555,7,2,47.1958785802001,0,0,0,7.57129412027257e-09,2.21037364203032e-08,0.810752696723512,0.822383705019803,TRUE,FALSE,FALSE
"ZK1248.11","ZK1248.11",1.05971834363066e-140,4.42927648889548e-140,-155.709831258508,-486.435524254553,7,2,158.486962177253,0,0,0,0.142604569300072,0.185802009349912,3.35033687361118e-142,1.49407415600237e-141,FALSE,TRUE,FALSE
"ZK1248.13","ZK1248.13",1.74380835168603e-33,3.61521790606102e-33,-110.769973775922,-192.538656713292,7,2,101.4200231913,0,0,0,2.76992537227622e-05,5.82265835525688e-05,1.06606019138057e-30,2.32651365171871e-30,TRUE,FALSE,FALSE
"ZK1248.15","ZK1248.15",1.8110902577953e-14,2.81983639616748e-14,-121.678873555186,-158.485437172307,7,2,61.3112277408079,0,0,0,0.912734718895273,0.954723358636822,7.86039380270753e-16,1.36962179521669e-15,FALSE,TRUE,FALSE
"ZK1248.17","ZK1248.17",0.00399422404139544,0.00472697737273058,-11.8851790418622,-20.5263771873664,7,2,0.638357162482233,0,0,0,0.115097845785584,0.152552196983425,0.0047273246564428,0.00580774278208462,FALSE,FALSE,FALSE
"ZK1248.19","ZK1248.19",3.81092630656446e-129,1.51881194037393e-128,-167.61313111138,-471.604482107706,7,2,315.283965000561,0,0,0,0.00024481386561184,0.000463329928096791,7.55081107985785e-128,3.17575333729164e-127,TRUE,FALSE,FALSE
"ZK1290.1","ZK1290.1",0.000803117055348952,0.0009730965839369,-11.4359562586654,-21.9458487156653,7,2,0.74033687543921,0,0,0,1,1,0.00010428476929375,0.000136780958895496,FALSE,TRUE,FALSE
"ZK1290.5","ZK1290.5",1.5421847788811e-72,4.58446631391152e-72,-110.536881117277,-283.342039573135,7,2,50.3323068975201,0,0,0,9.60550684333349e-07,2.32368511136523e-06,1.32922104811154e-68,4.1335595132342e-68,FALSE,TRUE,FALSE
"fbxa-224","fbxa-224",0.000527210003196069,0.000643241690874429,-21.3613018769402,-32.3534491023244,7,2,0.672746095872165,0,0,0,0.159432084882936,0.205616371231825,0.000379250622583203,0.000487940884809563,FALSE,TRUE,FALSE
"ZK1290.10","ZK1290.10",0.0139998719654747,0.0162520296648245,-29.6349559661536,-36.7684197792651,7,2,0.716937528876272,0,0,0,0.0875691438105083,0.118361882063319,0.024460817569761,0.0289737575343216,FALSE,FALSE,FALSE
"ZK1290.13","ZK1290.13",5.70674871968213e-31,1.14697040406428e-30,-54.550700186006,-130.417683593845,7,2,5.64762381806348,0,0,0,2.04398159667098e-10,6.73156840039487e-10,4.58954140359629e-23,9.00206800917092e-23,TRUE,FALSE,FALSE
"rpl-41.1","rpl-41.1",9.18984839920958e-49,2.24435003853443e-48,-175.772274442602,-293.258381901418,7,2,1180.37673054934,0,0,0,5.367014491224e-44,6.22010356671618e-43,8.64359602678957e-08,1.2546678511424e-07,TRUE,FALSE,FALSE
"rpl-41.2","rpl-41.2",0,0,-338.205606336113,-22060.0794187241,7,2,3906.15932984124,0,0,0,9.15122303391695e-26,6.46480571997262e-25,0,0,FALSE,TRUE,FALSE
"Y23H5A.8","Y23H5A.8",0.0040128783143413,0.00474800816921073,-23.1879330215217,-31.8236181593905,7,2,0.847690947755538,0,0,0,0.0494626265304866,0.0696103886772566,0.010408111774037,0.0125496761338257,FALSE,FALSE,FALSE
