,90_160,160_210,210_270,270_330,330_390,390_450,450_510,510_580,580_650,gt_650
VC27A7L.1,1,7,20,22,6,4,13,7,7,18
inos-1,16,6,24,24,10,5,7,4,5,5
VF13D12L.3,5,6,9,8,5,11,16,13,11,21
syx-17,16,18,18,20,12,7,4,5,3,3
VH15N14R.1,15,24,24,20,10,4,2,1,1,3
cnc-10,37,1,2,2,2,3,4,47,4,1
VW02B12L.2,6,17,19,19,17,12,8,2,3,2
ebp-2,27,19,16,14,8,4,6,2,3,6
adbp-1,21,22,15,14,11,6,4,3,4,5
ucr-2.1,10,7,7,7,8,10,11,13,13,18
VY10G11R.1,62,23,1,1,6,6,6,1,1,1
sek-6,1,1,1,1,4,1,10,21,38,30
VZK822L.2,1,1,1,6,6,6,9,11,55,11
W01A8.2,9,1,12,17,11,16,11,24,6,1
cutl-6,1,16,1,11,22,6,32,1,1,16
nuo-6,5,8,10,11,11,10,11,12,12,15
tofu-5,17,12,20,13,16,9,5,4,2,7
W01A8.6,1,16,23,5,3,7,21,7,18,5
W01B6.4,1,1,1,1,1,1,101,1,1,1
W01B6.6,1,1,1,1,1,101,1,1,1,1
W01C9.1,4,5,12,14,6,13,6,13,12,21
W01C9.2,1,1,1,1,7,1,7,1,1,88
decr-1.2,1,14,1,7,1,1,4,28,42,7
glb-27,1,8,8,1,1,1,1,47,1,39
W01D2.1,5,7,7,8,9,12,13,14,14,15
W01D2.3,26,11,31,8,7,3,2,13,1,4
srt-11,1,1,81,1,1,21,1,1,1,1
osta-3,34,2,4,2,3,6,2,24,15,13
W01D2.6,12,1,1,1,1,1,4,8,77,1
mnr-1,1,3,1,5,31,17,11,17,10,10
W01F3.2,1,10,1,10,64,1,19,1,1,1
mlt-11,6,3,16,13,16,11,1,4,20,16
rpb-11,19,18,20,15,10,6,6,7,3,1
W01G7.4,15,18,15,15,13,9,4,6,6,2
W02A2.5,1,1,1,1,1,101,1,1,1,1
W02A2.8,80,5,14,3,1,1,1,1,1,1
W02A11.1,16,18,17,17,15,9,4,3,2,5
vps-25,5,9,10,13,15,14,12,10,9,8
toe-4,13,11,14,13,12,9,10,9,10,6
bath-34,1,34,1,1,34,1,1,34,1,1
bath-35,1,43,1,1,43,1,15,1,1,1
W02B8.1,1,2,2,4,13,24,14,12,15,17
W02B8.2,37,22,18,15,7,1,2,2,1,1
mltn-3,58,1,29,1,15,1,1,1,1,1
mltn-4,1,1,1,1,1,1,34,1,1,67
W02B12.1,5,5,9,4,8,3,1,30,36,1
W02B12.4,1,1,1,34,17,34,17,1,1,1
rga-1,17,9,8,8,11,12,12,12,10,7
mfn-1,6,12,12,16,13,10,8,8,11,10
W02B12.10,17,18,17,18,14,8,5,2,3,3
W02B12.11,9,15,14,15,16,10,8,7,5,6
W02B12.12,1,101,1,1,1,1,1,1,1,1
W02D9.2,18,15,21,18,9,8,6,5,3,2
hmg-20,11,20,16,17,17,8,2,4,9,2
W02D9.4,1,8,29,1,15,1,1,51,1,1
W02D9.8,68,16,1,2,1,6,4,6,1,1
W02D9.9,87,6,6,3,1,1,1,1,1,1
W02D9.10,25,8,7,14,14,22,1,3,7,4
W02H3.1,1,1,1,1,1,1,1,101,1,1
W03C9.2,34,17,24,7,5,5,4,1,1,7
W03C9.5,7,17,10,15,13,10,7,3,9,12
W03C9.6,46,9,14,4,12,5,2,4,2,7
W03G11.2,1,1,1,1,41,21,41,1,1,1
W03G11.3,1,1,1,1,1,8,27,31,23,12
W03G11.4,10,4,11,7,10,8,15,11,15,13
W03H9.2,30,23,22,14,7,2,2,2,2,1
cacn-1,23,19,17,18,13,5,3,3,2,2
W04A4.2,7,25,3,16,26,16,9,1,1,1
W04A4.3,1,101,1,1,1,1,1,1,1,1
W04A4.5,13,16,16,16,17,9,5,8,2,2
W04A4.6,4,18,13,15,22,13,2,2,5,10
W04A8.1,28,23,24,17,6,1,1,1,2,1
W04A8.2,19,12,28,23,8,4,3,4,1,2
W04A8.3,70,14,7,4,2,1,2,1,2,1
W04A8.4,3,10,11,14,18,17,13,10,6,3
W04A8.5,45,16,15,12,9,3,1,1,1,1
W04A8.6,21,22,22,19,11,3,3,1,1,3
srt-39,1,1,1,1,1,26,26,1,51,1
W04D2.4,19,20,18,14,12,6,4,6,2,3
mrps-11,9,14,13,16,13,9,7,8,8,8
W04D2.6,14,13,13,15,14,11,8,6,6,5
W04E12.2,77,10,6,2,2,1,2,4,1,1
W04E12.3,101,1,1,1,1,1,1,1,1,1
clec-49,1,1,1,1,17,1,1,1,67,17
W04E12.7,1,37,1,1,1,1,19,46,1,1
clec-50,1,6,28,23,4,3,4,10,19,8
W04E12.9,1,9,1,2,6,13,12,34,9,18
lpr-6,1,7,7,8,9,15,15,31,9,4
lpr-5,14,7,10,11,18,7,17,13,7,1
lpr-4,1,6,17,9,5,5,16,12,16,19
W04G3.5,17,12,5,12,9,8,15,8,13,6
sulp-7,1,1,10,10,1,6,5,1,4,71
W04G3.7,1,1,1,1,3,2,1,1,1,96
lpr-3,10,2,1,1,12,10,10,27,18,13
W04G5.5,1,1,1,1,1,1,1,101,1,1
W04G5.8,1,13,1,13,63,13,1,1,1,1
W04G5.10,1,101,1,1,1,1,1,1,1,1
W05B2.2,17,1,1,1,1,13,9,26,30,9
dhc-4,74,7,1,1,1,7,1,14,1,1
W05B5.1,1,2,2,3,9,23,33,19,9,5
npr-14,1,1,1,1,10,10,37,46,1,1
his-74,10,14,17,18,12,10,10,2,9,2
ccch-3,14,26,17,13,12,5,7,7,2,2
W05B10.4,1,3,2,2,3,4,23,26,29,12
W05E10.1,1,10,1,4,26,35,12,14,1,3
W05E10.2,1,1,1,1,1,9,1,42,1,51
W05E10.5,1,1,1,12,30,30,12,1,18,1
pitr-6,1,7,1,1,26,26,7,7,7,26
W05H12.1,11,8,16,6,8,6,7,7,26,10
W05H12.2,5,17,15,19,16,14,7,3,4,4
W06A7.2,1,1,1,1,1,4,19,21,23,35
W06A7.4,4,16,9,13,10,16,7,14,7,10
nspa-8,1,37,1,1,1,37,1,28,1,1
nmat-1,1,8,1,3,3,1,24,36,26,3
spe-46,80,3,1,1,1,1,3,16,1,1
W06D4.3,20,26,18,21,13,4,1,1,1,1
prmt-7,15,19,14,19,14,9,5,4,2,4
W06D11.1,44,13,1,4,8,4,1,23,1,8
W06D11.2,68,6,10,1,2,1,2,3,1,11
W06D11.3,1,1,1,1,26,51,26,1,1,1
W06F12.2,1,2,3,3,2,6,10,7,18,55
W06F12.3,1,4,2,1,4,2,19,7,19,47
oac-53,1,1,1,1,1,1,1,101,1,1
immt-2,25,21,15,17,7,5,6,3,3,5
ctps-1,22,16,13,16,19,16,1,1,1,1
ztf-6,18,19,19,17,12,8,5,3,2,2
srxa-1,1,1,1,101,1,1,1,1,1,1
ipla-3,10,12,10,12,14,18,11,5,7,5
W07A12.4,1,1,2,2,3,8,27,41,20,2
oac-54,1,1,1,1,11,11,11,11,1,61
rhy-1,23,18,1,6,1,18,11,21,8,1
W07A12.8,1,10,1,6,4,17,7,16,29,15
W07E11.1,8,5,4,4,12,18,17,13,14,11
W07G1.1,1,1,1,8,8,1,8,15,8,58
sre-44,1,6,1,1,46,21,16,1,6,11
zip-3,3,2,1,1,3,7,24,23,23,19
rpi-1,1,1,1,1,5,5,5,14,19,55
sre-43,18,12,36,36,1,1,1,1,1,1
W07G1.7,1,1,76,1,1,1,26,1,1,1
W07G4.1,1,8,11,13,1,1,1,1,18,52
W07G4.2,1,67,1,1,1,34,1,1,1,1
W07G4.3,12,14,13,15,15,11,9,9,3,4
W07G4.5,10,1,3,2,2,5,13,13,30,27
dct-15,1,18,1,18,1,65,1,1,1,1
catp-6,6,4,8,9,16,16,12,14,10,10
mtr-4,22,20,17,16,12,6,3,4,3,2
W08E3.2,15,15,15,17,15,11,6,5,3,2
ola-1,11,12,12,13,12,9,8,9,10,10
W08E3.4,28,21,24,22,4,1,1,2,3,1
W08G11.1,1,16,1,11,1,1,1,1,31,46
W08G11.3,21,14,11,13,15,10,4,5,7,6
pptr-1,23,13,14,13,13,9,6,5,3,5
W09C5.1,11,16,17,17,13,8,5,6,5,7
dkf-1,24,7,12,10,11,8,6,3,12,13
W09C5.7,11,14,17,16,13,9,7,6,6,5
W09C5.8,9,9,9,11,9,9,10,12,13,15
W09D6.1,25,22,21,17,6,2,1,1,2,9
W09D6.4,1,1,1,55,1,10,10,28,1,1
W09D6.5,52,6,5,3,3,1,2,2,9,21
W09D10.1,16,10,13,11,11,9,9,8,9,8
tat-3,14,8,24,22,17,12,2,3,1,1
mrpl-12,5,8,10,12,13,13,12,10,12,11
W09D10.4,10,13,13,12,16,17,10,5,4,4
W09D10.5,58,3,11,2,2,3,4,15,5,2
zmp-4,1,1,1,1,1,1,5,1,1,96
W09G3.1,8,10,7,6,4,5,16,15,17,17
maea-1,5,13,11,13,14,12,9,6,14,8
W09G3.6,8,8,7,6,5,6,19,16,16,13
W09G3.7,10,11,16,13,12,9,10,13,6,7
W09G3.8,10,18,15,13,9,7,9,12,8,5
W09H1.1,15,6,41,18,3,9,3,1,9,1
W09H1.4,29,29,6,6,9,11,13,1,2,1
mecr-1,12,18,18,20,14,9,4,4,5,2
nduf-7,9,8,10,10,9,10,12,12,12,15
W10G6.1,101,1,1,1,1,1,1,1,1,1
Y1A5A.1,1,12,1,4,20,4,4,43,1,16
Y2H9A.4,1,1,1,1,51,1,51,1,1,1
ttr-16,1,1,1,1,1,1,13,31,32,26
ttr-17,1,1,1,1,1,1,2,7,25,68
Y5F2A.4,6,16,13,17,16,9,8,5,7,6
agef-1,10,13,17,20,16,10,6,2,4,6
Y6B3B.1,1,23,34,12,23,12,1,1,1,1
Y6B3B.4,32,9,13,11,7,5,4,13,8,3
gpap-1,10,14,18,15,11,8,10,5,9,4
Y6B3B.7,1,4,1,1,3,4,15,14,39,26
Y6B3B.9,4,11,15,14,14,13,11,6,9,9
Y6D1A.1,38,20,16,9,6,3,4,3,2,3
Y6D1A.2,1,1,4,2,2,12,17,13,20,30
Y6E2A.5,1,1,1,1,1,1,17,1,84,1
Y6E2A.7,1,9,1,1,1,9,1,1,67,17
Y6G8.2,1,1,1,1,21,1,81,1,1,1
ztf-25,38,7,11,13,1,4,12,1,12,6
Y7A5A.1,1,1,1,1,1,7,34,39,15,5
Y7A5A.2,1,1,2,2,5,12,27,28,4,23
Y7A5A.6,26,14,23,30,3,3,1,1,1,5
Y7A5A.8,27,2,22,32,15,6,1,1,1,1
Y7A5A.9,31,5,26,28,10,3,1,1,1,1
Y7A9D.1,8,10,16,18,22,18,7,2,2,2
Y9C2UA.1,1,1,1,1,6,19,35,30,8,2
Y9C2UA.2,1,1,1,1,1,26,1,26,51,1
Y10G11A.1,10,6,11,6,4,15,11,15,6,21
dlc-3,1,1,1,13,1,13,1,1,1,76
dlc-4,1,51,26,26,1,1,1,1,1,1
Y11D7A.3,8,15,15,10,13,3,5,7,21,8
Y11D7A.5,1,3,14,12,2,2,3,15,27,27
Y11D7A.7,21,7,4,4,7,4,7,51,1,1
Y11D7A.9,13,5,9,7,7,9,9,3,19,27
Y11D7A.10,5,8,12,13,10,10,12,13,12,12
flh-1,29,18,18,17,13,6,2,1,1,1
flh-3,28,17,23,18,10,2,1,1,2,1
hum-9,1,1,1,1,1,1,1,1,16,84
Y12A6A.1,1,6,1,1,6,3,16,16,49,8
nlp-53,1,1,1,1,1,5,50,20,16,11
glb-28,1,51,1,1,11,11,31,1,1,1
Y15E3A.3,1,1,1,1,1,1,5,1,92,5
Y15E3A.4,21,6,20,9,1,1,26,12,6,2
Y15E3A.5,3,38,23,20,11,5,2,2,1,1
Y16B4A.2,27,12,6,3,1,9,3,12,30,1
nhr-230,1,2,3,1,2,16,9,9,35,28
nhr-231,1,1,1,1,1,1,1,1,1,101
Y17D7B.2,1,1,1,1,1,1,12,1,12,78
Y17D7B.4,1,2,2,2,2,9,4,5,24,56
Y17D7C.1,7,32,17,20,12,9,5,1,1,2
Y17D7C.2,25,16,18,18,7,6,13,2,1,1
acbp-6,10,4,5,7,5,3,10,23,30,7
ash-2,10,20,15,16,14,8,6,5,6,5
Y17G7B.3,13,18,12,17,15,9,6,5,6,5
dhps-1,11,21,15,16,18,9,4,3,3,5
glb-29,17,26,14,7,6,4,1,12,1,17
Y17G7B.8,6,10,9,7,22,20,7,2,9,13
Y17G7B.10,15,12,13,12,12,12,7,10,6,5
arrd-7,1,1,1,1,8,8,4,4,65,15
Y17G7B.12,13,14,20,21,13,8,4,4,5,3
ippk-1,28,17,4,9,5,4,4,7,12,14
arrd-8,1,1,1,1,26,26,1,1,1,51
Y17G7B.17,12,15,14,14,11,8,8,8,7,8
Y17G7B.18,31,21,15,10,9,5,3,5,4,3
Y17G7B.19,53,29,5,5,13,1,1,1,1,1
Y17G7B.20,20,18,17,17,12,6,4,4,3,3
Y17G7B.21,12,15,15,17,14,10,6,7,6,3
Y17G7B.22,1,3,1,3,3,5,4,16,39,30
attf-6,18,17,18,17,15,7,5,2,4,2
Y18D10A.2,47,8,8,16,8,8,4,1,1,4
Y18D10A.3,66,3,14,3,10,7,1,1,1,1
Y18D10A.4,21,23,7,14,16,5,5,3,1,10
mxt-1,1,1,1,1,9,28,19,15,17,13
Y18D10A.9,12,11,14,15,9,6,7,9,8,12
clec-104,1,11,81,11,1,1,1,1,1,1
Y18D10A.11,41,12,14,8,7,3,6,8,6,2
Y18D10A.16,5,11,13,15,16,15,11,8,6,5
car-1,16,18,17,19,14,7,5,3,5,4
Y18D10A.23,101,1,1,1,1,1,1,1,1,1
Y19D2B.2,53,1,1,1,6,6,11,6,1,22
Y20C6A.1,21,1,1,1,1,14,34,1,14,21
fbxb-7,46,12,13,9,4,3,5,5,5,3
nhr-232,22,10,16,11,26,2,4,7,7,1
Y24F12A.1,24,19,19,18,9,6,4,2,2,3
ragc-1,10,12,12,11,13,10,10,8,8,10
hpo-2,1,1,1,101,1,1,1,1,1,1
Y26D4A.5,1,1,1,1,1,1,101,1,1,1
ekl-5,5,9,11,17,18,9,9,7,16,5
Y26E6A.2,26,19,6,7,9,25,3,1,8,2
Y26E6A.3,57,2,10,7,7,3,3,7,7,2
sqst-4,1,1,1,1,1,1,1,1,26,76
comt-2,1,34,8,8,1,4,19,19,12,1
Y32B12B.2,16,21,24,20,10,4,3,3,1,1
Y32B12B.4,26,19,22,13,9,7,1,1,5,1
Y32B12C.1,1,1,81,1,21,1,1,1,1,1
Y32B12C.3,1,1,1,1,1,1,101,1,1,1
set-22,43,12,1,24,8,3,10,3,1,1
pap-1,16,15,18,15,11,8,7,5,5,4
Y32F6A.4,1,1,1,1,1,13,1,1,1,88
Y32F6A.5,7,15,25,26,18,10,2,1,1,1
Y32F6B.1,6,17,12,2,6,7,5,10,3,37
crp-1,1,4,1,3,3,4,21,16,30,23
fbxa-209,1,1,1,1,1,1,101,1,1,1
Y37A1A.2,1,37,1,22,11,6,6,3,6,14
Y37A1A.3,1,3,4,5,2,4,11,15,22,39
Y37A1B.4,1,59,12,24,6,1,1,1,1,1
Y37A1B.5,1,12,3,2,20,11,14,26,2,14
Y37A1B.7,2,5,2,2,8,11,13,4,25,32
irld-55,1,1,1,1,1,101,1,1,1,1
nkcc-1,2,3,5,4,9,31,31,11,4,4
Y37D8A.2,1,4,4,7,17,21,20,18,9,3
Y37D8A.3,1,1,61,1,1,1,41,1,1,1
Y37D8A.4,48,5,5,4,3,2,4,10,17,7
Y37D8A.6,14,12,18,3,5,9,12,2,1,29
hpo-21,13,19,22,18,12,6,4,4,3,4
cec-7,29,13,19,18,6,7,4,2,1,7
enu-3.5,24,16,17,8,20,11,8,2,1,2
cco-2,6,8,8,9,9,10,11,12,14,17
Y37D8A.16,8,4,7,3,6,8,13,18,18,19
npp-25,44,11,17,13,5,3,6,2,4,1
mrps-10,7,13,9,14,12,11,10,7,12,10
Y37D8A.21,12,19,19,14,14,9,5,6,3,4
epg-3,1,24,18,9,27,9,6,1,9,1
Y37D8A.25,3,15,13,21,21,12,11,5,3,1
Y37D8A.26,1,67,1,1,1,1,34,1,1,1
Y37H2A.1,13,16,11,13,13,10,7,7,8,7
fbxa-107,49,4,1,7,4,4,11,1,4,21
fbxa-210,59,11,8,7,5,2,6,1,1,5
fbxa-211,1,12,1,4,4,4,1,1,38,41
Y37H2A.10,1,9,1,1,1,1,9,1,59,26
Y37H2C.1,1,1,1,1,1,1,101,1,1,1
Y37H9A.1,8,16,18,19,15,10,4,7,5,3
Y37H9A.3,11,12,11,12,15,13,10,6,8,7
Y38E10A.2,1,1,1,1,1,1,101,1,1,1
Y38E10A.3,1,1,1,11,1,11,1,81,1,1
clec-4,1,9,6,3,1,3,9,6,53,12
ceh-100,18,14,14,13,12,10,6,5,8,5
lips-15,1,1,1,1,26,1,26,1,51,1
Y38E10A.8,56,12,1,1,1,12,23,1,1,1
nspe-4,1,7,4,1,7,7,1,1,78,1
nspe-3,101,1,1,1,1,1,1,1,1,1
nspe-1,23,13,1,1,5,5,7,13,31,11
Y38E10A.14,21,7,25,9,9,5,5,7,11,11
nspe-7,1,1,1,1,1,1,9,84,1,9
nspe-5,1,1,1,1,1,23,1,1,1,78
Y38E10A.17,1,101,1,1,1,1,1,1,1,1
Y38E10A.22,34,8,19,9,3,5,10,7,7,4
Y38E10A.24,8,7,7,9,10,14,14,16,10,11
nspe-6,1,67,1,1,1,1,34,1,1,1
nspe-2,83,1,1,1,3,1,9,1,7,1
Y38F1A.1,9,1,1,1,1,3,10,17,26,36
Y38F1A.2,6,3,2,2,5,8,7,17,20,35
Y38F1A.4,1,1,84,1,1,17,1,1,1,1
hphd-1,4,3,10,5,5,8,12,16,21,22
Y38F1A.7,1,1,1,1,1,101,1,1,1,1
Y38F1A.8,38,1,32,7,1,13,13,1,1,1
Y38H6A.3,21,1,1,5,1,9,7,13,21,28
dct-16,1,15,26,6,1,9,15,5,5,24
dct-14,15,1,1,1,1,29,1,20,1,39
Y38H6C.4,1,1,1,1,1,1,1,1,1,101
dct-10,1,1,1,1,1,51,51,1,1,1
Y38H6C.8,1,1,1,12,23,12,56,1,1,1
Y38H6C.9,36,6,6,1,6,1,1,1,1,48
fbxa-150,51,1,21,3,2,9,1,3,2,12
famh-161,1,16,1,16,11,6,11,43,1,1
Y38H6C.15,1,67,34,1,1,1,1,1,1,1
Y38H6C.16,24,22,17,7,2,3,11,18,1,1
slc-36.3,1,5,18,9,35,22,1,14,1,1
Y38H6C.18,101,1,1,1,1,1,1,1,1,1
Y38H6C.20,53,28,10,5,2,1,1,1,3,2
Y38H8A.1,31,32,9,12,2,2,2,6,3,6
Y38H8A.2,1,1,1,1,101,1,1,1,1,1
Y38H8A.3,76,1,1,1,26,1,1,1,1,1
Y38H8A.4,73,1,19,1,1,10,1,1,1,1
fezf-1,21,10,1,1,1,17,7,17,3,28
Y38H8A.7,26,1,34,1,5,17,5,1,1,17
epg-6,24,17,17,14,10,6,6,5,4,2
Y39A1A.3,12,16,16,17,15,9,7,5,6,4
rabx-5,5,13,23,25,11,3,8,14,3,1
mrpl-22,7,9,12,13,14,13,10,9,10,8
lron-10,8,13,12,11,15,16,13,6,5,5
swt-4,10,18,18,20,17,11,5,3,2,2
Y39A1A.9,1,1,1,3,4,26,28,10,30,4
orc-1,42,23,22,8,2,1,2,1,2,1
orc-4,32,19,21,10,7,5,4,4,3,1
Y39A1A.14,22,18,15,14,13,10,4,4,4,2
Y39A1A.16,13,8,13,12,2,1,3,1,50,1
Y39A1A.17,51,13,26,1,1,1,13,1,1,1
Y39A1A.18,1,41,1,41,21,1,1,1,1,1
Y39A1A.20,4,9,9,12,13,13,11,10,9,14
Y39A1A.21,3,8,10,10,12,11,12,10,12,16
Y39A1A.22,17,9,30,10,10,3,3,1,18,3
Y39A1A.24,12,13,21,15,11,10,7,9,4,3
Y39A1C.1,1,1,1,1,8,17,20,21,19,16
hex-3,4,20,28,16,12,8,7,1,2,8
Y39B6A.1,1,1,1,5,3,10,10,21,54,1
pph-5,14,18,17,13,13,9,5,4,7,4
Y39B6A.3,8,13,11,14,12,10,10,10,10,8
Y39B6A.5,5,2,8,8,10,22,17,10,7,16
Y39B6A.7,1,1,1,1,32,7,13,1,1,51
Y39B6A.8,1,3,1,1,3,5,12,1,15,65
Y39B6A.9,25,1,37,30,5,5,1,1,1,1
Y39B6A.10,14,6,25,28,9,3,11,9,1,1
dyf-17,36,18,1,11,1,11,4,22,1,1
bed-1,13,14,16,17,13,13,6,4,5,5
Y39B6A.13,13,17,16,16,13,9,7,5,5,3
pro-3,18,17,17,15,16,11,4,3,2,3
Y39B6A.16,1,20,16,37,14,11,5,1,1,1
Y39B6A.33,13,19,18,20,15,8,3,3,3,3
Y39B6A.34,6,11,12,14,14,14,11,8,8,8
Y39B6A.36,16,15,17,18,14,8,5,4,3,4
Y39B6A.37,16,18,17,15,11,8,4,6,4,5
reps-1,19,7,18,18,12,10,6,3,11,1
mrps-35,7,13,13,15,14,11,9,7,7,9
sws-1,36,22,19,16,4,1,1,2,1,3
Y39B6A.42,47,7,3,4,6,3,1,16,16,3
Y39B6A.43,15,21,17,20,14,8,4,3,3,1
ztf-20,17,4,37,21,6,1,12,1,1,7
nhr-145,4,1,5,4,1,15,33,16,13,13
mlt-3,9,4,1,1,4,2,26,38,4,17
sre-18,1,15,29,1,1,15,15,1,1,29
sre-16,36,1,24,6,1,12,1,24,1,1
sre-15,1,101,1,1,1,1,1,1,1,1
Y39C12A.9,6,12,13,12,11,12,11,8,10,9
ttm-1,21,12,16,12,9,3,5,5,7,14
bckd-1A,10,5,5,5,7,8,10,11,23,21
abce-1,17,15,17,14,13,9,5,6,6,3
snpc-1.2,24,12,16,17,10,6,2,10,4,3
Y39E4B.5,31,17,31,15,4,1,2,1,2,1
Y39E4B.6,13,12,13,12,15,14,8,7,6,6
dhhc-8,7,10,6,13,9,11,8,20,14,6
Y39E4B.10,4,17,22,17,14,8,7,3,8,5
Y39E4B.11,57,17,1,11,4,7,7,1,1,1
Y39E4B.13,1,26,1,1,51,26,1,1,1,1
Y39G8B.1,18,24,21,18,7,3,2,3,3,6
Y39G8B.2,21,24,19,16,7,3,3,1,4,7
sre-48,1,1,1,1,1,1,1,1,67,34
Y39G8B.5,1,1,1,1,101,1,1,1,1,1
Y39G8B.9,12,1,1,1,2,8,10,13,42,16
Y39G8B.10,1,1,1,1,9,1,9,26,9,51
xrn-1,11,22,22,18,15,5,3,4,2,3
Y39G8C.2,1,1,1,1,101,1,1,1,1,1
Y40B1A.1,15,15,14,12,11,7,6,9,13,5
Y40B1A.2,1,32,44,1,7,1,1,19,1,1
Y40B1A.3,14,17,29,14,6,8,5,8,3,1
sptf-3,15,9,25,16,13,7,4,1,7,7
eif-3.J,13,17,14,14,12,9,6,5,7,7
Y40B1B.7,18,17,17,17,13,8,5,6,2,3
slc-25A46,6,3,3,3,11,12,22,23,13,10
Y40H4A.2,1,101,1,1,1,1,1,1,1,1
Y40H7A.4,1,1,1,3,19,11,7,5,27,33
faah-6,1,1,1,101,1,1,1,1,1,1
Y41C4A.6,55,1,37,1,1,1,2,1,8,1
Y41C4A.8,25,6,15,11,12,12,9,5,4,5
Y41C4A.9,16,19,17,17,13,7,4,4,3,4
Y41C4A.11,51,7,20,10,3,1,8,3,3,1
Y41C4A.12,1,14,1,4,4,4,11,4,4,59
sup-1,2,2,3,2,2,3,2,2,13,75
Y41C4A.17,1,3,1,1,1,10,5,5,45,35
Y41E3.1,10,14,19,17,17,9,7,5,4,5
atln-2,1,1,1,1,1,26,21,24,26,6
Y41E3.6,1,1,1,1,1,1,1,9,53,39
Y41E3.7,10,14,16,13,12,11,7,8,8,7
Y41E3.8,13,16,18,17,13,9,7,5,4,4
fcd-2,24,28,18,21,7,2,3,2,1,1
eef-1B.2,7,8,8,9,9,9,10,12,18,15
hrpu-1,16,16,17,14,12,7,7,5,7,5
srt-47,1,1,1,1,1,1,1,1,101,1
srt-50,1,101,1,1,1,1,1,1,1,1
Y42A5A.1,1,1,1,26,13,1,63,1,1,1
lact-8,25,2,1,7,7,10,2,16,19,17
Y42A5A.3,1,4,16,16,3,9,3,17,2,36
cdkl-1,1,1,1,1,1,27,19,17,17,23
Y42A5A.5,5,23,12,12,19,21,7,4,3,1
nspd-7,1,91,1,1,1,10,1,1,1,1
Y43C5A.2,1,1,1,1,5,8,47,7,19,17
Y43C5A.3,1,1,1,1,1,1,1,101,1,1
Y43C5B.3,1,1,1,1,51,51,1,1,1,1
Y43D4A.1,1,51,1,51,1,1,1,1,1,1
Y43D4A.2,1,1,1,1,101,1,1,1,1,1
Y43D4A.5,1,1,42,42,7,2,4,7,1,1
Y43D4A.6,1,1,1,1,26,1,1,76,1,1
Y43E12A.2,2,2,8,4,3,3,3,9,29,42
Y43E12A.3,1,1,1,1,1,6,56,36,5,1
Y43F4A.1,3,6,10,6,17,11,10,18,9,16
set-25,19,14,12,14,15,10,9,6,5,2
Y43F4B.5,13,15,9,9,8,9,19,16,4,3
Y43F4B.7,20,12,18,11,10,7,5,6,10,5
Y43F4B.9,18,13,16,14,11,11,5,9,6,3
Y43F4B.10,20,18,17,18,13,7,4,4,2,2
nceh-1,1,1,1,1,1,101,1,1,1,1
Y43F8A.5,1,1,1,1,1,1,1,1,78,23
Y43F8B.1,1,1,1,1,1,2,2,6,26,65
Y43F8B.2,20,27,21,19,6,4,4,1,1,1
Y43F8B.3,26,26,11,4,8,11,8,11,1,1
phy-4,28,1,1,1,1,19,10,14,32,1
scl-21,1,1,1,1,1,1,1,101,1,1
Y43F8B.7,3,5,6,8,12,12,12,35,3,8
Y43F8B.9,1,8,27,31,16,4,6,4,4,2
Y43F8B.10,1,1,1,1,31,3,1,1,1,67
Y43F8B.11,1,1,1,1,1,1,1,1,1,101
Y43F8B.12,1,1,1,1,1,1,101,1,1,1
Y43F8B.13,1,22,1,22,1,1,22,6,22,11
Y43F8B.14,1,1,1,1,1,1,4,52,26,19
Y43F8C.3,3,1,6,6,10,21,17,14,17,11
dyf-19,12,6,4,1,2,16,11,15,17,26
Y43F8C.6,20,16,15,9,12,9,11,6,5,2
Y43F8C.7,16,16,19,16,11,7,5,5,6,4
mrps-28,11,12,15,18,16,10,7,6,5,4
Y43F8C.9,53,1,42,1,6,1,1,1,1,1
dmd-3,2,21,7,34,32,6,1,1,1,1
Y43F8C.13,30,4,18,18,2,4,1,10,1,16
ani-3,29,8,21,5,7,7,1,7,3,16
Y43F8C.16,1,1,1,1,1,101,1,1,1,1
grsp-1,1,1,1,1,34,1,1,67,1,1
Y43F11A.1,26,3,5,4,23,13,14,13,2,2
Y43F11A.4,1,1,1,1,1,1,1,101,1,1
set-24,59,15,9,9,4,2,5,2,1,1
srxa-15,1,1,1,1,58,15,29,1,1,1
Y44A6B.3,1,1,1,1,1,1,1,101,1,1
Y44A6C.1,5,6,6,7,8,13,15,13,16,16
Y44A6C.2,49,1,10,1,4,9,7,16,2,5
Y44A6D.2,2,1,3,3,1,8,19,6,41,22
Y44A6D.3,1,1,1,1,1,6,20,17,29,30
pbo-5,1,1,1,1,1,3,5,30,35,28
Y44F5A.1,15,21,19,17,15,8,3,4,2,1
Y45F3A.1,14,13,8,10,16,16,15,3,1,9
acdh-11,9,9,9,7,8,10,12,15,14,11
Y45F3A.4,13,3,10,11,4,10,17,8,17,12
Y45F3A.8,1,5,1,3,7,12,26,7,38,5
Y45F3A.9,7,12,12,16,13,8,11,8,10,8
afmd-2,21,12,20,4,4,7,7,10,5,15
seld-1,10,14,15,15,17,9,8,2,11,4
tbc-9,23,15,16,14,9,7,5,5,6,6
Y45F10A.7,3,2,3,2,2,3,5,18,38,31
Y45F10B.9,1,1,1,1,1,1,1,1,1,101
Y45F10B.13,1,1,1,1,1,3,12,24,32,32
