,90_160,160_210,210_270,270_330,330_390,390_450,450_510,510_580,580_650,gt_650
clec-258,164,1967,164,492,492,492,1639,164,3607,820
srt-45,714,714,714,714,714,2143,2143,714,714,714
M162.5,5167,2333,833,167,167,167,333,500,167,167
fbxa-118,435,435,435,435,870,1739,2174,2609,435,435
M163.1,1739,1723,1935,1894,1529,500,387,182,73,37
ztf-14,47,140,47,140,186,326,2558,4744,1628,186
M163.6,2500,312,4375,625,312,312,625,312,312,312
M163.7,667,667,3333,1333,667,667,667,667,667,667
M163.8,2913,1359,1456,1262,291,680,485,777,485,291
gss-1,948,1422,1907,1806,835,734,655,576,271,847
chch-3,513,826,1035,1066,905,961,888,1103,1045,1659
M176.4,427,1200,918,1041,1157,1121,1186,1287,962,701
M176.5,1635,673,962,1058,481,481,962,1635,2019,96
chil-13,714,714,714,714,714,1429,714,714,714,2857
M176.11,524,1889,1813,2026,1358,744,410,432,607,197
M195.2,597,746,149,299,149,448,896,2090,1343,3284
M199.2,940,1747,1775,1756,2111,1036,259,144,67,163
M199.7,182,1455,1455,2000,545,909,1091,364,727,1273
nduo-6,756,993,1246,1143,1116,1076,946,936,921,867
ndfl-4,1292,893,902,828,1123,1120,1012,1028,1110,693
nduo-1,692,964,1222,1088,1075,1105,1000,882,939,1033
atp-6,738,1083,1315,1074,969,997,895,864,995,1071
nduo-2,632,1095,1230,1094,1145,1137,875,836,961,995
ctc-3,777,1233,1495,1364,1215,1036,788,729,724,637
nduo-4,546,1042,1217,1060,1102,1145,1031,927,952,979
ctc-1,706,926,1113,1014,1092,1089,1005,985,1055,1014
ctc-2,1001,914,1134,1057,1162,1114,994,939,901,784
nduo-3,899,749,882,813,976,1018,1092,1361,1292,917
nduo-5,525,956,1174,1061,1168,1203,1097,1057,895,865
R01E6.2,337,96,96,144,433,1154,2356,2596,1298,1490
glb-20,130,130,130,130,649,2727,130,130,130,5714
R01E6.7,233,698,930,233,1163,1163,465,233,465,4419
R01H10.4,625,500,500,500,125,500,1125,3125,500,2500
rip-1,1103,1691,1103,1250,735,1397,515,882,588,735
bbs-5,2994,955,318,382,892,318,828,892,1019,1401
R01H10.7,1386,1337,1089,990,1188,990,1040,1881,50,50
R02D5.1,3155,1551,2301,1428,450,274,117,287,235,202
R02D5.3,435,435,435,435,435,435,1739,870,2609,2174
blos-8,2351,1417,1076,1219,1050,835,707,559,443,343
flp-32,3486,153,331,331,254,280,941,2112,1272,840
mocs-1,244,244,244,244,488,732,1951,976,488,4390
nkat-3,1432,936,1256,1134,1211,1267,650,518,826,771
R03A10.5,1269,224,821,970,224,224,970,1642,597,3060
sprr-1,159,1111,1905,1905,952,1429,317,794,952,476
R03C1.1,2900,200,100,100,500,300,1500,1800,1200,1400
metr-1,2389,990,1331,1126,273,341,68,785,1433,1263
R03D7.2,2312,1792,925,1561,1272,1098,405,173,347,116
R03D7.4,1001,964,889,760,691,610,712,1172,1643,1558
R03D7.5,122,122,122,244,244,1220,1585,2195,2317,1829
vha-20,1920,1400,1177,1150,952,860,809,593,650,490
lgc-25,37,332,2546,2472,517,148,664,332,923,2030
ceh-90,476,476,476,952,952,952,476,476,4286,476
R03G8.3,200,200,200,200,400,400,600,2600,3600,1600
nhr-205,1346,1346,769,577,1731,577,385,1538,192,1538
R04B5.5,6,13,6,13,57,127,2548,2930,3134,1166
R04B5.6,3,8,9,12,4,281,3757,3530,1735,661
R04B5.7,500,500,500,500,500,500,4500,500,1500,500
ugt-47,588,588,588,588,2941,1176,1765,588,588,588
R04D3.2,1739,652,435,435,1087,870,870,1739,1957,217
R04D3.3,2632,526,526,526,2105,526,1579,526,526,526
R04D3.4,6215,777,1255,817,299,259,139,60,20,159
srxa-8,270,270,270,270,541,270,1081,1081,1622,4324
hpo-30,70,70,70,70,70,70,140,559,3986,4895
R04F11.2,472,655,605,638,673,891,1185,1280,1605,1996
R04F11.3,2401,2032,1563,1555,992,432,332,354,189,151
R04F11.5,494,1361,1280,1652,1205,1110,826,718,745,609
R05A10.1,909,909,909,909,909,909,1818,909,909,909
R05A10.2,238,238,238,238,476,1429,952,4048,1905,238
R05A10.4,250,250,250,250,500,500,750,250,500,6500
R05D7.1,2,27,82,102,502,1896,2146,1798,1706,1738
R05D7.2,143,143,143,143,429,857,1286,1286,1571,4000
R05D7.3,76,106,455,591,1667,1864,818,758,1682,1985
abhd-11.2,870,1336,1551,1851,1391,1005,607,539,453,396
R05D7.5,3604,1777,812,254,203,812,914,355,711,558
R05D11.4,963,1805,1765,1788,1429,822,351,393,359,326
R05D11.5,1627,1885,2064,1815,1124,573,320,263,225,104
paxt-1,1271,1935,1770,1689,1260,809,429,292,380,165
snrp-27,1286,1874,1580,1641,1060,721,475,242,507,614
edc-3,1378,1327,1481,1216,1550,985,608,839,385,231
R05D11.9,1795,1897,1868,1551,1083,663,342,330,191,281
R05H5.3,2337,955,1281,879,1055,653,603,804,1307,126
R05H5.4,1787,1362,1617,1957,383,511,553,213,1064,553
R05H5.5,829,1114,1549,1522,870,530,557,978,1318,734
R05H5.7,147,147,147,147,147,1029,588,147,4559,2941
rbm-28,1346,2050,1644,1847,1278,681,186,490,253,225
R05H10.3,1640,1230,1293,1861,1104,1009,631,379,599,252
gpx-2,1733,1424,1523,1556,1313,927,309,430,397,386
R06A4.2,2393,2211,1643,1569,824,426,341,63,279,250
sdz-26,4460,504,72,288,288,647,576,719,576,1871
agl-1,1203,1279,1462,1252,1324,1167,559,309,577,868
pfs-2,2431,1616,1529,1273,1077,519,539,418,343,256
arrd-11,714,714,3571,714,714,714,714,714,714,714
arrd-13,238,238,952,952,3095,1429,476,1429,952,238
arrd-14,329,197,526,329,1645,4671,1118,789,66,329
R06B9.5,909,909,909,909,909,909,909,909,909,1818
fdps-1,1217,1275,1686,1657,1362,816,614,739,324,309
R06C1.4,1071,922,1088,1055,1317,1128,926,1014,858,622
R06C1.6,33,132,33,99,461,1546,2467,1875,1151,2204
wago-1,856,781,378,605,1008,4660,1385,76,126,126
R06C7.2,5000,508,424,593,678,593,1017,678,424,85
cpg-3,3385,154,154,308,462,462,615,154,3077,1231
adsl-1,852,1574,1596,2011,1513,863,516,383,451,242
R06C7.6,2234,2311,1803,1556,863,385,277,247,77,247
ztf-15,2883,631,2703,1712,811,450,180,90,450,90
vps-11,2198,1566,1504,1495,1094,854,436,418,258,178
set-14,957,1927,1604,1725,1119,418,633,499,350,768
ceh-62,2917,208,1458,1875,625,208,625,208,208,1667
msrp-7,500,500,500,500,500,500,500,5500,500,500
R06F6.8,1318,1431,1347,1507,1356,970,650,358,518,546
tag-209,3438,781,2656,2031,312,156,156,156,156,156
R07A4.2,1346,192,192,192,1346,1346,769,962,3269,385
R07A4.3,667,1333,667,667,667,667,1333,2667,667,667
R07A4.4,238,476,952,714,1190,476,476,3810,952,714
scav-5,833,833,833,833,833,1667,1667,833,833,833
R07B1.5,312,625,625,312,625,625,1875,625,3438,938
R07B1.6,1452,323,161,484,645,645,1774,161,2581,1774
R07B1.7,1624,3504,1538,1795,342,171,598,85,256,85
R07B1.9,1098,2439,854,854,488,854,122,1341,732,1220
R07B1.11,588,588,588,588,588,1176,4118,588,588,588
glo-1,385,1538,385,769,2308,385,1538,769,1538,385
srsx-21,909,909,909,909,909,909,1818,909,909,909
R07B7.2,3944,423,1408,704,423,986,1268,563,141,141
kmo-2,1536,663,1506,1416,663,1235,1054,301,843,783
kmo-1,303,606,303,606,606,909,606,606,5152,303
R07B7.6,333,1000,333,333,667,2667,3667,333,333,333
R07B7.8,1067,1750,2050,2217,1967,433,83,100,233,100
R07B7.9,1553,559,932,807,621,683,1615,1242,932,1056
R07B7.10,3340,1586,966,1409,1773,276,118,148,227,158
gana-1,292,856,803,1295,3600,2489,492,46,81,44
R07B7.12,227,909,455,682,2955,3182,909,227,227,227
nhr-206,3585,189,189,1132,755,189,189,755,1321,1698
nhr-207,213,213,213,638,213,426,3830,1702,1277,1277
nhr-208,250,1250,1250,1750,500,250,1250,2500,250,750
nhr-209,94,755,566,94,472,1321,3491,1604,566,1038
R07D5.2,244,976,1951,244,732,488,976,3171,488,732
R07E3.1,880,648,787,463,1250,787,1111,1065,833,2176
R07E3.2,1184,531,449,286,1429,1102,1755,1020,1592,653
cut-5,130,779,130,130,2727,1429,909,1429,2208,130
R07E3.4,557,802,515,565,565,1097,1291,903,1266,2439
acl-5,1817,726,1439,935,1052,1784,1104,258,246,640
R07E3.6,118,471,118,118,588,235,941,3294,3529,588
R07E3.7,14,285,244,271,651,2605,3474,923,841,692
R07E5.1,1410,1570,2281,1848,1304,694,411,255,166,61
prdx-3,315,588,762,783,827,1112,1250,1570,1422,1371
snfc-5,1741,2052,1556,1653,1070,591,376,404,320,238
R07E5.4,192,769,1346,385,192,769,385,2500,962,2500
R07E5.5,400,400,3600,400,400,400,400,400,400,3200
R07E5.7,1558,1549,1512,1521,1150,705,714,343,380,566
pdcd-2,1046,1615,1492,1638,1460,861,533,434,451,471
R07E5.11,780,1249,1280,1675,1238,978,697,718,718,666
mpc-1,671,1225,1232,1434,1441,1232,1146,509,719,392
R07E5.17,1211,1056,652,901,932,870,839,1988,901,652
cpt-2,931,417,568,543,571,530,887,1483,1912,2158
nuaf-3,676,911,814,892,743,1194,1053,870,1277,1571
sdz-27,7321,400,257,315,86,439,429,219,372,162
fbxb-79,833,2500,833,833,833,833,833,833,833,833
R07H5.8,2763,1626,1764,1442,1105,413,192,214,228,254
R07H5.9,5909,455,152,455,1212,152,303,1061,152,152
zip-6,833,833,833,833,833,833,1667,1667,833,833
R07H5.11,667,1238,190,762,857,762,1143,2476,1238,667
R08A2.5,286,286,286,286,1143,1429,857,3143,1143,1143
R08A2.7,526,526,526,1053,526,526,2632,526,1579,1579
R08B4.3,1574,1459,1411,1373,1530,1200,717,349,261,126
R08B4.5,99,297,1980,2079,396,396,1683,891,792,1386
R08D7.1,2622,1688,1231,1231,1178,637,318,563,287,244
R08D7.2,1250,1670,1930,1500,1000,770,580,740,400,160
R08D7.4,744,1137,1387,1534,1272,1076,618,560,1018,654
R08D7.5,2280,1469,1056,1199,977,818,389,707,548,556
pde-2,1626,922,1383,850,1173,1303,939,518,558,728
R08D7.7,23,68,68,68,91,2000,4523,1523,1295,341
R08H2.10,909,909,909,909,1818,909,909,909,909,909
R09A8.2,6875,208,208,208,417,208,1250,208,208,208
R09A8.5,610,122,488,793,488,305,1402,2317,1768,1707
R09B3.2,5706,1152,987,729,362,204,224,271,217,150
R09B3.3,2254,1627,1501,1547,1244,747,400,299,220,161
chil-15,556,556,556,556,556,1111,3333,1667,556,556
chil-20,909,909,909,909,909,1818,909,909,909,909
chil-23,370,1481,1481,370,741,1852,1481,370,741,1111
R09D1.12,1250,312,312,312,312,312,938,4375,1562,312
R09D1.13,125,125,125,125,125,125,8625,125,125,375
R09E10.1,667,167,167,167,167,500,1000,1667,3333,2167
R09E10.5,1068,356,680,841,744,453,453,1230,2427,1748
R09E10.6,4500,500,1500,500,500,500,500,500,500,500
R09H10.1,833,833,833,833,833,833,833,833,2500,833
R09H10.2,123,741,123,370,370,247,370,1111,864,5679
R09H10.3,197,394,1502,1034,74,714,1059,813,2192,2020
R09H10.5,79,476,952,873,1190,159,952,2857,2222,238
R09H10.6,370,370,370,370,370,370,1852,2222,370,3333
R09H10.7,769,769,769,769,769,769,3077,769,769,769
R10D12.1,4412,294,294,294,882,588,1176,294,1176,588
R10D12.6,909,909,909,909,909,1818,909,909,909,909
R10D12.7,476,476,476,476,476,476,952,476,2381,3333
R10D12.8,382,1412,1008,1412,1465,1847,1507,626,96,244
swt-6,250,500,250,250,750,1000,1250,1250,1500,3000
R10D12.10,667,667,667,667,667,1333,667,3333,667,667
srh-24,769,769,769,769,1538,1538,769,769,769,1538
algn-13,1119,1590,849,1051,782,1267,714,526,1226,876
R10D12.13,1683,1503,1977,1683,784,621,343,605,196,605
sao-1,2677,1466,1558,1594,955,475,429,283,279,283
srw-145,435,435,435,435,435,435,870,435,5652,435
R10E4.1,1598,2171,1585,1590,1002,660,424,342,329,299
R10E4.3,1538,3077,1538,1538,769,256,513,256,256,256
nth-1,837,1366,2379,1806,1233,573,529,220,837,220
R10E4.6,2564,513,256,256,1026,256,256,2821,256,1795
R10E4.7,222,1333,2444,889,889,667,889,2222,222,222
R10E4.9,2440,1399,1657,1338,1176,542,455,354,363,275
R10E4.11,4043,1064,993,780,1277,496,284,71,71,922
R10E8.1,217,217,217,435,1304,652,652,1957,3261,1087
R10E8.2,909,909,909,909,909,909,1818,909,909,909
R10E8.6,588,4118,588,588,588,588,1176,588,588,588
R10E8.8,312,312,312,312,312,312,625,1250,5938,312
R10E9.2,1807,361,1084,241,120,361,3494,1928,482,120
R10E9.3,4294,1902,920,552,184,245,123,736,245,798
usp-46,1415,1680,954,1022,1335,905,695,683,689,622
R10E11.5,357,714,357,714,714,1429,1071,714,2857,1071
R10E11.6,929,1749,1058,1512,1317,799,713,756,238,929
srxa-10,588,588,588,1176,1765,588,588,588,1176,2353
R10E11.9,2065,1522,326,217,870,326,761,652,109,3152
R10E12.2,1271,1515,1633,1789,1571,1062,405,161,252,341
R10H10.3,909,455,303,152,606,758,1212,1818,2424,1364
R10H10.4,476,476,476,476,476,476,3333,2857,476,476
R10H10.6,1728,912,1008,784,800,1136,1344,1056,880,352
R10H10.7,127,949,1424,1551,1234,1487,1551,759,728,190
slc-25A21,6024,1108,892,651,265,169,289,217,217,169
R11.2,667,1333,667,667,2000,1333,1333,667,667,667
R11.4,5864,623,255,142,425,425,737,283,907,340
nud-2,1392,1259,974,1136,1097,992,780,978,762,629
R11A5.3,7329,454,566,384,192,181,237,255,199,202
pck-2,996,683,772,706,829,879,1343,1608,1277,908
R11A5.6,526,526,526,526,526,526,1053,4737,526,526
suro-1,164,984,164,656,492,164,1148,164,5902,164
R11A8.1,270,2432,1081,811,811,1081,1081,270,1081,1081
gkow-1,1754,1557,1562,1464,1288,674,384,334,400,581
ugt-59,1932,568,909,1136,114,341,682,341,2159,1818
pges-2,451,732,752,709,914,1144,1176,1358,1342,1421
R11A8.7,1497,1202,1549,1247,1102,739,598,884,762,421
mpz-5,745,2609,3043,1553,1118,311,248,62,186,124
R11D1.1,978,2178,911,1200,1200,1578,756,711,200,289
R11D1.7,500,500,500,500,500,1000,1000,4500,500,500
mrpl-49,780,1237,1122,1491,1291,964,718,761,868,768
R11D1.10,1310,1845,1597,1519,1232,798,555,443,458,243
R11H6.2,1735,1830,1747,1753,1287,680,331,266,220,150
glb-22,909,909,909,909,909,909,1818,909,909,909
R11H6.4,2500,2188,625,2188,312,312,625,312,625,312
R11H6.5,2238,1569,1391,1360,1036,617,408,638,136,607
R12G8.1,169,169,169,169,169,339,169,1356,2203,5085
R12H7.4,244,732,732,732,2195,976,732,732,2683,244
npax-3,5000,417,417,417,417,833,417,417,417,1250
best-15,526,526,526,526,1579,1579,1053,526,526,2632
miz-1,960,1325,1437,1670,1492,1086,690,571,535,234
cnnm-5,1964,1607,714,714,714,714,536,2679,179,179
nphp-4,109,1413,109,435,870,652,1413,761,2935,1304
pho-8,500,500,500,500,1000,1500,4000,500,500,500
R13H4.5,96,193,225,289,547,579,418,129,1768,5756
R13H4.6,909,909,909,909,909,909,1818,909,909,909
R13H4.7,588,588,588,588,588,1176,4118,588,588,588
R13H4.8,68,68,68,68,136,1361,1224,952,884,5170
fbxb-85,2461,2145,1922,1710,1104,415,52,98,36,57
pde-12,1391,1646,1757,1663,1325,840,485,384,429,80
R17.3,588,588,588,588,2353,1765,588,588,588,1765
R31.2,57,29,53,74,395,1687,1736,2059,1466,2445
flad-1,1027,1197,1404,1367,1109,1013,990,880,399,613
dtmk-1,1726,1668,1673,1625,815,421,522,384,336,831
R53.4,684,583,689,712,741,842,1115,1126,1452,2058
R53.5,1414,328,884,657,480,884,783,505,2071,1995
psf-1,2364,1991,1963,1461,573,100,444,287,802,14
aakg-5,631,282,432,449,515,615,880,980,1777,3439
R74.2,2532,844,844,130,325,390,1299,584,909,2143
asd-1,1962,1205,1056,666,654,792,528,757,1251,1130
pelo-1,774,1573,1601,1698,1379,919,565,535,637,319
R74.7,847,1822,1838,1611,1417,875,349,415,410,415
R74.8,600,593,629,735,909,1811,1325,1108,1417,874
R90.1,39,76,169,280,1129,2005,2028,1834,1559,880
ttr-27,833,833,833,2500,833,833,833,833,833,833
ttr-28,400,400,400,400,800,800,400,5600,400,400
ttr-29,60,539,2395,2874,3174,479,299,60,60,60
glb-24,81,81,726,726,323,645,242,81,3790,3306
R102.1,13,13,13,13,13,13,64,1967,4291,3602
R102.2,31,92,31,61,61,520,1743,2905,1529,3028
R102.4,768,1189,1451,1639,1320,749,496,384,1330,674
R102.5,472,1006,921,923,1232,645,652,812,1251,2086
R102.6,909,909,909,909,1818,909,909,909,909,909
glb-21,385,385,385,385,385,1154,385,1154,4231,1154
R102.10,3333,333,333,333,667,333,333,3667,333,333
R107.2,724,623,706,687,632,1118,2566,1201,999,742
ikke-1,955,800,731,697,749,1480,2134,972,792,688
R107.5,1413,942,1247,1258,1085,876,1220,633,610,718
R166.2,1803,2274,2007,1434,764,346,315,306,266,484
R166.3,1423,1750,1503,1728,1289,697,383,494,356,376
mnk-1,319,1298,1057,1393,705,530,893,1492,1479,833
R186.1,152,707,455,455,101,152,1414,2500,1338,2727
R186.3,1617,1974,1953,1815,1015,521,337,244,291,233
mpst-7,455,455,455,455,909,455,455,1818,2727,1818
pnn-1,1661,1562,1505,1542,1045,845,437,442,482,477
R186.8,716,1290,1102,1182,1222,977,892,1199,653,767
T01B4.3,12,47,12,83,767,3550,3538,1226,377,389
T01B7.5,2186,1374,1708,1453,1024,625,357,445,406,422
trcs-2,1195,1020,1299,1490,1044,757,518,924,821,932
T01B7.8,77,77,77,77,308,769,1769,1077,2846,2923
T01B7.9,909,318,182,364,182,909,955,273,2500,3409
mbr-1,333,333,333,667,1000,667,333,1000,1667,3667
T01C1.4,1216,135,946,946,405,405,2162,1081,946,1757
cdt-2,3769,1842,1949,1349,600,128,86,150,21,107
T01C3.2,1676,2209,1476,1354,943,466,333,311,633,599
T01C3.3,222,3778,222,889,889,889,444,222,222,2222
fil-1,556,556,556,556,1667,556,1111,556,3333,556
irld-14,909,1818,909,909,909,909,909,909,909,909
mut-15,813,1675,1675,1606,1358,915,675,606,291,386
T01C3.9,1519,1451,1474,1542,1406,658,635,612,522,181
T01C3.11,137,1233,137,548,1918,822,411,959,2192,1644
T01D3.1,1327,708,88,354,796,531,1858,1681,1327,1327
hlh-34,123,741,494,247,370,1358,1975,617,3333,741
T01D3.3,2009,726,513,470,427,427,684,2350,897,1496
zipt-9,2122,1629,1629,1574,1307,681,395,426,97,140
T01D3.6,1239,885,796,1858,796,1416,619,796,1239,354
T01E8.1,98,86,86,141,337,778,1476,2241,2578,2180
nrde-2,2092,1010,1319,1224,1171,796,576,398,998,416
mrps-14,430,745,1047,1218,1204,1238,959,952,1027,1181
T01E8.8,219,164,55,55,109,710,820,383,4699,2787
T01G1.2,25,17,54,47,17,72,52,362,2820,6533
sec-31,809,1478,1459,1687,1589,1236,870,603,156,112
T01G5.1,455,455,455,455,1818,1364,1364,455,1364,1818
T01G5.7,4500,500,500,500,500,1500,500,500,500,500
T01G9.2,1260,1473,1431,1386,967,708,729,705,653,689
dma-1,59,340,64,677,2087,2142,2101,1773,586,170
T01H3.2,961,1843,2039,1569,1235,745,569,373,373,294
T01H3.3,1324,1320,1959,1654,1328,676,607,371,550,212
perm-1,294,294,294,294,588,1176,294,294,6176,294
T01H3.5,190,1203,886,506,1392,1392,1013,443,2595,380
rskn-1,1668,898,1640,1102,982,869,1498,898,311,134
T01H8.2,3347,1271,1102,1483,593,466,424,85,720,508
lgc-13,833,833,833,833,833,833,2500,833,833,833
lgc-14,625,625,625,625,625,625,1250,625,1250,3125
lyst-1,3277,924,84,336,420,1176,588,924,84,2185
cest-1,909,909,909,909,909,909,1818,909,909,909
ocam-1,370,741,370,741,370,741,370,370,4815,1111
T02C1.1,1400,1242,2212,1858,2453,624,90,76,19,25
T02C1.2,541,1081,1622,1351,2162,676,811,676,135,946
snpc-3.4,1765,2234,1519,1958,1127,558,236,305,196,102
tftc-5,1915,1794,1930,1772,1029,586,355,146,139,333
T02D1.4,588,588,588,588,588,588,1765,1176,588,2941
npr-26,556,556,556,556,556,556,1111,4444,556,556
T02D1.8,16,5,2,5,5,84,295,814,3529,5247
T02E1.2,1512,1296,1488,1304,1320,760,712,792,344,472
gla-3,4211,737,316,526,632,316,105,1263,105,1789
T02E1.8,196,784,784,588,588,392,980,1176,3137,1373
npr-25,270,270,1892,1892,270,270,270,541,270,4054
dop-5,385,385,385,1538,769,385,1538,1154,385,3077
T02E9.5,925,382,301,386,902,835,1261,1445,2311,1252
T02G6.1,769,769,769,769,1538,769,769,2308,769,769
T02G6.2,64,382,764,1656,3121,2102,382,127,1338,64
T02G6.3,5484,323,1452,1452,161,161,484,161,161,161
T02G6.4,3288,3196,1416,1416,411,91,46,46,46,46
T02G6.5,7053,550,452,354,79,295,255,314,334,314
T02G6.6,8043,217,217,217,217,217,217,217,217,217
mrps-12,564,985,893,1079,1102,1215,1252,1061,1036,813
sbt-1,1616,680,438,785,423,906,997,1269,1662,1224
T03D8.6,1636,848,909,61,606,424,182,606,545,4182
T03E6.8,28,28,28,28,55,83,110,386,3444,5813
qdpr-1,36,758,1155,1119,1408,1697,1047,1227,1336,217
T03F6.3,4525,588,1538,1403,317,543,317,452,90,226
T03F6.4,161,161,161,161,484,323,484,806,161,7097
T03F6.6,625,3125,625,1250,1250,625,625,625,625,625
T03F7.5,333,333,333,333,333,333,333,667,3000,4000
T03F7.6,455,455,455,455,455,455,455,2273,4091,455
T03F7.7,105,1474,421,211,316,947,737,105,1368,4316
ppat-1,145,290,2029,2319,580,435,145,1014,580,2464
T04A8.6,1738,1789,1654,1518,1319,748,350,302,353,229
T04A8.7,734,562,625,672,641,1219,969,1344,1516,1719
T04A8.8,2947,1506,1310,1173,932,561,352,332,476,411
sel-13,1377,2028,1521,1645,952,521,488,550,497,421
mrpl-16,359,967,1109,1190,1212,1076,1005,940,788,1353
T04A8.13,233,5581,233,930,930,465,233,930,233,233
him-18,2074,1662,1607,1566,1030,563,604,110,151,632
T04B2.3,13,39,26,39,37,118,3968,4198,1223,340
ipla-7,128,256,1538,1154,641,513,897,1667,1795,1410
T04B2.7,909,909,909,909,909,909,1818,909,909,909
T04C10.3,357,714,714,714,357,714,357,714,5000,357
T04C12.1,1566,303,505,455,354,657,1313,505,2374,1970
T04C12.3,135,676,135,541,541,811,1622,1216,3919,405
T04C12.7,909,909,909,909,909,1818,909,909,909,909
T04C12.8,213,1064,1277,1064,426,638,638,851,2128,1702
T04D3.1,3583,1337,2406,535,374,374,374,321,160,535
sdz-30,8301,372,64,71,122,109,321,173,346,122
pde-1,228,98,98,33,130,699,1382,1220,2618,3496
T04D3.5,1282,1806,1832,1927,1417,1139,420,101,35,43
T04D3.8,833,833,833,833,833,833,833,833,833,2500
T04F3.1,541,1441,1712,1261,1171,360,811,1351,1261,90
T04F3.2,109,326,435,1630,5109,652,1304,109,109,217
T04F3.4,34,241,756,515,137,1031,1306,1512,2921,1546
sfxn-1.5,2262,872,2153,1826,1226,436,218,82,82,845
T04F8.2,1138,1158,1237,1262,1508,1119,853,537,355,833
T04F8.3,250,750,250,250,1750,1000,750,1000,1250,2750
cutl-11,75,451,75,827,226,902,677,1729,2707,2331
T04F8.6,388,431,551,681,968,695,2095,2373,1040,777
T04F8.7,4870,909,130,130,130,455,195,2208,130,844
T04F8.8,694,694,1111,556,972,2222,2778,694,139,139
T04F8.9,90,721,811,270,1171,631,1171,2613,1712,811
T04H1.2,1101,1225,1034,1079,1393,843,697,966,719,944
ttr-22,667,667,667,667,667,667,667,667,667,4000
T04H1.5,2448,2329,2039,1869,711,170,113,88,69,164
ugt-55,769,769,769,769,769,769,769,769,3077,769
ugt-56,312,625,312,312,938,1562,625,938,1562,2812
lron-14,250,250,500,250,500,1000,250,2000,4250,750
T05A1.5,667,667,667,667,667,3333,1333,667,667,667
irld-47,357,357,357,357,714,2143,2143,2500,357,714
ttr-14,909,1818,909,909,909,909,909,909,909,909
vap-2,526,526,526,526,526,1053,1579,3684,526,526
T05A10.6,323,323,323,323,323,645,4839,323,645,1935
T05B9.1,1184,845,1570,1425,1280,1232,628,314,821,700
T05B9.2,909,909,909,909,909,909,1818,909,909,909
T05C12.1,909,909,909,909,909,909,1818,909,909,909
decr-1.3,7250,250,250,250,250,250,750,250,250,250
T05C12.4,189,755,1132,1698,1132,943,755,1887,1321,189
dylt-3,1212,1212,1212,1212,1212,1515,303,758,152,1212
T05C12.8,714,714,714,1429,714,1429,714,714,714,2143
T05C12.11,139,46,15,15,15,77,586,3040,2978,3086
aldo-1,90,124,134,125,171,236,948,1832,2822,3520
T05D4.2,6614,1654,757,343,232,111,116,84,44,44
T05D4.3,1341,122,1098,1098,366,610,1220,1220,244,2683
T05D4.5,625,625,625,625,625,625,4375,625,625,625
T05E11.2,147,23,46,77,54,8,216,1737,3205,4486
enpl-1,1928,2012,2317,2077,833,279,150,190,109,105
imp-2,1253,1921,2061,2030,1571,586,261,146,79,91
hpo-4,3137,1765,1618,1373,490,294,147,588,245,343
T05E11.8,2008,1124,2610,1687,944,522,341,341,161,261
srbc-14,909,909,909,909,909,909,1818,909,909,909
T05E12.6,357,2857,357,1071,1071,1429,1786,357,357,357
nra-2,1241,1560,1764,1526,1156,1486,738,272,209,49
T05F1.2,2733,800,400,467,533,600,733,533,2800,400
T05F1.4,1163,1667,1456,1839,1567,866,469,228,369,376
T05F1.7,227,227,227,227,227,909,5227,2273,227,227
T05F1.8,78,78,78,78,78,78,3516,3359,2422,234
T05F1.9,238,238,238,238,476,714,1667,238,1667,4286
T05F1.11,137,1062,1050,1404,1587,1221,1130,1039,696,674
T05F1.13,1234,1575,1710,1840,1150,686,471,551,478,306
T05G5.1,179,876,837,1267,1963,1386,1105,779,776,832
T05G5.4,323,1935,1613,2581,968,645,645,645,323,323
T05G5.5,1220,1683,1451,1207,939,866,695,598,195,1146
rmd-1,411,479,342,342,1438,1233,1096,479,1301,2877
vps-53,1207,1584,1366,1333,1500,847,553,712,570,327
gcc-2,2128,1358,1560,1138,1174,862,734,385,404,257
pzf-1,3158,526,526,526,1053,526,526,526,526,2105
T05H10.1,978,1066,1299,1416,891,715,307,555,788,1985
T05H10.3,271,333,457,356,379,418,449,1734,1641,3963
T05H10.4,2358,2081,2046,1747,1185,171,127,140,78,68
pdha-1,1058,565,1091,938,653,694,764,1187,1365,1685
gpcp-2,531,1335,504,831,1079,1379,1609,1034,831,866
T05H10.8,147,294,2206,2353,1029,294,2206,735,588,147
fbxa-197,5200,400,400,400,400,800,400,1200,400,400
T06C12.9,588,588,588,588,588,588,588,588,588,4706
cgt-1,88,442,1062,1504,177,354,619,1150,3628,973
T06C12.12,5000,185,556,370,370,370,556,556,556,1481
nhr-213,137,137,274,137,274,959,959,1096,5890,137
srap-1,625,1250,625,625,1250,1250,625,1250,625,1875
T06D8.2,714,714,714,714,1429,2857,714,714,714,714
T06D8.3,481,695,535,695,374,695,749,1230,3048,1497
cox-15,372,834,695,944,1882,1636,776,740,880,1239
cchl-1,305,599,980,1049,1157,1241,1012,1085,1234,1339
T06D8.7,1143,1839,1715,1660,1259,816,487,390,470,221
T06D8.9,784,1214,1318,1287,1217,812,659,867,902,940
T06D8.10,217,1739,217,217,1522,652,1957,1957,652,870
rsbp-1,291,629,580,805,1102,987,1073,1245,1582,1705
chaf-1,2953,2396,2051,1413,655,90,115,104,76,148
T06E4.7,200,1000,1400,1400,400,1400,600,800,600,2200
T06E4.8,65,131,654,131,196,588,2222,458,719,4837
