,90_160,160_210,210_270,270_330,330_390,390_450,450_510,510_580,580_650,gt_650
aap-1,1115,2380,1652,1757,1167,597,393,407,151,380
aat-1,2941,471,1294,235,353,824,824,2706,235,118
aat-2,456,658,1157,1077,1695,1506,1318,791,621,720
aat-3,897,959,798,592,700,947,2014,1856,828,409
aat-4,714,714,714,714,714,1429,1429,2143,714,714
aat-5,6,155,11,78,89,211,931,2655,3076,2788
aat-6,714,714,714,714,714,714,2143,714,714,2143
aat-8,233,233,233,233,233,465,465,7209,233,465
aat-9,1045,1404,2137,1635,1252,710,399,311,455,654
abf-1,312,312,312,312,312,312,5938,938,938,312
abf-2,303,303,303,303,606,606,1212,5758,303,303
abf-5,833,833,833,833,833,2500,833,833,833,833
abl-1,737,839,650,786,1167,1034,1369,1587,1290,540
abt-2,250,1750,750,750,2500,1000,500,250,250,2000
abt-4,625,625,625,625,625,1875,3125,625,625,625
abt-5,323,2258,3871,1290,323,645,323,323,323,323
abu-1,435,435,435,435,435,870,1304,870,1739,3043
abu-4,714,714,714,714,714,3571,714,714,714,714
abu-7,667,667,667,667,667,667,667,4000,667,667
abu-8,78,78,78,156,312,938,1172,1328,4062,1797
abu-10,154,154,154,154,462,615,2000,3077,1385,1846
abu-11,85,684,85,85,855,1282,2308,1880,1368,1368
ace-1,17,17,23,28,20,956,2390,2074,2736,1740
ace-2,667,667,667,1333,667,667,1333,667,667,2667
ace-3,271,515,298,136,407,976,1572,976,1436,3415
ace-4,500,500,500,1000,500,2500,1500,1000,500,1500
acn-1,1739,362,507,435,507,1884,1812,1667,870,217
aco-1,2861,1024,1137,1190,919,604,604,779,464,420
aco-2,318,347,332,340,576,879,1479,1534,2065,2130
acr-2,263,1316,526,263,2895,1579,789,526,263,1579
acr-3,625,625,625,625,625,1250,2500,625,625,1875
acr-5,909,909,909,909,909,909,909,1818,909,909
acr-6,769,769,769,769,1538,769,769,2308,769,769
acr-7,161,307,263,453,249,190,351,1754,2632,3640
acr-8,62,23,3,7,16,205,1130,2429,3452,2673
acr-9,345,1724,345,1034,690,345,1379,1724,345,2069
acr-10,345,3793,2414,345,345,345,1379,345,345,345
acr-11,2133,133,133,133,267,1067,400,667,2400,2667
acr-12,822,685,2055,1781,959,274,548,411,959,1507
acr-14,213,1489,213,426,1064,426,1277,426,4255,213
acr-15,18,28,8,26,295,1373,2227,2825,1927,1273
acr-16,13,78,39,26,117,183,808,1838,3507,3390
acr-17,5294,196,196,196,980,196,588,1373,196,784
acr-18,588,1176,588,588,1765,2941,588,588,588,588
acr-19,87,87,3826,3826,957,174,174,174,87,609
acr-20,357,357,357,357,357,357,1071,2143,3571,1071
lgc-11,185,556,185,556,556,370,2037,185,1852,3519
acr-23,244,244,244,244,244,732,488,244,244,7073
act-1,134,320,242,348,305,148,396,1322,2415,4371
act-2,1797,1942,1539,1402,827,409,400,654,664,366
act-3,210,260,200,311,553,730,853,1264,2078,3541
act-4,207,512,463,659,1032,1395,1462,1522,1435,1313
act-5,16,95,540,127,190,873,651,1651,3238,2619
acy-1,45,390,981,1008,1621,2206,1337,1042,964,407
acy-2,303,1818,303,303,303,606,606,3636,1818,303
acy-3,3,48,99,134,987,2373,2768,1252,1143,1194
acy-4,370,1852,370,1481,741,370,741,741,2963,370
add-1,261,435,87,609,522,5043,2174,348,435,87
add-2,486,748,1813,1944,1215,1551,1196,168,449,430
adm-2,1096,844,1121,1134,945,1171,1171,919,617,982
adm-4,2143,476,1786,1012,952,893,595,952,536,655
adr-1,2596,1843,1799,1494,909,437,254,215,228,225
adr-2,1400,1626,1839,1786,1220,822,505,360,241,200
ads-1,419,488,628,744,326,558,1442,1047,1953,2395
adt-1,147,1029,147,147,441,441,588,441,4118,2500
adt-2,1404,351,1404,1053,1579,702,175,702,175,2456
aex-1,263,263,263,789,263,1316,789,1316,4474,263
aex-2,455,455,455,455,455,1364,455,3182,455,2273
aex-3,608,135,2162,1486,811,541,270,1216,608,2162
aex-5,238,238,238,238,1905,2619,1190,714,714,1905
aex-6,1467,1289,1067,1556,978,578,978,267,978,844
age-1,744,717,1448,1245,1475,1218,798,1069,636,650
ags-3,1585,999,1278,1163,790,786,573,397,590,1839
agt-1,590,1216,1649,1567,1575,1090,657,522,627,507
agt-2,1533,1667,1702,1674,1176,709,554,524,227,234
aha-1,693,1011,897,1011,1164,1164,1279,929,681,1170
ahr-1,476,952,476,476,1905,952,2857,952,476,476
aip-1,1804,1601,1651,1574,1067,686,523,276,509,308
air-1,3152,2232,1810,1540,759,94,94,166,31,121
air-2,2588,2496,2114,1853,493,77,62,232,48,37
ajm-1,254,382,520,509,1017,1353,1179,1376,2231,1179
aka-1,1783,1154,1904,1633,1033,756,514,433,265,525
akt-1,662,599,334,435,580,914,1375,1192,1583,2327
akt-2,1214,983,347,347,405,462,1040,636,2775,1792
alg-1,1421,1226,1085,1096,1233,1014,1014,951,497,462
alg-2,2487,1617,1607,1529,1214,580,288,237,180,261
alh-1,1601,814,434,773,882,529,1004,746,1357,1859
alh-3,954,108,43,65,369,672,1323,803,2430,3232
alh-4,1264,1015,1776,1920,694,551,507,594,728,953
alh-5,1875,938,938,312,1562,1250,1562,938,312,312
alh-6,534,881,1267,1311,1355,1333,1101,843,573,804
alh-7,1004,1100,988,1173,1414,1246,932,1010,612,522
alh-8,605,1163,1260,1558,2112,1872,685,198,138,409
alh-9,6015,767,514,421,514,286,379,261,295,548
alh-10,1928,602,1807,1084,1386,783,783,542,663,422
alh-11,1222,1813,2138,1792,1120,794,285,305,367,163
alh-12,4,4,62,58,150,1059,681,889,1671,5423
aly-1,1082,1492,1368,1398,1237,1355,1164,461,278,166
aly-2,1620,2471,1846,1736,729,324,260,226,399,388
aly-3,2340,988,1210,1093,1048,817,657,602,593,652
ama-1,2688,1777,1966,1469,859,311,250,233,228,218
amt-1,4000,2000,500,500,500,500,500,500,500,500
amt-2,588,588,588,1176,588,588,1176,588,3529,588
amt-3,667,667,667,667,667,667,1333,667,1333,2667
amt-4,238,238,238,238,238,2857,2143,1190,952,1667
amx-1,2321,1209,1580,1456,1200,635,485,229,424,459
amx-2,2097,161,1452,1452,323,1129,161,323,1774,1129
amx-3,606,909,606,909,303,1818,909,1212,303,2424
anc-1,545,555,731,714,1268,1302,755,1085,1629,1418
aos-1,916,1574,1232,1548,1510,972,656,462,577,553
apc-2,2486,1913,1616,1384,739,486,370,428,529,51
apc-10,2830,1698,1321,849,849,377,943,566,283,283
apc-11,1984,1686,1707,1577,1163,717,394,212,311,249
ape-1,442,880,766,886,549,612,1813,2400,1151,501
aph-1,1222,1851,1896,1904,1317,687,399,316,188,219
aph-2,1988,2050,1979,1510,1053,529,361,307,103,119
apl-1,219,179,1841,1746,906,504,880,1267,1417,1041
apm-1,1133,400,1667,1567,733,467,633,1500,700,1200
apn-1,1548,1712,1831,1734,1217,715,428,265,384,168
app-1,970,1003,1605,1773,903,602,569,569,1070,936
apr-1,1585,885,1420,1161,848,1190,2465,229,140,76
aps-2,549,1201,1478,1695,1908,1079,415,529,565,581
apg-1,1959,1006,1533,1437,1351,829,580,512,311,484
aps-1,2529,663,1310,1043,899,769,792,670,640,685
apb-1,1438,1650,1710,1673,1270,709,427,507,427,188
apa-2,1573,1497,1602,1672,1234,905,514,330,435,239
apd-3,1669,1082,1641,1351,1280,983,523,764,339,368
apb-3,2032,1938,1813,1569,876,438,272,267,413,382
apm-3,1624,1643,1563,1706,1310,783,510,376,289,195
aps-3,1713,1670,1299,1308,955,559,551,826,491,628
apt-9,4717,566,189,566,566,755,566,189,189,1698
apx-1,2381,2952,2000,381,381,571,286,381,95,571
aqp-1,435,435,435,435,435,1304,3043,435,435,2609
aqp-2,380,1392,1559,1621,1578,1210,945,609,437,269
aqp-3,833,833,833,833,833,833,833,833,833,2500
aqp-4,115,345,575,460,307,1762,1226,1801,1111,2299
aqp-5,333,333,333,333,333,333,1333,333,4333,2000
aqp-6,1111,1481,185,1296,556,741,1481,1481,926,741
aqp-7,23,335,472,528,1417,2799,1778,1106,778,764
aqp-8,667,2000,1333,667,667,1333,1333,667,667,667
aqp-9,780,138,46,183,46,183,505,872,2294,4954
aqp-10,1206,2027,2306,2161,1270,463,194,120,142,111
aqp-11,805,1010,1551,1262,1429,1154,971,744,593,482
arc-1,666,1255,1179,1702,1306,1260,869,701,488,574
ard-1,1624,1327,1360,1500,1300,844,614,561,356,512
arf-1.2,1302,1482,1523,1647,1394,854,532,500,421,344
arf-3,1295,1299,1640,1485,1031,732,680,587,638,614
arf-6,1056,1607,2213,1717,1111,551,432,588,395,331
arg-1,6333,667,333,333,333,333,667,333,333,333
ark-1,478,426,346,443,345,324,2108,2780,1788,962
arl-1,1582,783,1294,1044,1027,800,844,999,961,666
arl-3,1799,354,472,383,295,1091,1150,1976,914,1563
arl-5,786,1021,1198,1227,1117,1117,1425,1190,602,316
arf-1.1,189,566,1509,1887,566,566,1509,1887,1132,189
arl-8,1478,1473,1871,1704,1113,645,490,375,461,390
arl-6,4444,833,278,833,833,278,278,1667,278,278
arr-1,1814,1458,1566,1324,764,630,649,477,726,592
aars-1,840,876,1092,957,1375,1474,1034,948,724,679
aars-2,1774,1066,1420,1140,907,1289,814,634,336,620
art-1,1139,1539,1689,1783,1720,1067,431,306,188,140
arx-1,1123,1605,1928,1837,1339,717,438,352,367,294
arx-2,1504,1562,1775,1775,1313,602,358,521,294,294
arx-3,1322,1135,929,1135,1135,935,889,677,717,1126
exos-4.2,1730,1988,1451,1610,1093,517,537,338,99,636
arx-5,1564,1538,1897,1792,1522,772,428,164,275,48
arx-6,1930,1687,1487,1527,1160,731,447,367,393,273
arx-7,1160,1622,1555,1277,1151,773,529,824,605,504
asb-1,2693,1704,1068,1239,1193,773,216,387,505,223
asb-2,444,423,487,501,622,896,1268,1422,1832,2103
asc-1,1383,1815,1911,1831,1348,701,299,195,96,421
asg-1,1572,906,1019,1082,979,938,863,926,690,1025
asg-2,355,349,434,393,421,769,1198,1558,1888,2636
asm-1,514,200,543,529,243,86,114,200,2029,5543
asm-2,417,417,417,417,417,3750,2083,417,1250,417
asp-1,187,27,27,27,508,1096,1016,294,3529,3289
asp-2,789,351,263,175,439,1316,1316,965,1842,2544
asp-3,16,156,16,47,218,671,1981,733,3791,2371
asp-4,759,588,2021,1970,1483,622,542,724,691,599
asp-5,130,519,649,649,649,519,519,2078,260,4026
asp-6,122,122,122,122,366,366,2561,1951,2439,1829
atf-2,53,39,296,385,1599,5017,1856,221,243,291
atf-5,172,635,535,788,1331,1542,1547,1261,1203,986
atf-6,2795,1326,1353,1163,911,685,794,460,388,126
atf-7,1934,2747,1770,1517,511,314,314,577,190,125
atgp-1,54,31,18,38,333,1524,2023,1844,2267,1868
atgp-2,152,383,579,723,2483,2304,801,976,653,945
atl-1,2151,1128,1365,1024,1039,875,356,1039,638,386
atm-1,1817,2404,2212,1625,609,169,90,293,485,293
atn-1,299,39,25,20,182,648,864,1620,2558,3746
atp-2,725,572,692,644,694,873,1159,1236,1560,1844
atp-3,894,744,786,864,862,936,995,1079,1207,1633
atx-2,2564,1761,1483,1062,680,741,544,618,332,216
avr-14,109,48,43,48,532,765,1521,2129,2310,2495
avr-15,1402,3084,748,841,654,467,561,748,1028,467
baf-1,2553,1963,1776,1587,879,383,235,235,242,147
bag-1,945,1383,1684,1775,970,674,719,759,578,513
bam-2,687,305,1374,229,611,1298,611,763,687,3435
bar-1,1048,137,34,69,86,601,2938,1701,1512,1873
bas-1,200,600,600,200,600,1400,2400,1400,1600,1000
pah-1,37,406,590,590,443,554,1107,1365,2804,2103
bbs-1,147,588,147,294,294,735,735,1176,5735,147
bbs-2,1699,392,131,65,261,1046,523,1242,1176,3464
bbs-8,222,400,800,933,356,978,1289,844,1867,2311
bca-1,362,113,679,339,656,566,1176,1312,2036,2760
bec-1,1172,1048,1190,1199,799,1083,1101,941,746,719
ben-1,2033,425,481,499,481,555,573,2477,1368,1109
bir-1,1999,2011,1581,1604,1027,465,320,372,335,286
bir-2,3939,909,1111,1212,202,404,1414,101,606,101
bli-2,4000,1500,500,500,1000,500,500,500,500,500
bli-3,543,2396,2148,2200,1547,808,208,69,58,23
bli-4,696,637,976,781,654,424,314,705,2725,2088
bli-5,323,1613,323,645,1935,968,645,323,323,2903
bli-6,370,1481,741,1481,1111,370,741,370,2963,370
bmk-1,2779,2543,1999,1527,581,143,95,107,65,160
bpl-1,680,1130,1518,1478,1526,1154,427,893,846,348
bra-1,2468,1951,1263,1320,1392,531,545,215,201,115
F23H11.5,539,614,608,703,788,968,1217,1360,1483,1721
brc-1,2932,1742,2075,1379,624,73,334,261,392,189
brd-1,2644,2476,1918,1737,781,101,50,67,134,92
bre-1,131,468,590,933,1328,1749,1540,889,1136,1235
bre-2,263,526,263,526,263,1053,1053,2368,263,3421
bre-3,398,566,657,673,1881,1942,1453,352,749,1330
bre-4,553,651,488,781,1551,1302,521,1193,987,1974
bre-5,1333,1371,1300,1210,1590,1181,690,657,424,243
brf-1,1375,1897,1592,1650,1295,629,510,583,362,107
bro-1,19,17,22,50,299,5029,4169,323,46,26
brp-1,866,79,394,79,630,3701,866,1260,472,1654
btf-1,3058,1778,1186,780,1076,515,265,733,187,421
bub-1,2923,2056,2227,1470,595,125,100,137,173,193
byn-1,1081,1349,1635,1767,1373,982,458,570,432,352
cab-1,215,2390,1615,2198,2023,899,378,131,92,57
cah-1,197,395,226,226,66,150,902,1880,2942,3017
cah-2,655,1190,298,833,417,2202,3036,298,893,179
cah-3,60,60,60,60,180,299,719,1856,1677,5030
cah-4,32,96,32,64,64,159,64,159,127,9204
cah-5,21,15,24,18,21,379,3433,3409,1907,773
cah-6,4764,472,1934,519,189,283,708,613,189,330
cal-1,74,59,74,140,192,199,1034,1765,2282,4180
cal-2,6,18,6,6,29,387,3009,3003,2023,1513
cal-3,400,1600,400,400,1600,400,2000,1200,1600,400
cal-4,189,189,189,189,189,377,755,1509,2075,4340
cam-1,850,1082,1039,1235,1475,941,1011,869,974,523
cap-1,850,1227,1181,1219,1212,1087,861,707,799,858
cap-2,782,1126,1237,1231,1162,1041,925,780,801,915
cas-1,521,791,846,960,1448,1599,1626,1141,731,338
cat-1,1928,1566,1325,1687,723,843,723,964,120,120
cat-2,270,270,3784,1892,811,270,811,270,270,1351
cat-4,213,1277,213,426,2340,426,851,2766,1064,426
cav-1,2627,2348,1860,1322,552,195,239,321,340,198
cav-2,196,392,196,392,1373,1373,2157,392,2353,1176
cbp-1,1979,1413,1531,1410,1249,708,608,515,387,200
cca-1,80,827,885,1355,3546,1960,537,378,122,311
ccb-1,70,131,238,350,1879,2531,1515,1189,1072,1026
ccf-1,1401,1433,1567,1476,1395,849,640,602,496,140
ccg-1,1,1,436,434,147,280,264,106,1096,7236
cco-1,723,797,881,903,850,933,1051,1066,1219,1575
cyp-13A7,200,200,200,200,200,200,200,200,4400,4000
cyp-14A5,435,435,435,435,870,870,1739,435,3913,435
cyp-44A1,2844,1776,1976,1442,467,160,174,80,587,494
ccr-4,1403,1547,1533,1528,1326,798,517,574,488,287
cct-1,514,478,449,546,500,493,983,1858,2127,2052
cct-2,461,268,374,422,487,494,989,2113,2363,2029
cct-4,418,350,366,437,429,468,1146,2065,2373,1949
cct-5,870,781,600,658,623,554,909,1505,1833,1667
cct-6,349,409,475,473,545,543,1112,1776,2236,2082
cdc-6,4265,1325,1241,904,735,458,277,253,422,120
cdc-14,1755,1486,1270,1059,1037,703,838,664,693,496
cdc-25.1,1189,2165,2104,2500,915,274,274,457,30,91
cdc-25.2,2416,1317,1416,854,1580,1235,367,256,391,167
cdc-25.3,1154,1667,128,128,897,1026,1282,1410,1538,769
cdc-25.4,1463,976,2195,244,244,244,244,1463,244,2683
cdc-42,966,1235,1166,1171,1162,808,821,920,963,788
cdd-1,112,225,899,674,449,787,1011,337,2360,3146
cdd-2,1796,1214,1214,971,388,1019,728,1019,680,971
cdf-1,901,678,1003,952,918,1407,1938,626,746,832
cdh-3,260,372,297,409,2416,1450,1041,818,1524,1413
cdh-4,3458,1745,1675,1229,674,210,213,298,203,295
cdh-5,1881,396,1089,693,198,792,1287,1683,891,1089
cdh-9,46,596,596,780,229,4083,1147,688,321,1514
casy-1,575,590,870,1077,546,295,339,767,3009,1932
cdk-1,2970,2148,2265,1687,523,100,50,130,63,66
cdk-4,3255,862,1407,1407,801,318,113,400,1222,216
cdk-5,1558,1749,1872,1912,1077,730,304,383,199,217
cdk-7,1378,1991,1846,1816,1173,577,341,273,308,297
cdk-8,1624,1834,1596,1742,1108,736,476,409,317,159
cdk-9,1407,1425,1389,1685,1514,735,484,305,529,529
cdl-1,3513,2304,2078,1341,322,90,74,121,109,49
cdr-1,455,455,455,909,455,1364,2273,2273,455,909
cdt-1,3391,2155,1902,1374,314,88,149,218,138,272
cec-1,1818,1657,1664,1823,1313,759,343,202,221,201
ced-1,875,281,2757,2593,982,384,246,512,875,496
ced-2,2075,1658,2008,1429,687,364,364,472,539,404
ced-3,3778,1524,1619,1429,571,222,317,32,127,381
ced-4,2203,1983,1881,1943,982,304,267,133,189,115
ced-5,2317,1420,1678,1578,955,623,324,341,449,316
ced-6,520,845,1352,1066,663,663,455,897,1847,1691
ced-7,2128,1709,1593,1337,1099,640,378,657,215,244
ced-8,3410,2340,1827,1281,615,187,75,68,75,122
ced-9,1927,2284,2434,1678,781,299,199,133,83,183
ced-10,1221,1339,1438,1454,1332,1118,828,477,393,401
ced-11,1446,1183,1678,506,769,923,1658,1077,434,328
ced-12,987,1684,1406,1503,1148,766,624,620,560,701
ced-13,769,769,769,769,769,769,769,769,3077,769
ceh-1,286,286,286,286,286,286,857,1714,1429,4286
ceh-2,405,445,364,162,202,1296,607,1498,1053,3968
ceh-5,294,441,368,441,496,1048,2886,2114,1287,625
ceh-6,1884,788,822,1199,959,274,753,753,1096,1473
ceh-8,28,670,2095,503,419,503,419,2151,754,2458
ceh-9,345,345,345,345,1034,1724,2069,1724,345,1724
ceh-10,1856,309,1134,1031,722,619,412,1237,1546,1134
ceh-12,667,667,667,667,667,1333,3333,667,667,667
ceh-13,222,1663,1866,1492,1695,1026,680,579,401,376
ceh-14,909,909,909,909,909,909,909,1818,909,909
ceh-16,156,938,1562,1875,1875,1250,781,469,312,781
ceh-17,132,132,132,132,789,658,395,132,6974,526
ceh-18,15,44,15,15,44,439,1579,2529,2295,3026
ceh-19,99,495,99,1881,198,990,2079,1584,1386,1188
ceh-20,956,1334,1512,1694,1569,1208,712,587,259,169
ceh-21,2846,1640,1238,1206,1125,466,338,434,418,289
ceh-22,379,758,569,569,474,900,2180,1280,1280,1611
ceh-24,222,667,222,222,222,889,2000,2889,1111,1556
pros-1,308,88,88,176,969,1145,1542,1454,2863,1366
ceh-27,698,563,495,1126,698,1014,1396,1329,1126,1554
ceh-28,213,851,213,213,213,638,1064,213,213,6170
ceh-30,452,995,814,1493,724,1176,860,498,2036,950
ceh-31,1148,370,593,667,1296,704,741,1037,2630,815
ceh-32,1690,163,713,20,774,916,855,1344,2200,1324
ceh-33,2,2,32,32,26,74,670,2172,2786,4202
ceh-34,0,11,2116,2121,1385,1058,1079,1122,659,450
ceh-36,3333,516,1349,317,437,754,794,992,595,913
ceh-37,592,1053,329,329,921,1118,1447,2039,1447,724
ceh-38,2200,1705,1289,1381,1094,683,511,395,495,248
ceh-39,3175,722,1464,1031,948,763,598,557,515,227
ceh-40,4649,2076,1688,913,120,120,46,28,74,286
ceh-41,2237,1324,1504,1343,1427,945,540,199,302,180
ceh-43,1067,533,400,356,1185,741,1244,1126,2385,963
ceh-44,2330,912,1857,1260,663,423,705,539,854,456
cpg-1,417,2917,417,417,1250,833,2500,417,417,417
cel-1,1311,1745,1604,1621,1250,860,605,487,290,227
cep-1,4750,1273,1432,682,432,341,227,273,409,182
ces-1,918,1067,2829,1315,248,372,471,521,298,1960
ces-2,96,1829,1476,2864,3025,521,45,50,59,35
cey-1,304,609,609,733,1064,1464,1669,1398,1213,937
cey-2,2105,526,1316,789,789,2105,1579,263,263,263
cey-3,3333,915,719,392,1373,588,588,980,588,523
cey-4,1694,1426,1436,1428,1033,758,555,452,558,660
cfi-1,82,82,574,656,246,82,738,3361,2705,1475
cft-1,233,1395,1395,1163,233,233,698,233,4186,233
cfz-2,171,95,1247,1133,1081,1195,507,1152,1655,1764
cgh-1,3040,966,787,694,1029,709,701,881,569,624
cgp-1,951,1470,1200,1357,1098,887,657,720,823,838
cha-1,196,196,1176,196,588,588,392,3333,1569,1765
chd-3,2662,1728,1371,1419,1291,486,327,272,191,251
che-1,2500,1500,1000,500,500,500,1500,1000,500,500
che-2,455,455,455,455,909,2273,2273,455,909,1364
che-3,1875,227,625,170,114,568,1420,2443,568,1989
che-7,172,345,172,345,345,690,2759,517,2759,1897
che-11,208,625,208,833,1042,417,2083,1042,3125,417
che-12,88,175,965,965,175,351,965,1842,877,3596
che-13,248,165,661,413,331,992,1240,1157,2893,1901
che-14,5541,608,1689,1081,203,203,270,135,203,68
chs-1,4561,1404,1754,526,351,351,526,175,175,175
chs-2,53,582,1640,1005,635,741,1217,1111,1323,1693
chk-1,3343,2079,1841,1495,505,101,253,130,36,217
chk-2,3077,769,769,769,769,769,769,769,769,769
chn-1,1917,1082,1132,1167,973,626,720,794,1127,462
cho-1,5000,333,333,333,667,333,1667,667,333,333
chp-1,1122,875,1076,1035,857,697,1021,1544,1116,658
cht-1,6361,1169,1508,280,116,99,129,140,101,96
cic-1,1859,1633,1334,1500,1251,825,547,336,495,220
cit-1.1,1196,1467,1370,1572,1467,765,716,751,410,285
cit-1.2,1097,1439,1227,1220,1337,870,631,679,795,706
cka-1,160,89,133,213,302,676,1902,2391,1831,2302
cka-2,16,35,6,10,77,861,2219,1923,2248,2605
ckb-1,2665,1266,1266,1900,607,580,369,53,449,844
ckb-2,1320,1128,3079,2709,941,325,155,62,212,68
ckb-3,833,833,833,833,833,833,2500,833,833,833
ckb-4,1350,1495,1420,1682,1197,1021,786,489,442,117
ckc-1,1026,256,256,1795,769,769,513,769,2051,1795
cki-1,31,1003,1487,2255,1879,1518,803,550,318,155
cki-2,422,287,1383,1265,894,1417,1619,1298,978,438
ckk-1,7,196,47,419,1001,2327,2165,2050,1407,379
cku-70,1227,2390,2519,2293,743,194,75,291,129,140
cku-80,4372,2095,1660,982,415,132,51,20,243,30
cky-1,1078,196,98,98,1078,882,1569,1275,392,3333
clc-1,152,303,152,909,303,455,303,2273,2273,2879
clc-2,1176,2157,196,588,1176,588,588,1373,392,1765
clc-3,28,195,334,111,84,362,947,2284,3955,1699
clc-4,714,714,714,1429,714,1429,714,714,2143,714
clc-5,1118,461,1711,1118,592,329,1316,1053,1842,461
cle-1,944,524,105,629,490,1014,769,1993,2902,629
clh-1,140,56,14,28,84,912,5091,2721,715,238
clh-2,59,59,59,59,59,296,237,2012,5917,1243
clh-3,526,1053,526,1579,1053,526,526,3158,526,526
clh-4,833,833,833,833,1667,833,1667,833,833,833
clh-5,1583,1435,1631,1459,1367,762,589,357,289,529
clh-6,1029,1406,1391,1145,1681,986,913,797,420,232
cpi-2,943,974,1300,1289,946,848,1102,1117,827,653
cpi-1,74,18,18,25,46,85,268,564,2652,6252
clk-1,604,862,1121,1248,1154,1215,1023,1158,1000,614
clk-2,963,1586,1622,1693,1159,1087,446,517,535,392
cln-3.1,385,385,385,769,769,385,385,769,5385,385
cln-3.2,1015,1503,1574,1543,1817,1147,538,223,396,244
cln-3.3,182,727,182,545,364,727,727,545,4909,1091
clp-1,991,753,601,618,607,726,661,553,1815,2676
clp-2,1723,1710,1214,1423,1018,744,509,457,535,666
clp-3,455,1364,455,1818,1364,2727,455,455,455,455
clp-4,3204,485,1068,388,1068,1165,291,291,1845,194
clp-6,833,833,833,833,833,833,833,833,2500,833
clp-7,1565,1383,1020,1066,1315,590,907,385,499,1270
clr-1,602,1087,1117,1199,1397,1022,720,1151,1044,660
cls-2,1714,1857,1935,1195,948,688,455,558,299,351
clu-1,501,644,552,563,1086,1495,1466,1142,1329,1221
cmd-1,883,880,820,741,583,535,1287,1909,1658,703
cmk-1,211,125,86,240,882,1409,1649,2809,1678,911
cnb-1,58,330,443,550,747,1223,1415,1363,1691,2179
cnc-2,476,476,476,952,476,476,952,3333,1905,476
cnc-3,590,74,74,37,111,480,37,2251,2177,4170
cnc-4,537,201,671,872,336,604,738,1745,1074,3221
cnc-6,357,1071,714,357,357,714,1071,1429,714,3214
cnd-1,85,868,417,255,2987,2017,800,1055,826,689
cng-1,2209,1047,814,465,698,465,1977,349,349,1628
cng-3,833,833,833,833,833,833,833,2500,833,833
cnk-1,2048,1564,1043,1136,1676,652,745,633,317,186
cnt-1,821,1940,970,1791,1418,1194,448,373,75,970
cnt-2,1881,2007,2172,2159,1314,141,94,122,48,64
cnx-1,2747,975,1121,794,800,769,952,855,545,442
cof-2,105,360,557,925,3092,3627,715,75,136,408
cog-1,1511,3453,288,1295,432,576,504,504,504,935
cogc-2,1428,2018,1836,1942,1246,638,338,226,224,103
coh-1,1583,1667,1396,1755,1672,806,349,329,162,280
coh-3,1406,938,781,312,625,312,312,781,4375,156
col-2,1091,1091,2545,2364,1091,545,182,182,182,727
col-3,4286,159,159,159,317,317,1587,476,317,2222
col-8,2609,1739,2174,435,435,435,870,435,435,435
col-9,909,909,909,1818,909,909,909,909,909,909
col-10,152,455,152,303,152,758,1212,1061,2576,3182
col-12,370,370,370,370,370,741,1111,370,1852,4074
col-13,909,909,909,909,909,909,1818,909,909,909
col-14,42,42,42,42,211,422,1730,1941,633,4895
col-17,909,909,909,909,1818,909,909,909,909,909
col-33,200,800,200,600,400,600,2600,1600,1400,1600
col-34,146,15,117,117,219,512,614,526,1272,6462
col-35,909,909,909,909,909,909,909,909,1818,909
col-38,988,1975,2840,1358,1235,370,123,864,123,123
col-39,5278,741,741,556,185,93,185,1389,278,556
col-40,833,833,833,833,1667,833,1667,833,833,833
col-41,769,2308,769,1538,769,769,769,769,769,769
col-43,200,800,200,200,400,200,400,3000,2200,2400
col-44,5500,250,1500,250,250,250,250,1250,250,250
col-46,588,2353,588,588,588,1765,588,1765,588,588
col-47,833,833,833,833,1667,833,1667,833,833,833
col-48,1494,260,65,195,260,455,649,844,3247,2532
col-50,3171,1707,2439,976,488,244,244,244,244,244
col-51,714,714,714,714,714,1429,714,714,2857,714
col-53,286,286,286,286,286,2000,571,2286,857,2857
col-54,270,270,270,270,270,270,541,1081,3243,3514
col-55,556,1111,556,556,2222,556,1111,556,2222,556
col-56,96,577,96,96,288,865,2019,4615,962,385
col-58,179,179,179,179,714,536,893,1071,2321,3750
col-60,833,833,833,833,1667,833,1667,833,833,833
col-61,400,400,400,400,800,800,1200,400,2800,2400
col-63,2586,172,172,172,690,345,345,172,3448,1897
col-64,357,1429,357,1429,2500,1429,1071,357,357,714
col-65,14,127,14,71,424,580,1386,1132,2843,3409
col-68,97,85,12,60,254,290,4915,2790,1304,193
col-69,74,1333,963,1037,1259,889,444,815,370,2815
col-71,2188,1823,2188,1927,625,260,260,208,52,469
col-72,714,714,714,1429,1429,714,2143,714,714,714
col-73,714,714,714,714,714,714,3571,714,714,714
col-74,282,72,42,24,66,571,649,547,3564,4183
col-75,333,1000,333,1000,667,1333,1667,1667,1667,333
col-76,2239,811,116,386,541,656,1120,1351,1313,1467
col-77,27,109,27,27,136,845,1744,409,2153,4523
col-78,714,714,714,714,714,1429,2857,714,714,714
col-80,909,909,909,909,909,909,909,909,909,1818
col-81,667,667,1333,667,1333,2667,667,667,667,667
col-83,625,625,625,1875,625,1875,625,1875,625,625
col-84,556,1667,2778,556,1111,556,1111,556,556,556
col-85,526,1053,526,526,526,2632,1579,526,526,1579
col-86,714,714,714,2857,714,714,1429,714,714,714
col-88,667,667,667,667,667,667,3333,667,667,1333
